Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2796,2796,0,2796,2796,0,2796,2796,0,2796,2796,0,2796,2796,0,6431785,2796,6428989,2796,2796,0,4288788,2796,4285992,2145792,2796,2142996,2796,2796,0,6431785,2796,6428989,4288788,2796,4285992
2,2742,2742,0,2742,2742,0,2742,2742,0,2742,2742,0,2742,2742,0,6528436,2742,6525694,2742,2742,0,4353205,2742,4350462,2177973,2742,2175231,2742,2742,0,6528436,2742,6525694,4353205,2742,4350462
3,2742,2742,0,2742,2742,0,2742,2742,0,2742,2742,0,2742,2742,0,6521759,2742,6519017,2742,2742,0,4348753,2742,4346011,2175748,2742,2173005,2742,2742,0,6521759,2742,6519017,4348753,2742,4346011
4,2697,2697,0,2697,2697,0,2697,2697,0,2697,2697,0,2697,2697,0,6479276,2697,6476579,2697,2697,0,4320416,2697,4317719,2161557,2697,2158859,2697,2697,0,6479276,2697,6476579,4320416,2697,4317719
5,2697,2697,0,2697,2697,0,2697,2697,0,2697,2697,0,2697,2697,0,6479276,2697,6476579,2697,2697,0,4320416,2697,4317719,2161557,2697,2158859,2697,2697,0,6479276,2697,6476579,4320416,2697,4317719
6,2713,2713,0,2713,2713,0,2713,2713,0,2713,2713,0,2713,2713,0,6012495,2713,6009782,2713,2713,0,4009234,2713,4006521,2005974,2713,2003260,2713,2713,0,6012495,2713,6009782,4009234,2713,4006521
7,2762,2762,0,2762,2762,0,2762,2762,0,2762,2762,0,2762,2762,0,5955936,2762,5953174,2762,2762,0,3971545,2762,3968782,1987153,2762,1984391,2762,2762,0,5955936,2762,5953174,3971545,2762,3968782
8,2738,2738,0,2738,2738,0,2738,2738,0,2738,2738,0,2738,2738,0,5765407,2738,5762669,2738,2738,0,3844517,2738,3841779,1923627,2738,1920889,2738,2738,0,5765407,2738,5762669,3844517,2738,3841779
9,2738,2738,0,2738,2738,0,2738,2738,0,2738,2738,0,2738,2738,0,5765407,2738,5762669,2738,2738,0,3844517,2738,3841779,1923627,2738,1920889,2738,2738,0,5765407,2738,5762669,3844517,2738,3841779
10,2741,2741,0,2741,2741,0,2741,2741,0,2741,2741,0,2741,2741,0,5377606,2741,5374864,2741,2741,0,3585984,2741,3583243,1794362,2741,1791621,2741,2741,0,5377606,2741,5374864,3585984,2741,3583243
11,2790,2790,0,2790,2790,0,2790,2790,0,2790,2790,0,2790,2790,0,5320902,2790,5318111,2790,2790,0,3548198,2790,3545407,1775494,2790,1772703,2790,2790,0,5320902,2790,5318111,3548198,2790,3545407
12,2722,2722,0,2722,2722,0,2722,2722,0,2722,2722,0,2722,2722,0,5287959,2722,5285237,2722,2722,0,3526213,2722,3523491,1764467,2722,1761745,2722,2722,0,5287959,2722,5285237,3526213,2722,3523491
13,2722,2722,0,2722,2722,0,2722,2722,0,2722,2722,0,2722,2722,0,5287959,2722,5285237,2722,2722,0,3526213,2722,3523491,1764467,2722,1761745,2722,2722,0,5287959,2722,5285237,3526213,2722,3523491
14,2696,2696,0,2696,2696,0,2696,2696,0,2696,2696,0,2696,2696,0,5085302,2696,5082605,2696,2696,0,3391100,2696,3388403,1696898,2696,1694201,2696,2696,0,5085302,2696,5082605,3391100,2696,3388403
15,2696,2696,0,2696,2696,0,2696,2696,0,2696,2696,0,2696,2696,0,5085302,2696,5082605,2696,2696,0,3391100,2696,3388403,1696898,2696,1694201,2696,2696,0,5085302,2696,5082605,3391100,2696,3388403
16,2704,2704,0,2704,2704,0,2704,2704,0,2704,2704,0,2704,2704,0,4778278,2704,4775574,2704,2704,0,3186420,2704,3183716,1594562,2704,1591858,2704,2704,0,4778278,2704,4775574,3186420,2704,3183716
