Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5438062,2796,5435266,8306437,2796,8303641,2796,2796,0,3172653,2796,3169857,25592332,2796,25589536,6431785,2796,6428989,21422547,2796,21419751,16268786,2796,16265990,21697096,2796,21694300,4780820,2796,4778024,22368654,2796,22365858,10942170,2796,10939374
2,4994050,2924,4991126,7611638,2924,7608714,2924,2924,0,2864563,2924,2861639,23978466,2924,23975542,5752916,2924,5749992,20061298,2924,20058373,14998681,2924,14995757,20415903,2924,20412978,4393031,2924,4390107,20734009,2924,20731085,9966250,2924,9963326
3,4994050,2924,4991126,7611638,2924,7608714,2924,2924,0,2864563,2924,2861639,23978466,2924,23975542,5752916,2924,5749992,20061298,2924,20058373,14998681,2924,14995757,20415903,2924,20412978,4393031,2924,4390107,20734009,2924,20731085,9966250,2924,9963326
4,4475261,3030,4472230,6798923,3030,6795892,3030,3030,0,2501786,3030,2498755,22723770,3030,22720739,5422523,3030,5419492,18933591,3030,18930561,14306532,3030,14303502,19707849,3030,19704819,4174789,3030,4171759,19855097,3030,19852067,9459183,3030,9456153
5,4467992,3037,4464955,6787509,3037,6784472,3037,3037,0,2496634,3037,2493596,22705850,3037,22702813,5415843,3037,5412806,18917541,3037,18914503,14294470,3037,14291433,19697004,3037,19693967,4170975,3037,4167938,19840072,3037,19837034,9449688,3037,9446650
6,4054796,3110,4051685,6143616,3110,6140505,3110,3110,0,2217883,3110,2214772,21665787,3110,21662676,5139244,3110,5136133,17972058,3110,17968947,13705553,3110,13702443,19074239,3110,19071128,3987477,3110,3984366,19084869,3110,19081759,9023030,3110,9019920
7,4032033,3133,4028899,6108032,3133,6104898,3133,3133,0,2202231,3133,2199097,21609016,3133,21605882,5117586,3133,5114452,17920394,3133,17917260,13666339,3133,13663205,19038736,3133,19035602,3975074,3133,3971940,19035939,3133,19032805,8992152,3133,8989018
8,3963679,3166,3960513,6002280,3166,5999113,3166,3166,0,2158455,3166,2155289,21130213,3166,21127046,4903758,3166,4900591,17507401,3166,17504235,13125439,3166,13122273,18569853,3166,18566687,3764266,3166,3761099,18410374,3166,18407208,8574582,3166,8571415
9,3943474,3187,3940286,5970725,3187,5967537,3187,3187,0,2144652,3187,2141465,21079904,3187,21076717,4884716,3187,4881529,17461546,3187,17458359,13091044,3187,13087856,18538365,3187,18535177,3753440,3187,3750253,18367281,3187,18364094,8547482,3187,8544295
10,3466720,3292,3463427,5230846,3292,5227553,3292,3292,0,1832242,3292,1828949,19761264,3292,19757972,4534495,3292,4531203,16280684,3292,16277391,12288856,3292,12285563,17678590,3292,17675297,3476867,3292,3473574,17350046,3292,17346754,7932291,3292,7928998
11,3458485,3301,3455183,5218077,3301,5214776,3301,3301,0,1826897,3301,1823595,19740461,3301,19737159,4526354,3301,4523052,16261231,3301,16257929,12274116,3301,12270814,17664956,3301,17661654,3472246,3301,3468944,17331524,3301,17328222,7920702,3301,7917400
12,3004616,3461,3001155,4518179,3461,4514717,3461,3461,0,1542992,3461,1539531,17977121,3461,17973660,4014676,3461,4011214,14705463,3461,14702001,10919702,3461,10916240,16261100,3461,16257638,2979859,3461,2976397,15669053,3461,15665591,6923067,3461,6919606
13,2995300,3473,2991827,4503874,3473,4500401,3473,3473,0,1537368,3473,1533895,17953389,3473,17949915,4005103,3473,4001630,14682597,3473,14679124,10902509,3473,10899036,16244796,3473,16241323,2974539,3473,2971065,15647235,3473,15643761,6909524,3473,6906051
14,2647888,3562,2644326,3975077,3562,3971515,3562,3562,0,1340803,3562,1337240,16644547,3562,16640985,3656639,3562,3653076,13510524,3562,13506961,9970815,3562,9967252,15197810,3562,15194247,2638732,3562,2635169,14470312,3562,14466749,6213316,3562,6209753
15,2635914,3579,2632335,3956827,3579,3953248,3579,3579,0,1333984,3579,1330405,16613677,3579,16610098,3643853,3579,3640274,13480142,3579,13476563,9947965,3579,9944386,15175782,3579,15172203,2631744,3579,2628165,14441123,3579,14437544,6195342,3579,6191763
16,2363985,3695,2360290,3545589,3695,3541894,3695,3695,0,1188218,3695,1184522,15156532,3695,15152837,3019352,3695,3015657,12249495,3695,12245800,8740232,3695,8736537,13795624,3695,13791929,2282288,3695,2278593,12822074,3695,12818379,5293071,3695,5289375
17,2354473,3709,2350763,3531186,3709,3527476,3709,3709,0,1183084,3709,1179375,15131933,3709,15128224,3009396,3709,3005686,12224828,3709,12221119,8722115,3709,8718406,13777740,3709,13774031,2276735,3709,2273026,12798823,3709,12795114,5278883,3709,5275173
18,2129938,3791,2126147,3193012,3791,3189220,3791,3791,0,1066864,3791,1063073,14441216,3791,14437425,2775206,3791,2771415,11554781,3791,11550990,8256785,3791,8252994,13238874,3791,13235083,2151164,3791,2147373,12172100,3791,12168309,4956774,3791,4952983
