Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5438062,2796,5435266,12988690,2796,12985894,362709,2796,359913,15074058,2796,15071262,28023437,2796,28020641,12825316,2796,12822520,23324015,2796,23321219,47848542,2796,47845746,36384172,2796,36381376,9611065,2796,9608269,43590009,2796,43587213,18015773,2796,18012977
2,5275784,2870,5272913,12470706,2870,12467835,315194,2870,312323,14360172,2870,14357302,26870605,2870,26867734,12160555,2870,12157685,22449377,2870,22446506,45718271,2870,45715400,34913407,2870,34910537,8993577,2870,8990706,41641538,2870,41638668,17017232,2870,17014361
3,5275784,2870,5272913,12470706,2870,12467835,315194,2870,312323,14360172,2870,14357302,26870605,2870,26867734,12160555,2870,12157685,22449377,2870,22446506,45718271,2870,45715400,34913407,2870,34910537,8993577,2870,8990706,41641538,2870,41638668,17017232,2870,17014361
4,4885863,2958,4882905,11545596,2958,11542638,271006,2958,268048,13565684,2958,13562726,25665253,2958,25662295,11404609,2958,11401650,21453626,2958,21450668,43755928,2958,43752969,33660770,2958,33657811,8592210,2958,8589251,40016563,2958,40013604,16212831,2958,16209872
5,4885863,2958,4882905,11545596,2958,11542638,271006,2958,268048,13565684,2958,13562726,25665253,2958,25662295,11404609,2958,11401650,21453626,2958,21450668,43755928,2958,43752969,33660770,2958,33657811,8592210,2958,8589251,40016563,2958,40013604,16212831,2958,16209872
6,4305771,3084,4302687,10133068,3084,10129983,206331,3084,203246,12321874,3084,12318789,23750433,3084,23747349,10374517,3084,10371432,19942347,3084,19939262,41413394,3084,41410309,32134804,3084,32131720,8000862,3084,7997778,38050472,3084,38047388,15308572,3084,15305488
7,4305771,3084,4302687,10133068,3084,10129983,206331,3084,203246,12321874,3084,12318789,23750433,3084,23747349,10374517,3084,10371432,19942347,3084,19939262,41413394,3084,41410309,32134804,3084,32131720,8000862,3084,7997778,38050472,3084,38047388,15308572,3084,15305488
8,4045448,3202,4042246,9489164,3202,9485961,160790,3202,157588,11296164,3202,11292962,22327900,3202,22324697,9657279,3202,9654076,18697597,3202,18694394,38850383,3202,38847181,30358477,3202,30355275,7182738,3202,7179535,35513826,3202,35510623,14192445,3202,14189242
9,4045448,3202,4042246,9489164,3202,9485961,160790,3202,157588,11296164,3202,11292962,22327900,3202,22324697,9657279,3202,9654076,18697597,3202,18694394,38850383,3202,38847181,30358477,3202,30355275,7182738,3202,7179535,35513826,3202,35510623,14192445,3202,14189242
10,3688523,3318,3685205,8496822,3318,8493504,104683,3318,101364,10390423,3318,10387105,20964455,3318,20961137,8719681,3318,8716363,17663160,3318,17659842,36651932,3318,36648614,28959632,3318,28956313,6742909,3318,6739591,33745794,3318,33742476,13340275,3318,13336957
11,3688523,3318,3685205,8496822,3318,8493504,104683,3318,101364,10390423,3318,10387105,20964455,3318,20961137,8719681,3318,8716363,17663160,3318,17659842,36651932,3318,36648614,28959632,3318,28956313,6742909,3318,6739591,33745794,3318,33742476,13340275,3318,13336957
12,3387452,3463,3383989,7715166,3463,7711703,57345,3463,53881,9341762,3463,9338298,19618262,3463,19614798,7891875,3463,7888412,16504265,3463,16500802,34095043,3463,34091580,27320311,3463,27316848,6022916,3463,6019452,31391593,3463,31388130,12278049,3463,12274586
13,3387452,3463,3383989,7715166,3463,7711703,57345,3463,53881,9341762,3463,9338298,19618262,3463,19614798,7891875,3463,7888412,16504265,3463,16500802,34095043,3463,34091580,27320311,3463,27316848,6022916,3463,6019452,31391593,3463,31388130,12278049,3463,12274586
14,2906891,3626,2903264,6548794,3626,6545167,16097,3626,12470,8147064,3626,8143437,17843535,3626,17839908,6817134,3626,6813507,14976715,3626,14973088,31321308,3626,31317681,25493434,3626,25489807,5356540,3626,5352913,28934352,3626,28930725,11189686,3626,11186059
15,2906891,3626,2903264,6548794,3626,6545167,16097,3626,12470,8147064,3626,8143437,17843535,3626,17839908,6817134,3626,6813507,14976715,3626,14973088,31321308,3626,31317681,25493434,3626,25489807,5356540,3626,5352913,28934352,3626,28930725,11189686,3626,11186059
16,2581664,3839,2577825,5729767,3839,5725928,3839,3839,0,6892262,3839,6888422,15803182,3839,15799343,5621490,3839,5617651,13258895,3839,13255056,27449814,3839,27445975,22769022,3839,22765183,4357291,3839,4353451,25235267,3839,25231428,9484563,3839,9480723
17,2581664,3839,2577825,5729767,3839,5725928,3839,3839,0,6892262,3839,6888422,15803182,3839,15799343,5621490,3839,5617651,13258895,3839,13255056,27449814,3839,27445975,22769022,3839,22765183,4357291,3839,4353451,25235267,3839,25231428,9484563,3839,9480723
18,2216658,4092,2212565,4735455,4092,4731362,4092,4092,0,5478584,4092,5474491,13373984,4092,13369891,4187203,4092,4183110,11262315,4092,11258222,22833131,4092,22829039,19503206,4092,19499114,3308295,4092,3304202,21020144,4092,21016051,7570820,4092,7566727
19,2216658,4092,2212565,4735455,4092,4731362,4092,4092,0,5478584,4092,5474491,13373984,4092,13369891,4187203,4092,4183110,11262315,4092,11258222,22833131,4092,22829039,19503206,4092,19499114,3308295,4092,3304202,21020144,4092,21016051,7570820,4092,7566727
20,1679362,4358,1675003,3477531,4358,3473172,4358,4358,0,4067915,4358,4063557,10946235,4358,10941876,2897065,4358,2892706,9129686,4358,9125327,18788402,4358,18784043,16610672,4358,16606313,2446942,4358,2442584,17381181,4358,17376822,6038587,4358,6034228
21,1680728,4356,1676372,3481667,4356,3477311,4356,4356,0,4071483,4356,4067126,10950758,4356,10946402,2901403,4356,2897046,9133413,4356,9129056,18796205,4356,18791849,16614558,4356,16610202,2448049,4356,2443693,17386258,4356,17381901,6040941,4356,6036585
22,1468431,4516,1463914,3298923,4516,3294406,216248,4516,211732,3328193,4516,3323676,9910285,4516,9905769,2342954,4516,2338437,8030418,4516,8025902,16473051,4516,16468535,15210850,4516,15206333,1937945,4516,1933428,15161381,4516,15156864,5149001,4516,5144484
23,1465878,4521,1461357,3297514,4521,3292993,220371,4521,215849,3321735,4521,3317213,9905980,4521,9901458,2337316,4521,2332794,8023448,4521,8018927,16458816,4521,16454295,15209730,4521,15205208,1935980,4521,1931459,15152097,4521,15147575,5144792,4521,5140271
24,1201622,4764,1196857,2846467,4764,2841703,366261,4764,361497,2427072,4764,2422308,8343280,4764,8338516,1530493,4764,1525728,6592004,4764,6587240,13043551,4764,13038786,12884544,4764,12879780,1298961,4764,1294197,12085660,4764,12080896,3825442,4764,3820678
