Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,13571791,2796,13568995,1198727,2796,1195931,7315036,2796,7312240,29006981,2796,29004185,13190629,2796,13187833,21422547,2796,21419751,43703169,2796,43700373,36384172,2796,36381376,4780820,2796,4778024,36515860,2796,36513064,18015773,2796,18012977
2,5297538,2926,5294611,12098618,2926,12095691,882908,2926,879982,6573065,2926,6570139,27026537,2926,27023611,11866424,2926,11863498,20165790,2926,20162864,41142651,2926,41139724,34647663,2926,34644736,4436094,2926,4433167,34624471,2926,34621545,16918978,2926,16916052
3,5297538,2926,5294611,12098618,2926,12095691,882908,2926,879982,6573065,2926,6570139,27026537,2926,27023611,11866424,2926,11863498,20165790,2926,20162864,41142651,2926,41139724,34647663,2926,34644736,4436094,2926,4433167,34624471,2926,34621545,16918978,2926,16916052
4,4970545,3050,4967495,11377509,3050,11374459,770004,3050,766954,6209671,3050,6206621,25398265,3050,25395215,10975892,3050,10972842,18977075,3050,18974025,38235287,3050,38232236,32482771,3050,32479721,3920290,3050,3917239,32128892,3050,32125842,15403996,3050,15400945
5,4970545,3050,4967495,11377509,3050,11374459,770004,3050,766954,6209671,3050,6206621,25398265,3050,25395215,10975892,3050,10972842,18977075,3050,18974025,38235287,3050,38232236,32482771,3050,32479721,3920290,3050,3917239,32128892,3050,32125842,15403996,3050,15400945
6,4678328,3166,4675161,10597922,3166,10594756,584246,3166,581080,5818865,3166,5815699,23997396,3166,23994229,10038440,3166,10035273,18083302,3166,18080136,35942005,3166,35938838,30805368,3166,30802202,3604424,3166,3601257,30267896,3166,30264730,14333576,3166,14330410
7,4678328,3166,4675161,10597922,3166,10594756,584246,3166,581080,5818865,3166,5815699,23997396,3166,23994229,10038440,3166,10035273,18083302,3166,18080136,35942005,3166,35938838,30805368,3166,30802202,3604424,3166,3601257,30267896,3166,30264730,14333576,3166,14330410
8,4234570,3318,4231251,9495091,3318,9491772,407356,3318,404037,5191999,3318,5188681,22053023,3318,22049704,8890005,3318,8886686,16757382,3318,16754064,32754369,3318,32751051,28580575,3318,28577257,3096296,3318,3092977,27794594,3318,27791276,12860537,3318,12857219
9,4234570,3318,4231251,9495091,3318,9491772,407356,3318,404037,5191999,3318,5188681,22053023,3318,22049704,8890005,3318,8886686,16757382,3318,16754064,32754369,3318,32751051,28580575,3318,28577257,3096296,3318,3092977,27794594,3318,27791276,12860537,3318,12857219
