Step,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
0,233,233,233,233,233,233,233,233,233,233,233,233
1,233,233,233,233,233,233,233,233,233,233,233,233
2,230,246,251,244,233,239,249,230,233,244,251,251
3,230,246,251,244,233,239,249,230,233,244,251,251
4,235,276,281,274,239,242,246,256,233,271,264,261
5,235,276,281,274,239,242,246,256,233,271,264,261
6,254,295,301,287,261,244,259,276,242,279,261,290
7,254,295,301,287,261,244,259,276,242,279,261,290
8,261,301,331,310,279,257,269,298,247,279,272,322
9,261,301,331,310,279,257,269,298,247,279,272,322
10,261,301,331,344,313,259,269,328,247,293,296,338
11,261,301,331,344,313,259,269,328,247,293,296,338
12,280,307,354,362,310,285,266,364,252,293,317,352
13,280,307,354,362,310,285,266,364,252,293,317,352
14,277,317,376,369,310,294,282,393,262,290,323,348
15,277,317,376,369,310,294,282,393,262,290,323,348
16,291,345,368,380,325,323,296,401,277,316,355,369
17,291,345,368,380,325,323,296,401,277,316,355,369
18,294,349,368,410,335,342,296,421,286,342,352,413
19,294,349,368,410,335,342,296,421,286,342,352,413
20,308,377,361,427,362,366,296,455,289,355,352,417
21,308,377,368,427,362,366,296,455,289,355,352,417
22,314,403,361,444,391,396,314,478,312,388,380,451
23,314,403,368,444,391,396,314,478,312,388,380,451
24,321,399,376,448,414,400,336,502,343,430,426,483
25,321,399,368,448,414,400,336,502,343,430,426,483
26,346,439,376,471,414,416,353,557,377,434,473,540
27,346,399,368,471,414,416,353,557,377,434,473,540
28,350,427,353,471,427,416,346,590,423,465,482,578
29,346,399,368,471,427,416,346,590,423,465,482,578
30,353,443,357,499,444,449,343,608,452,465,482,625
31,346,399,368,499,427,416,343,608,452,465,482,625
32,346,411,379,499,453,453,356,608,470,498,516,668
33,346,399,368,499,427,416,356,608,470,465,516,668
34,374,395,353,519,448,432,378,626,522,451,537,668
35,346,399,368,519,448,416,378,626,522,465,537,668
36,378,395,353,561,444,416,397,626,585,442,585,702
37,378,399,368,519,444,416,397,626,585,465,585,702
38,400,443,376,571,488,424,417,639,608,470,614,709
39,378,399,368,519,444,416,417,639,608,465,614,702
40,389,403,368,571,466,437,446,709,614,474,682,779
41,378,399,368,519,444,416,446,639,614,465,614,702
42,404,435,379,576,457,412,468,690,608,479,614,744
43,378,399,368,519,444,416,468,639,608,465,614,702
44,374,407,372,514,453,441,501,684,627,465,676,723
45,378,399,368,514,453,416,501,639,627,465,676,702
46,423,399,357,560,453,441,511,716,620,465,669,786
47,378,399,368,514,453,416,511,639,620,465,676,702
48,412,427,350,514,471,428,521,645,645,474,669,695
49,378,399,368,514,453,416,521,639,620,465,676,702
50,415,427,353,534,503,445,521,690,651,470,737,786
51,378,399,368,514,453,416,521,639,651,465,676,702
52,374,415,361,540,471,420,537,677,716,474,682,772
53,378,399,368,514,453,416,537,639,716,465,676,702
54,397,399,379,509,453,420,537,703,745,446,682,758
55,378,399,368,514,453,416,537,639,745,465,676,702
56,378,431,368,565,453,445,542,633,835,446,750,709
57,378,399,368,514,453,416,542,639,745,465,676,702
58,378,447,379,560,462,437,531,652,760,442,703,695
59,378,399,368,514,453,416,531,639,745,465,676,702
60,389,435,365,550,507,441,568,690,790,460,730,779
61,378,399,368,514,453,416,568,639,745,465,676,702
62,419,395,365,560,475,437,591,639,768,465,682,772
63,378,399,368,514,453,416,591,639,745,465,676,702
64,397,427,361,545,489,412,597,645,738,479,750,758
65,378,399,368,514,453,416,597,639,738,465,676,702
66,378,407,361,534,498,408,627,652,767,451,716,716
67,378,399,368,514,453,416,627,639,767,465,676,702
68,415,411,357,560,462,403,640,716,783,460,676,730
69,378,399,368,514,453,416,640,639,783,465,676,702
70,393,427,379,534,493,420,627,690,822,442,682,786
71,378,399,368,514,453,416,627,639,783,465,676,702
72,400,411,350,560,471,428,646,665,853,442,723,772
73,378,399,368,514,453,416,646,639,783,465,676,702
74,400,443,361,534,484,408,665,633,853,465,716,765
75,378,399,368,514,453,416,665,639,783,465,676,702
76,404,435,379,565,503,432,685,671,790,451,716,779
77,378,399,368,514,453,416,685,639,783,465,676,702
78,381,411,376,545,493,408,692,709,783,446,696,758
79,378,399,368,514,453,416,692,639,783,465,676,702
80,385,427,350,576,457,420,713,677,861,451,696,709
81,378,399,368,514,453,416,713,639,783,465,676,702
82,393,419,379,550,493,416,741,716,822,456,723,709
83,378,399,368,514,453,416,741,639,783,465,676,702
84,404,423,372,519,480,420,734,671,869,465,709,723
85,378,399,368,514,453,416,734,639,783,465,676,702
86,400,407,376,576,475,424,785,665,775,465,743,709
87,378,399,368,514,453,416,734,639,783,465,676,702
88,415,431,365,570,489,399,770,716,822,442,750,702
89,378,399,368,514,453,416,770,639,783,465,676,702
90,404,395,365,509,475,408,801,658,861,451,703,772
91,378,399,368,514,453,416,770,639,783,465,676,702
92,381,415,372,514,457,416,801,690,869,442,716,709
93,378,399,368,514,453,416,770,639,783,465,676,702
94,385,407,350,565,471,428,755,677,783,442,743,772
95,378,399,368,514,453,416,755,639,783,465,676,702
96,389,415,350,555,475,403,808,677,869,465,703,695
97,378,399,368,514,453,416,755,639,783,465,676,702
98,389,407,368,540,498,416,747,658,861,442,730,779
99,378,399,368,514,453,416,747,639,783,465,676,702
100,404,395,353,545,453,428,800,665,798,442,703,758
101,378,399,368,514,453,416,747,639,798,465,676,702
102,423,395,361,519,466,416,747,639,878,451,730,744
103,378,399,368,514,453,416,747,639,798,465,676,702
104,412,407,379,519,484,424,740,684,878,474,709,786
105,378,399,368,514,453,416,747,639,798,465,676,702
106,397,443,357,519,462,408,792,677,862,474,709,765
107,378,399,368,514,453,416,747,639,798,465,676,702
108,381,435,353,540,498,420,792,652,822,479,723,716
109,378,399,368,514,453,416,747,639,798,465,676,702
110,378,447,353,540,484,424,740,709,838,460,696,723
111,378,399,368,514,453,416,740,639,798,465,676,702
112,397,403,361,524,453,412,755,716,886,460,682,723
113,378,399,368,514,453,416,755,639,798,465,676,702
114,412,447,357,534,457,416,747,639,830,465,737,695
115,378,399,368,514,453,416,747,639,798,465,676,702
116,408,399,376,576,466,428,755,671,790,465,709,737
117,378,399,368,514,453,416,755,639,798,465,676,702
118,397,447,357,555,448,408,747,652,806,470,696,737
119,378,399,368,514,453,416,747,639,806,465,676,702
120,408,423,368,560,448,420,770,703,855,451,709,695
121,378,399,368,514,453,416,770,639,806,465,676,702
122,397,431,379,524,489,408,808,639,895,442,682,765
123,378,399,368,514,453,416,808,639,806,465,676,702
124,400,399,365,509,498,428,840,716,863,474,703,695
125,378,399,368,514,453,416,808,639,806,465,676,702
126,408,415,365,545,453,416,857,652,863,446,689,730
127,378,399,368,514,453,416,808,639,806,465,676,702
128,419,403,357,570,503,399,824,684,822,465,676,765
129,378,399,368,514,453,416,808,639,806,465,676,702
130,393,415,357,540,466,408,792,703,806,479,743,786
131,378,399,368,514,453,416,808,639,806,465,676,702
132,397,399,350,534,462,424,808,658,830,460,682,723
133,378,399,368,514,453,416,808,639,806,465,676,702
134,419,415,368,524,480,428,824,690,830,474,696,702
135,378,399,368,514,453,416,808,639,806,465,676,702
136,385,443,361,540,475,395,849,652,798,465,757,737
137,378,399,368,514,453,416,808,639,798,465,676,702
138,378,431,368,570,475,399,792,645,822,474,757,744
139,378,399,368,514,453,416,808,639,798,465,676,702
140,385,443,361,576,489,399,840,703,854,456,669,779
141,378,399,368,514,453,416,808,639,798,465,676,702
142,412,423,365,514,466,416,857,677,862,451,682,786
143,378,399,368,514,453,416,808,639,798,465,676,702
144,385,447,353,565,475,399,816,645,798,451,723,716
145,378,399,368,514,453,416,816,639,798,465,676,702
146,385,439,353,550,453,412,841,671,822,446,730,758
147,378,399,368,514,453,416,816,639,822,465,676,702
148,397,411,353,519,466,420,849,639,904,474,696,779
149,378,399,368,514,453,416,816,639,822,465,676,702
150,419,395,365,576,480,420,833,671,830,451,730,702
151,378,399,368,514,453,416,816,639,822,465,676,702
152,412,411,353,540,466,395,808,684,855,470,750,751
153,378,399,368,514,453,416,816,639,855,465,676,702
154,385,427,365,570,475,412,833,709,941,451,750,709
155,378,399,368,514,453,416,816,639,855,465,676,702
156,419,411,353,534,489,412,857,658,881,451,703,702
157,378,399,368,514,453,416,816,639,855,465,676,702
158,381,423,350,509,453,424,865,639,864,456,696,716
159,378,399,368,514,453,416,816,639,855,465,676,702
160,374,439,350,550,507,399,824,709,941,460,703,751
161,378,399,368,514,453,416,816,639,855,465,676,702
162,389,395,372,576,453,408,833,671,915,451,682,779
163,378,399,368,514,453,416,833,639,855,465,676,702
164,415,435,365,545,498,403,866,633,881,446,750,702
165,378,399,368,514,453,416,833,639,855,465,676,702
166,415,443,376,576,480,412,849,645,923,470,743,772
167,378,399,368,514,453,416,833,639,855,465,676,702
168,419,399,365,576,503,416,882,696,923,474,709,786
169,378,399,368,514,453,416,833,639,855,465,676,702
170,378,415,365,545,466,403,816,677,889,446,689,709
171,378,399,368,514,453,416,816,639,855,465,676,702
172,381,443,376,514,484,428,840,652,949,451,757,779
173,378,399,368,514,453,416,816,639,855,465,676,702
174,412,423,376,534,480,395,800,677,923,456,682,709
175,378,399,368,514,453,416,800,639,855,465,676,702
176,400,407,353,540,462,420,808,696,949,446,709,786
177,378,399,368,514,453,416,800,639,855,465,676,702
178,374,427,361,570,462,412,824,703,915,460,730,702
179,378,399,368,514,453,416,800,639,855,465,676,702
180,423,415,357,576,448,403,856,684,864,465,703,786
181,378,399,368,514,453,416,800,639,864,465,676,702
182,385,407,368,550,503,403,784,639,959,456,723,709
183,378,399,368,514,453,416,784,639,864,465,676,702
184,389,439,361,529,489,395,791,696,959,456,716,779
185,378,399,368,514,453,416,784,639,864,465,676,702
186,419,403,368,545,493,408,838,696,967,460,730,730
187,378,399,368,514,453,416,784,639,864,465,676,702
188,404,443,376,565,466,424,838,703,959,456,696,737
189,378,399,368,514,453,416,784,639,864,465,676,702
190,415,439,379,540,475,420,776,665,898,470,689,772
191,378,399,368,514,453,416,776,639,864,465,676,702
192,389,395,368,524,498,428,799,703,890,456,730,737
193,378,399,368,514,453,416,776,639,864,465,676,702
194,389,427,361,555,507,428,776,690,864,442,757,695
195,378,399,368,514,453,416,776,639,864,465,676,702
196,423,407,376,545,448,395,814,639,915,442,676,779
197,378,399,368,514,453,416,814,639,915,465,676,702
198,381,435,376,524,462,412,863,709,906,451,682,702
199,378,399,368,514,453,416,814,639,915,465,676,702
200,408,431,361,555,475,424,872,658,970,465,703,730
201,378,399,368,514,453,416,814,639,915,465,676,702
202,408,419,353,560,503,412,863,677,906,465,669,730
203,378,399,368,514,453,416,814,639,915,465,676,702
204,385,431,365,570,489,420,839,690,970,442,730,744
205,378,399,368,514,453,416,814,639,915,465,676,702
206,400,435,361,529,475,416,855,652,934,474,757,751
207,378,399,368,514,453,416,814,639,915,465,676,702
208,374,411,353,529,480,412,798,665,970,474,709,751
209,378,399,368,514,453,416,814,639,915,465,676,702
210,412,427,357,519,448,399,847,709,934,479,709,709
211,378,399,368,514,453,416,814,639,915,465,676,702
212,408,427,361,570,507,399,823,696,980,456,696,709
213,378,399,368,514,453,416,814,639,915,465,676,702
214,389,399,372,545,471,412,806,652,925,442,696,765
215,378,399,368,514,453,416,806,639,915,465,676,702
216,400,419,372,550,471,395,855,639,998,474,750,751
217,378,399,368,514,453,416,806,639,915,465,676,702
218,374,415,376,519,466,412,831,716,989,470,676,709
219,378,399,368,514,453,416,806,639,915,465,676,702
220,389,427,368,555,498,395,790,652,915,446,676,737
221,378,399,368,514,453,416,790,639,915,465,676,702
222,419,427,353,560,498,416,822,703,952,451,716,744
223,378,399,368,514,453,416,790,639,915,465,676,702
224,389,407,357,545,462,412,830,703,943,446,696,744
225,378,399,368,514,453,416,790,639,915,465,676,702
226,374,439,379,509,480,420,790,684,970,470,689,786
227,378,399,368,514,453,416,790,639,915,465,676,702
228,415,419,357,565,507,420,774,703,1016,451,716,744
229,378,399,368,514,453,416,774,639,915,465,676,702
230,419,415,361,560,466,420,782,690,934,465,716,751
231,378,399,368,514,453,416,774,639,915,465,676,702
232,381,403,353,555,503,403,805,658,1025,446,689,702
233,378,399,368,514,453,416,805,639,915,465,676,702
234,408,447,361,524,453,395,854,703,961,474,730,695
235,378,399,368,514,453,416,805,639,915,465,676,702
236,419,419,376,514,484,428,838,633,980,465,676,737
237,378,399,368,514,453,416,805,639,915,465,676,702
238,419,419,353,560,493,424,838,716,998,465,737,695
239,378,399,368,514,453,416,805,639,915,465,676,702
240,423,395,365,570,489,412,830,703,961,451,689,758
241,378,399,368,514,453,416,805,639,915,465,676,702
242,400,443,357,519,471,403,821,709,943,465,689,730
243,378,399,368,514,453,416,805,639,915,465,676,702
244,393,419,350,514,457,424,854,665,1025,451,669,765
245,378,399,368,514,453,416,805,639,915,465,676,702
246,408,439,361,545,448,395,813,633,1007,456,716,709
247,378,399,368,514,453,416,813,639,915,465,676,702
248,381,423,365,534,471,395,822,658,925,456,682,765
249,378,399,368,514,453,416,822,639,915,465,676,702
250,412,443,376,524,471,403,830,671,934,442,682,702
251,378,399,368,514,453,416,830,639,915,465,676,702
252,423,411,361,560,466,403,838,709,1016,446,716,716
253,378,399,368,514,453,416,830,639,915,465,676,702
254,423,395,379,534,503,403,863,696,943,470,669,702
255,378,399,368,514,453,416,830,639,915,465,676,702
256,419,431,353,565,493,420,813,690,998,460,709,779
257,378,399,368,514,453,416,830,639,915,465,676,702
258,412,427,368,576,466,420,821,690,998,446,743,709
259,378,399,368,514,453,416,830,639,915,465,676,702
260,419,395,353,560,480,416,855,665,998,470,723,758
261,378,399,368,514,453,416,830,639,915,465,676,702
262,397,395,372,570,484,403,855,658,915,479,696,716
263,378,399,368,514,453,416,830,639,915,465,676,702
264,415,439,379,534,453,403,855,703,943,456,743,716
265,378,399,368,514,453,416,830,639,915,465,676,702
266,389,411,368,570,493,428,846,696,952,460,669,709
267,378,399,368,514,453,416,830,639,915,465,676,702
268,404,407,376,545,498,399,871,658,906,470,757,758
269,378,399,368,514,453,416,830,639,915,465,676,702
270,385,431,372,576,457,403,863,677,989,465,730,723
271,378,399,368,514,453,416,830,639,915,465,676,702
272,412,403,361,519,453,408,871,703,989,446,709,730
273,378,399,368,514,453,416,830,639,915,465,676,702
274,385,447,353,550,493,399,888,716,1007,479,703,730
275,378,399,368,514,453,416,830,639,915,465,676,702
276,374,419,379,534,484,408,830,684,906,460,676,786
277,378,399,368,514,453,416,830,639,915,465,676,702
278,412,395,368,570,466,403,821,690,1007,479,703,765
279,378,399,368,514,453,416,830,639,915,465,676,702
280,385,431,350,555,462,403,880,633,989,442,669,716
281,378,399,368,514,453,416,830,639,915,465,676,702
282,408,395,353,509,453,420,888,716,943,474,743,758
283,378,399,368,514,453,416,830,639,915,465,676,702
284,415,427,379,550,493,416,863,709,980,456,730,744
285,378,399,368,514,453,416,830,639,915,465,676,702
286,400,403,368,560,484,416,871,703,906,446,750,702
287,378,399,368,514,453,416,830,639,915,465,676,702
288,393,427,379,565,503,416,846,671,925,465,757,751
289,378,399,368,514,453,416,830,639,915,465,676,702
290,397,447,379,570,484,416,830,671,906,456,703,779
291,378,399,368,514,453,416,830,639,915,465,676,702
292,397,419,350,550,462,428,830,645,952,442,723,744
293,378,399,368,514,453,416,830,639,915,465,676,702
294,419,395,361,570,489,428,863,690,989,446,737,737
295,378,399,368,514,453,416,830,639,915,465,676,702
296,381,415,361,534,471,403,838,690,1025,460,730,723
297,378,399,368,514,453,416,830,639,915,465,676,702
298,378,443,350,540,507,424,871,671,1016,479,689,786
299,378,399,368,514,453,416,830,639,915,465,676,702
300,397,435,372,565,457,412,813,677,998,465,730,779
301,378,399,368,514,453,416,830,639,915,465,676,702
302,393,395,365,565,480,408,813,677,998,446,676,751
303,378,399,368,514,453,416,813,639,915,465,676,702
304,404,443,376,570,498,408,862,696,925,474,737,772
305,378,399,368,514,453,416,813,639,915,465,676,702
306,393,403,368,560,475,428,854,671,1007,451,737,786
307,378,399,368,514,453,416,813,639,915,465,676,702
308,415,435,368,529,493,424,821,716,1016,456,737,751
309,378,399,368,514,453,416,813,639,915,465,676,702
310,374,427,353,514,457,428,805,671,1007,465,676,695
311,378,399,368,514,453,416,805,639,915,465,676,702
312,381,403,376,565,453,416,829,645,915,451,669,709
313,378,399,368,514,453,416,829,639,915,465,676,702
314,389,395,350,534,507,416,887,633,934,460,750,772
315,378,399,368,514,453,416,829,639,915,465,676,702
316,389,447,357,545,466,428,871,703,915,446,689,744
317,378,399,368,514,453,416,829,639,915,465,676,702
318,404,427,379,545,493,420,846,677,952,446,689,695
319,378,399,368,514,453,416,846,639,915,465,676,702
320,374,439,357,550,489,403,863,671,980,442,743,737
321,378,399,368,514,453,416,846,639,915,465,676,702
322,389,427,379,560,480,416,863,658,952,451,723,779
323,378,399,368,514,453,416,846,639,915,465,676,702
324,400,415,379,519,503,412,905,652,970,474,723,723
325,378,399,368,514,453,416,846,639,915,465,676,702
326,397,415,357,576,493,408,863,690,989,456,757,779
327,378,399,368,514,453,416,846,639,915,465,676,702
328,415,395,357,565,457,424,829,652,1007,442,737,730
329,378,399,368,514,453,416,829,639,915,465,676,702
330,423,419,353,534,484,403,862,665,1007,451,682,744
331,378,399,368,514,453,416,829,639,915,465,676,702
332,412,447,365,565,466,399,845,633,1016,474,703,737
333,378,399,368,514,453,416,829,639,915,465,676,702
334,412,419,361,529,466,428,887,709,1016,451,723,772
335,378,399,368,514,453,416,829,639,915,465,676,702
336,374,399,353,524,448,399,887,639,925,474,703,716
337,374,399,353,514,448,416,829,639,925,465,676,702
338,389,427,357,509,493,408,829,677,952,456,757,758
339,374,399,353,514,448,416,829,639,925,465,676,702
340,404,447,339,565,462,420,862,709,999,451,669,737
341,374,399,353,514,448,416,829,639,925,465,676,702
342,389,423,353,576,498,395,845,633,962,474,689,716
343,374,399,353,514,448,416,829,639,925,465,676,702
344,415,399,339,524,489,408,862,652,999,442,743,716
345,374,399,353,514,448,416,829,639,925,465,676,702
346,408,407,339,524,462,395,854,652,1026,451,709,716
347,374,399,353,514,448,416,829,639,925,465,676,702
348,400,439,357,560,466,416,862,658,1036,451,737,744
349,374,399,353,514,448,416,829,639,925,465,676,702
350,400,423,361,519,475,408,845,639,1017,479,682,772
351,374,399,353,514,448,416,829,639,925,465,676,702
352,374,399,339,514,466,420,879,709,1017,465,743,702
353,374,399,353,514,448,416,829,639,925,465,676,702
354,378,395,364,529,489,395,862,671,1017,479,730,744
355,374,399,353,514,448,416,829,639,925,465,676,702
356,393,423,343,570,480,395,854,633,952,451,723,786
357,374,399,353,514,448,416,829,639,925,465,676,702
358,378,447,364,570,502,424,887,690,1026,479,750,702
359,374,399,353,514,448,416,829,639,925,465,676,702
360,408,443,339,565,462,416,829,645,1008,465,709,765
361,374,399,353,514,448,416,829,639,925,465,676,702
362,393,415,361,534,466,416,887,658,1036,456,689,765
363,374,399,353,514,448,416,829,639,925,465,676,702
364,378,403,353,555,457,428,879,658,962,442,743,695
365,374,399,353,514,448,416,829,639,925,465,676,702
366,378,403,339,545,471,424,821,703,1026,465,716,716
367,374,399,353,514,448,416,829,639,925,465,676,702
368,385,447,343,540,480,420,862,652,999,474,682,695
369,374,399,353,514,448,416,829,639,925,465,676,702
370,385,427,361,534,448,416,854,709,915,460,696,702
371,374,399,353,514,448,416,829,639,925,465,676,702
372,385,423,346,550,448,395,887,671,952,456,703,765
373,374,399,353,514,448,416,829,639,925,465,676,702
374,370,447,346,534,448,408,845,633,952,451,737,730
