Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,739853,2796,737057,1363418,2796,1360622,1016071,2796,1013275,8364783,2796,8361987,21254036,2796,21251240,6611741,2796,6608945,15623339,2796,15620543,37199379,2796,37196583,36384172,2796,36381376,5175477,2796,5172681,41372215,2796,41369419,11362391,2796,11359595
2,609721,2931,606790,1101301,2931,1098370,775624,2931,772693,7615972,2931,7613041,20128358,2931,20125427,6084068,2931,6081137,14843726,2931,14840795,35240787,2931,35237856,34643297,2931,34640366,4722305,2931,4719373,39053741,2931,39050810,10739858,2931,10736927
3,609721,2931,606790,1101301,2931,1098370,775624,2931,772693,7615972,2931,7613041,20128358,2931,20125427,6084068,2931,6081137,14843726,2931,14840795,35240787,2931,35237856,34643297,2931,34640366,4722305,2931,4719373,39053741,2931,39050810,10739858,2931,10736927
4,529422,3016,526406,943908,3016,940891,646760,3016,643744,7372091,3016,7369074,19301342,3016,19298325,5529618,3016,5526602,14354042,3016,14351025,33653253,3016,33650236,33153759,3016,33150742,4596982,3016,4593965,37312084,3016,37309067,10088427,3016,10085411
5,529422,3016,526406,943908,3016,940891,646760,3016,643744,7372091,3016,7369074,19301342,3016,19298325,5529618,3016,5526602,14354042,3016,14351025,33653253,3016,33650236,33153759,3016,33150742,4596982,3016,4593965,37312084,3016,37309067,10088427,3016,10085411
6,421141,3146,417994,708970,3146,705823,467796,3146,464650,6999367,3146,6996221,18028057,3146,18024910,4924006,3146,4920859,13589122,3146,13585975,31675204,3146,31672057,31128372,3146,31125226,4404063,3146,4400916,35072272,3146,35069125,9353257,3146,9350110
7,421141,3146,417994,708970,3146,705823,467796,3146,464650,6999367,3146,6996221,18028057,3146,18024910,4924006,3146,4920859,13589122,3146,13585975,31675204,3146,31672057,31128372,3146,31125226,4404063,3146,4400916,35072272,3146,35069125,9353257,3146,9350110
8,331320,3295,328025,539626,3295,536331,323887,3295,320591,6209253,3295,6205957,16473595,3295,16470300,4189703,3295,4186407,12444172,3295,12440876,29069793,3295,29066498,28663289,3295,28659993,3916782,3295,3913487,31935085,3295,31931790,8483047,3295,8479751
9,331320,3295,328025,539626,3295,536331,323887,3295,320591,6209253,3295,6205957,16473595,3295,16470300,4189703,3295,4186407,12444172,3295,12440876,29069793,3295,29066498,28663289,3295,28659993,3916782,3295,3913487,31935085,3295,31931790,8483047,3295,8479751
10,173001,3524,169477,270887,3524,267362,129186,3524,125662,5276319,3524,5272795,14783084,3524,14779559,3405949,3524,3402425,11286515,3524,11282991,26205037,3524,26201513,26063158,3524,26059634,3385225,3524,3381701,28568273,3524,28564749,7518820,3524,7515296
