Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,13031920,2796,13029124,838814,2796,836018,15074058,2796,15071262,28647068,2796,28644272,13010673,2796,13007877,24008887,2796,24006091,48875851,2796,48873055,35844302,2796,35841506,9953501,2796,9950705,44274882,2796,44272086,18015773,2796,18012977
2,5163423,2945,5160478,11478180,2945,11475235,581029,2945,578084,13447398,2945,13444453,26221033,2945,26218088,11682738,2945,11679793,22067545,2945,22064600,45416606,2945,45413661,33934558,2945,33931613,8953686,2945,8950741,41315952,2945,41313007,16765602,2945,16762657
3,5163423,2945,5160478,11478180,2945,11475235,581029,2945,578084,13447398,2945,13444453,26221033,2945,26218088,11682738,2945,11679793,22067545,2945,22064600,45416606,2945,45413661,33934558,2945,33931613,8953686,2945,8950741,41315952,2945,41313007,16765602,2945,16762657
4,4590540,3111,4587429,10188589,3111,10185478,355651,3111,352540,12182046,3111,12178935,24361063,3111,24357952,10504728,3111,10501616,20669153,3111,20666042,42571083,3111,42567972,32440784,3111,32437673,8232669,3111,8229557,38980496,3111,38977385,15711963,3111,15708852
5,4590540,3111,4587429,10188589,3111,10185478,355651,3111,352540,12182046,3111,12178935,24361063,3111,24357952,10504728,3111,10501616,20669153,3111,20666042,42571083,3111,42567972,32440784,3111,32437673,8232669,3111,8229557,38980496,3111,38977385,15711963,3111,15708852
6,4265359,3216,4262143,9350275,3216,9347059,227029,3216,223813,11413479,3216,11410263,23157680,3216,23154464,9622337,3216,9619121,19818043,3216,19814827,40738695,3216,40735479,31457928,3216,31454712,7836251,3216,7833035,37558118,3216,37554902,15040271,3216,15037055
7,4265359,3216,4262143,9350275,3216,9347059,227029,3216,223813,11413479,3216,11410263,23157680,3216,23154464,9622337,3216,9619121,19818043,3216,19814827,40738695,3216,40735479,31457928,3216,31454712,7836251,3216,7833035,37558118,3216,37554902,15040271,3216,15037055
8,3692333,3376,3688957,8170820,3376,8167444,105000,3376,101624,10148965,3376,10145589,21408443,3376,21405067,8655740,3376,8652364,18271853,3376,18268477,38112304,3376,38108928,29963306,3376,29959930,7109589,3376,7106213,35193849,3376,35190473,14090105,3376,14086729
9,3692333,3376,3688957,8170820,3376,8167444,105000,3376,101624,10148965,3376,10145589,21408443,3376,21405067,8655740,3376,8652364,18271853,3376,18268477,38112304,3376,38108928,29963306,3376,29959930,7109589,3376,7106213,35193849,3376,35190473,14090105,3376,14086729
10,3433201,3486,3429715,7599791,3486,7596305,64845,3486,61359,9474919,3486,9471433,20450385,3486,20446899,8025925,3486,8022439,17427573,3486,17424087,36273539,3486,36270052,28845089,3486,28841603,6679287,3486,6675801,33534538,3486,33531052,13360782,3486,13357296
11,3433201,3486,3429715,7599791,3486,7596305,64845,3486,61359,9474919,3486,9471433,20450385,3486,20446899,8025925,3486,8022439,17427573,3486,17424087,36273539,3486,36270052,28845089,3486,28841603,6679287,3486,6675801,33534538,3486,33531052,13360782,3486,13357296
12,3224852,3562,3221289,7112135,3562,7108572,34949,3562,31386,9053646,3562,9050083,19807990,3562,19804427,7583285,3562,7579722,16904081,3562,16900518,35156491,3562,35152928,28209445,3562,28205882,6468212,3562,6464650,32673241,3562,32669678,12930937,3562,12927374
13,3224852,3562,3221289,7112135,3562,7108572,34949,3562,31386,9053646,3562,9050083,19807990,3562,19804427,7583285,3562,7579722,16904081,3562,16900518,35156491,3562,35152928,28209445,3562,28205882,6468212,3562,6464650,32673241,3562,32669678,12930937,3562,12927374
14,2916762,3737,2913024,6224093,3737,6220355,3851,3737,114,7776388,3737,7772650,18100372,3737,18096634,6384408,3737,6380670,15421881,3737,15418143,31819821,3737,31816083,26224410,3737,26220672,5596593,3737,5592855,29746249,3737,29742511,11670019,3737,11666281
15,2916762,3737,2913024,6224093,3737,6220355,3851,3737,114,7776388,3737,7772650,18100372,3737,18096634,6384408,3737,6380670,15421881,3737,15418143,31819821,3737,31816083,26224410,3737,26220672,5596593,3737,5592855,29746249,3737,29742511,11670019,3737,11666281
16,2533220,3949,2529270,5275367,3949,5271418,3949,3949,0,6441593,3949,6437644,15903215,3949,15899266,5045311,3949,5041362,13479832,3949,13475883,27663514,3949,27659565,23401019,3949,23397070,4565914,3949,4561965,25853924,3949,25849975,9924874,3949,9920924
