Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,8889537,2796,8886741,838814,2796,836018,10931675,2796,10928879,7024572,2796,7021776,368109,2796,365313,10289812,2796,10287016,26396285,2796,26393489,14150001,2796,14147205,5175477,2796,5172681,21909023,2796,21906227,7076398,2796,7073602
2,5760316,2856,5757459,8685335,2856,8682478,786049,2856,783192,10432220,2856,10429363,6821633,2856,6818776,319122,2856,316265,10013397,2856,10010540,25785309,2856,25782453,13938359,2856,13935502,4882055,2856,4879198,21257157,2856,21254301,6970608,2856,6967751
3,5760316,2856,5757459,8685335,2856,8682478,786049,2856,783192,10432220,2856,10429363,6821633,2856,6818776,319122,2856,316265,10013397,2856,10010540,25785309,2856,25782453,13938359,2856,13935502,4882055,2856,4879198,21257157,2856,21254301,6970608,2856,6967751
4,5248189,2998,5245191,7894578,2998,7891580,581165,2998,578166,9524656,2998,9521657,6050077,2998,6047079,220841,2998,217842,9278241,2998,9275243,24517877,2998,24514878,13368857,2998,13365859,4469087,2998,4466089,20067992,2998,20064993,6685928,2998,6682929
5,5248189,2998,5245191,7894578,2998,7891580,581165,2998,578166,9524656,2998,9521657,6050077,2998,6047079,220841,2998,217842,9278241,2998,9275243,24517877,2998,24514878,13368857,2998,13365859,4469087,2998,4466089,20067992,2998,20064993,6685928,2998,6682929
6,4794355,3127,4791228,7193700,3127,7190572,452706,3127,449578,8632868,3127,8629741,5407110,3127,5403982,159922,3127,156794,8560510,3127,8557382,23421477,3127,23418349,12915502,3127,12912374,4052915,3127,4049787,18990184,3127,18987056,6459315,3127,6456187
7,4794355,3127,4791228,7193700,3127,7190572,452706,3127,449578,8632868,3127,8629741,5407110,3127,5403982,159922,3127,156794,8560510,3127,8557382,23421477,3127,23418349,12915502,3127,12912374,4052915,3127,4049787,18990184,3127,18987056,6459315,3127,6456187
8,4082002,3279,4078722,6134999,3279,6131720,260290,3279,257011,7561810,3279,7558531,4455689,3279,4452409,98815,3279,95535,7544709,3279,7541430,22274510,3279,22271231,12443597,3279,12440318,3614033,3279,3610753,17859728,3279,17856448,6223438,3279,6220159
9,4082002,3279,4078722,6134999,3279,6131720,260290,3279,257011,7561810,3279,7558531,4455689,3279,4452409,98815,3279,95535,7544709,3279,7541430,22274510,3279,22271231,12443597,3279,12440318,3614033,3279,3610753,17859728,3279,17856448,6223438,3279,6220159
