Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,9429407,2796,9426611,1198727,2796,1195931,3172653,2796,3169857,26935790,2796,26932994,6977055,2796,6974259,20737674,2796,20734878,15241478,2796,15238682,22236967,2796,22234171,4438384,2796,4435588,21683782,2796,21680986,10942170,2796,10939374
2,5451089,2926,5448162,8666503,2926,8663577,991165,2926,988238,2921230,2926,2918304,24958754,2926,24955827,6193425,2926,6190498,19428124,2926,19425197,13878186,2926,13875259,20625402,2926,20622476,3955334,2926,3952407,19908401,2926,19905474,9764404,2926,9761478
3,5451089,2926,5448162,8666503,2926,8663577,991165,2926,988238,2921230,2926,2918304,24958754,2926,24955827,6193425,2926,6190498,19428124,2926,19425197,13878186,2926,13875259,20625402,2926,20622476,3955334,2926,3952407,19908401,2926,19905474,9764404,2926,9761478
4,5048540,3052,5045488,7993734,3052,7990682,795546,3052,792494,2685658,3052,2682606,23466932,3052,23463880,5617044,3052,5613992,18448128,3052,18445076,12850736,3052,12847684,19531682,3052,19528630,3545854,3052,3542802,18633573,3052,18630521,8818542,3052,8815490
5,5048540,3052,5045488,7993734,3052,7990682,795546,3052,792494,2685658,3052,2682606,23466932,3052,23463880,5617044,3052,5613992,18448128,3052,18445076,12850736,3052,12847684,19531682,3052,19528630,3545854,3052,3542802,18633573,3052,18630521,8818542,3052,8815490
6,4752318,3127,4749190,7471114,3127,7467986,632588,3127,629460,2519952,3127,2516825,22639025,3127,22635897,5231487,3127,5228359,17911007,3127,17907879,12419483,3127,12416355,19010199,3127,19007071,3437449,3127,3434321,18037600,3127,18034473,8448122,3127,8444995
7,4752318,3127,4749190,7471114,3127,7467986,632588,3127,629460,2519952,3127,2516825,22639025,3127,22635897,5231487,3127,5228359,17911007,3127,17907879,12419483,3127,12416355,19010199,3127,19007071,3437449,3127,3434321,18037600,3127,18034473,8448122,3127,8444995
8,4197146,3296,4193850,6493030,3296,6489733,390275,3296,386978,2198438,3296,2195141,20717160,3296,20713863,4576134,3296,4572837,16585791,3296,16582494,11305601,3296,11302304,17664256,3296,17660959,3030119,3296,3026823,16598938,3296,16595641,7480998,3296,7477702
9,4197146,3296,4193850,6493030,3296,6489733,390275,3296,386978,2198438,3296,2195141,20717160,3296,20713863,4576134,3296,4572837,16585791,3296,16582494,11305601,3296,11302304,17664256,3296,17660959,3030119,3296,3026823,16598938,3296,16595641,7480998,3296,7477702
10,3828452,3444,3825007,5855576,3444,5852131,244024,3444,240579,1992382,3444,1988937,19334234,3444,19330789,4037862,3444,4034418,15600102,3444,15596658,10336801,3444,10333357,16606607,3444,16603162,2649600,3444,2646156,15387661,3444,15384216,6599205,3444,6595760
11,3828452,3444,3825007,5855576,3444,5852131,244024,3444,240579,1992382,3444,1988937,19334234,3444,19330789,4037862,3444,4034418,15600102,3444,15596658,10336801,3444,10333357,16606607,3444,16603162,2649600,3444,2646156,15387661,3444,15384216,6599205,3444,6595760
12,3138784,3665,3135118,4734929,3665,4731263,54439,3665,50773,1607924,3665,1604258,17332534,3665,17328868,3378417,3665,3374751,14032083,3665,14028417,9187376,3665,9183710,15252804,3665,15249138,2246841,3665,2243175,13886653,3665,13882987,5607771,3665,5604105
13,3138784,3665,3135118,4734929,3665,4731263,54439,3665,50773,1607924,3665,1604258,17332534,3665,17328868,3378417,3665,3374751,14032083,3665,14028417,9187376,3665,9183710,15252804,3665,15249138,2246841,3665,2243175,13886653,3665,13882987,5607771,3665,5604105
14,2698698,3776,2694922,4054187,3776,4050411,17374,3776,13598,1362626,3776,1358850,16432395,3776,16428619,3043697,3776,3039921,13162912,3776,13159136,8752008,3776,8748232,14731625,3776,14727849,2158421,3776,2154645,13256182,3776,13252406,5259924,3776,5256148
15,2698698,3776,2694922,4054187,3776,4050411,17374,3776,13598,1362626,3776,1358850,16432395,3776,16428619,3043697,3776,3039921,13162912,3776,13159136,8752008,3776,8748232,14731625,3776,14727849,2158421,3776,2154645,13256182,3776,13252406,5259924,3776,5256148
16,2320351,3928,2316423,3478619,3928,3474690,3928,3928,0,1162307,3928,1158379,15282747,3928,15278818,2698966,3928,2695037,12119843,3928,12115914,8008691,3928,8004763,13864446,3928,13860517,1891276,3928,1887347,12284087,3928,12280159,4631641,3928,4627713
17,2320351,3928,2316423,3478619,3928,3474690,3928,3928,0,1162307,3928,1158379,15282747,3928,15278818,2698966,3928,2695037,12119843,3928,12115914,8008691,3928,8004763,13864446,3928,13860517,1891276,3928,1887347,12284087,3928,12280159,4631641,3928,4627713
18,2010512,4102,2006410,3013717,4102,3009615,4102,4102,0,1007307,4102,1003205,14092066,4102,14087963,2249361,4102,2245258,11068086,4102,11063984,7105873,4102,7101771,12834075,4102,12829973,1581849,4102,1577747,11092603,4102,11088501,3867562,4102,3863460
19,2014667,4095,2010572,3019953,4095,3015858,4095,4095,0,1009381,4095,1005286,14103108,4095,14099012,2253540,4095,2249444,11078914,4095,11074818,7113034,4095,7108938,12842351,4095,12838255,1583924,4095,1579828,11102415,4095,11098319,3873468,4095,3869372
20,1676229,4287,1671942,2512200,4287,2507913,4287,4287,0,840258,4287,835971,12761807,4287,12757520,1748831,4287,1744544,9902585,4287,9898298,6144970,4287,6140683,11671380,4287,11667093,1286747,4287,1282460,9780447,4287,9776160,3091007,4287,3086720
21,1676229,4287,1671942,2512200,4287,2507913,4287,4287,0,840258,4287,835971,12761807,4287,12757520,1748831,4287,1744544,9902585,4287,9898298,6144970,4287,6140683,11671380,4287,11667093,1286747,4287,1282460,9780447,4287,9776160,3091007,4287,3086720
22,1470234,4404,1465830,2203150,4404,2198745,4404,4404,0,737319,4404,732915,11794900,4404,11790496,1394959,4404,1390554,9086260,4404,9081856,5444026,4404,5439621,10792588,4404,10788184,1075434,4404,1071029,8813584,4404,8809180,2537985,4404,2533581
23,1463145,4417,1458728,2192510,4417,2188092,4417,4417,0,733781,4417,729364,11775084,4417,11770666,1388395,4417,1383977,9067135,4417,9062717,5431986,4417,5427568,10777681,4417,10773263,1072022,4417,1067604,8796822,4417,8792404,2528475,4417,2524057
