Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,13031920,2796,13029124,838814,2796,836018,15074058,2796,15071262,28647068,2796,28644272,13010673,2796,13007877,23324015,2796,23321219,43412954,2796,43410158,35844302,2796,35841506,5175477,2796,5172681,41372215,2796,41369419,11362391,2796,11359595
2,5047141,2961,5044180,11223196,2961,11220235,534056,2961,531094,13415546,2961,13412584,26280167,2961,26277206,11619680,2961,11616719,21649698,2961,21646736,40892825,2961,40889864,34356953,2961,34353991,4744731,2961,4741769,39241197,2961,39238236,10841656,2961,10838695
3,5047141,2961,5044180,11223196,2961,11220235,534056,2961,531094,13415546,2961,13412584,26280167,2961,26277206,11619680,2961,11616719,21649698,2961,21646736,40892825,2961,40889864,34356953,2961,34353991,4744731,2961,4741769,39241197,2961,39238236,10841656,2961,10838695
4,4352542,3106,4349436,9743324,3106,9740218,336878,3106,333772,11960514,3106,11957408,24430013,3106,24426907,10570510,3106,10567404,20195512,3106,20192406,38916266,3106,38913160,33250349,3106,33247243,4318363,3106,4315257,37498833,3106,37495727,10461336,3106,10458230
5,4352542,3106,4349436,9743324,3106,9740218,336878,3106,333772,11960514,3106,11957408,24430013,3106,24426907,10570510,3106,10567404,20195512,3106,20192406,38916266,3106,38913160,33250349,3106,33247243,4318363,3106,4315257,37498833,3106,37495727,10461336,3106,10458230
6,3813578,3267,3810310,8555950,3267,8552682,197226,3267,193958,10586733,3267,10583465,22316531,3267,22313263,9280324,3267,9277056,18536944,3267,18533676,36054449,3267,36051182,31161439,3267,31158171,3853411,3267,3850143,34661525,3267,34658257,9679747,3267,9676479
7,3813578,3267,3810310,8555950,3267,8552682,197226,3267,193958,10586733,3267,10583465,22316531,3267,22313263,9280324,3267,9277056,18536944,3267,18533676,36054449,3267,36051182,31161439,3267,31158171,3853411,3267,3850143,34661525,3267,34658257,9679747,3267,9676479
8,3400487,3450,3397036,7542459,3450,7539008,74194,3450,70743,9367944,3450,9364493,20554577,3450,20551126,7984655,3450,7981204,17199164,3450,17195713,33122497,3450,33119046,29155369,3450,29151918,3450443,3450,3446992,31941528,3450,31938077,8845157,3450,8841706
9,3400487,3450,3397036,7542459,3450,7539008,74194,3450,70743,9367944,3450,9364493,20554577,3450,20551126,7984655,3450,7981204,17199164,3450,17195713,33122497,3450,33119046,29155369,3450,29151918,3450443,3450,3446992,31941528,3450,31938077,8845157,3450,8841706
10,2776059,3625,2772433,6106797,3625,6103171,10225,3625,6600,7863827,3625,7860201,18684974,3625,18681349,6792187,3625,6788562,15558227,3625,15554601,30631353,3625,30627728,27636822,3625,27633196,3009780,3625,3006154,29770321,3625,29766695,8314684,3625,8311058
