Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5572154,2796,5569358,8461129,2796,8458333,1016071,2796,1013275,10328710,2796,10325914,5932067,2796,5929271,182752,2796,179956,10974684,2796,10971888,27423594,2796,27420798,14689871,2796,14687075,5517913,2796,5515117,22593895,2796,22591099,7076398,2796,7073602
2,5167374,2886,5164487,7852500,2886,7849613,820855,2886,817968,9881572,2886,9878685,5466541,2886,5463654,152470,2886,149583,10322381,2886,10319494,26576212,2886,26573325,14245692,2886,14242805,5283356,2886,5280470,21868090,2886,21865203,6899914,2886,6897027
3,5167374,2886,5164487,7852500,2886,7849613,820855,2886,817968,9881572,2886,9878685,5466541,2886,5463654,152470,2886,149583,10322381,2886,10319494,26576212,2886,26573325,14245692,2886,14242805,5283356,2886,5280470,21868090,2886,21865203,6899914,2886,6897027
4,5039606,2920,5036685,7633568,2920,7630647,749333,2920,746413,9868169,2920,9865249,5304172,2920,5301252,135203,2920,132283,10191742,2920,10188821,26580736,2920,26577816,14168506,2920,14165585,5314500,2920,5311580,21892309,2920,21889389,6887288,2920,6884367
5,5029611,2930,5026681,7616701,2930,7613771,744610,2930,741680,9810077,2930,9807147,5291858,2930,5288928,134053,2930,131123,10144902,2930,10141972,26395299,2930,26392369,14081651,2930,14078721,5270430,2930,5267500,21738741,2930,21735811,6845605,2930,6842675
6,4452242,3068,4449173,6754260,3068,6751191,524285,3068,521217,8917780,3068,8914712,4648354,3068,4645285,101124,3068,98056,9099869,3068,9096800,25062021,3068,25058953,13499671,3068,13496603,4776388,3068,4773319,20485978,3068,20482910,6604285,3068,6601217
7,4452242,3068,4449173,6754260,3068,6751191,524285,3068,521217,8917780,3068,8914712,4648354,3068,4645285,101124,3068,98056,9099869,3068,9096800,25062021,3068,25058953,13499671,3068,13496603,4776388,3068,4773319,20485978,3068,20482910,6604285,3068,6601217
8,3951456,3196,3948259,6005414,3196,6002217,327597,3196,324401,8433773,3196,8430577,4088115,3196,4084919,71526,3196,68329,8332672,3196,8329475,24203366,3196,24200169,13022468,3196,13019271,4560124,3196,4556927,19758325,3196,19755128,6410337,3196,6407141
9,3951456,3196,3948259,6005414,3196,6002217,327597,3196,324401,8433773,3196,8430577,4088115,3196,4084919,71526,3196,68329,8332672,3196,8329475,24203366,3196,24200169,13022468,3196,13019271,4560124,3196,4556927,19758325,3196,19755128,6410337,3196,6407141
