Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5438062,2796,5435266,8306437,2796,8303641,2796,2796,0,3172653,2796,3169857,6041027,2796,6038231,6431785,2796,6428989,8388344,2796,8385548,30972493,2796,30969697,16292997,2796,16290201,4780820,2796,4778024,23481656,2796,23478860,18015773,2796,18012977
2,5103337,2851,5100485,7786770,2851,7783919,2851,2851,0,2952665,2851,2949813,5636098,2851,5633246,6299202,2851,6296350,7836629,2851,7833777,30425638,2851,30422786,16133122,2851,16130270,4598221,2851,4595369,23065338,2851,23062486,17672252,2851,17669401
3,5084949,2868,5082081,7757723,2868,7754855,2868,2868,0,2939107,2868,2936239,5611880,2868,5609012,6282407,2868,6279539,7811217,2868,7808349,30383954,2868,30381085,16114897,2868,16112028,4588895,2868,4586027,23029589,2868,23026721,17642374,2868,17639505
4,4842396,2946,4839450,7372269,2946,7369322,2946,2946,0,2753112,2946,2750166,5282985,2946,5280038,5841009,2946,5838063,7460610,2946,7457663,28951728,2946,28948782,15389823,2946,15386877,4369472,2946,4366526,21861826,2946,21858879,16768509,2946,16765563
5,4824622,2962,4821659,7344274,2962,7341311,2962,2962,0,2740258,2962,2737296,5259910,2962,5256948,5824839,2962,5821876,7435824,2962,7432862,28911215,2962,28908252,15372075,2962,15369113,4360393,2962,4357431,21827171,2962,21824209,16739474,2962,16736511
6,4286490,3138,4283351,6502101,3138,6498962,3138,3138,0,2366620,3138,2363481,4582231,3138,4579092,5041162,3138,5038023,6587023,3138,6583885,26109435,3138,26106297,14094773,3138,14091634,3751650,3138,3748511,19613208,3138,19610070,14905238,3138,14902099
7,4262961,3161,4259799,6465249,3161,6462087,3161,3161,0,2350225,3161,2347063,4552513,3161,4549351,5019712,3161,5016550,6553829,3161,6550667,26055171,3161,26052009,14070660,3161,14067498,3739700,3161,3736538,19566895,3161,19563733,14866394,3161,14863232
8,3905759,3299,3902459,5909758,3299,5906458,3299,3299,0,2112838,3299,2109538,4116838,3299,4113538,4390123,3299,4386823,5949396,3299,5946096,23612809,3299,23609509,12981476,3299,12978176,3163691,3299,3160391,17674258,3299,17670958,13238349,3299,13235050
9,3885784,3320,3882463,5878610,3320,5875289,3320,3320,0,2099333,3320,2096013,4092159,3320,4088838,4372109,3320,4368788,5921103,3320,5917782,23567056,3320,23563735,12960766,3320,12957446,3153887,3320,3150566,17635226,3320,17631906,13205637,3320,13202316
10,3329694,3457,3326236,5018615,3457,5015157,3457,3457,0,1743984,3457,1740526,3432905,3457,3429447,4008530,3457,4005072,5090428,3457,5086970,22077473,3457,22074015,12321906,3457,12318448,2757264,3457,2753806,16500125,3457,16496668,12164660,3457,12161202
11,3325687,3462,3322225,5012419,3462,5008957,3462,3462,0,1741432,3462,1737970,3428164,3462,3424702,4004702,3462,4001240,5084622,3462,5081160,22067760,3462,22064297,12317438,3462,12313976,2755242,3462,2751779,16491832,3462,16488369,12157730,3462,12154267
12,2885742,3615,2882126,4339037,3615,4335421,3615,3615,0,1481376,3615,1477760,2934672,3615,2931056,3324526,3615,3320910,4415144,3615,4411528,19858076,3615,19854460,11201460,3615,11197844,2382788,3615,2379172,14698764,3615,14695148,10737973,3615,10734357
13,2885742,3615,2882126,4339037,3615,4335421,3615,3615,0,1481376,3615,1477760,2934672,3615,2931056,3324526,3615,3320910,4415144,3615,4411528,19858076,3615,19854460,11201460,3615,11197844,2382788,3615,2379172,14698764,3615,14695148,10737973,3615,10734357
