Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2796,2796,0,4510492,2796,4507696,185452,2796,182656,4145179,2796,4142383,2621957,2796,2619161,6581683,2796,6578887,687668,2796,684872,7243679,2796,7240883,2796,2796,0,345232,2796,342436,687668,2796,684872,2796,2796,0
2,2840,2840,0,4383502,2840,4380662,171493,2840,168653,4046195,2840,4043355,2530478,2840,2527638,6405180,2840,6402340,572877,2840,570037,6922929,2840,6920089,2840,2840,0,287858,2840,285018,572877,2840,570037,2840,2840,0
3,2858,2858,0,4339135,2858,4336276,167822,2858,164963,4009209,2858,4006350,2500923,2858,2498064,6342310,2858,6339452,568580,2858,565721,6860967,2858,6858108,2858,2858,0,285719,2858,282860,568580,2858,565721,2858,2858,0
4,2907,2907,0,4133936,2907,4131028,141804,2907,138896,3856142,2907,3853235,2346215,2907,2343307,6060553,2907,6057646,529052,2907,526145,6571978,2907,6569071,2907,2907,0,265980,2907,263072,529052,2907,526145,2907,2907,0
5,2923,2923,0,4087512,2923,4084588,138566,2923,135642,3816228,2923,3813304,2316502,2923,2313578,5994164,2923,5991240,526480,2923,523556,6508215,2923,6505291,2923,2923,0,264702,2923,261778,526480,2923,523556,2923,2923,0
6,2945,2945,0,3883676,2945,3880731,125141,2945,122196,3639284,2945,3636338,2187703,2945,2184758,5701845,2945,5698900,441899,2945,438954,6115884,2945,6112939,2945,2945,0,222422,2945,219477,441899,2945,438954,2945,2945,0
7,2987,2987,0,3792689,2987,3789701,118018,2987,115030,3562628,2987,3559640,2127899,2987,2124911,5572509,2987,5569521,433196,2987,430208,5987761,2987,5984774,2987,2987,0,218092,2987,215104,433196,2987,430208,2987,2987,0
8,3005,3005,0,3625732,3005,3622726,105339,3005,102333,3421064,3005,3418058,2019037,3005,2016031,5334761,3005,5331755,404255,3005,401249,5731968,3005,5728962,3005,3005,0,203630,3005,200624,404255,3005,401249,3005,3005,0
9,3040,3040,0,3582067,3040,3579026,101943,3040,98902,3384261,3040,3381220,1990360,3040,1987319,5272677,3040,5269636,394483,3040,391442,5662035,3040,5658994,3040,3040,0,198762,3040,195721,394483,3040,391442,3040,3040,0
10,3098,3098,0,3168225,3098,3165127,73746,3098,70648,3026928,3098,3023830,1726959,3098,1723860,4680141,3098,4677042,368598,3098,365499,5087093,3098,5083995,3098,3098,0,185848,3098,182749,368598,3098,365499,3098,3098,0
11,3114,3114,0,3153492,3114,3150377,72300,3114,69186,3015119,3114,3012004,1716676,3114,1713561,4659494,3114,4656380,363703,3114,360589,5062005,3114,5058891,3114,3114,0,183409,3114,180294,363703,3114,360589,3114,3114,0
12,3205,3205,0,2983034,3205,2979828,51721,3205,48515,2886004,3205,2882798,1590150,3205,1586944,4424433,3205,4421228,272197,3205,268991,4730890,3205,4727684,3205,3205,0,137701,3205,134495,272197,3205,268991,3205,3205,0
13,3212,3212,0,2983495,3212,2980283,51716,3212,48503,2886489,3212,2883276,1590360,3212,1587147,4425134,3212,4421921,269862,3212,266650,4728102,3212,4724890,3212,3212,0,136537,3212,133325,269862,3212,266650,3212,3212,0
14,3272,3272,0,2697633,3272,2694361,27875,3272,24602,2648428,3272,2645155,1399658,3272,1396386,4020211,3272,4016939,241870,3272,238598,4328903,3272,4325631,3272,3272,0,122571,3272,119299,241870,3272,238598,3272,3272,0
15,3300,3300,0,2677714,3300,2674414,26692,3300,23391,2630930,3300,2627630,1387291,3300,1383990,3991529,3300,3988229,235002,3300,231701,4292298,3300,4288998,3300,3300,0,119151,3300,115850,235002,3300,231701,3300,3300,0
16,3374,3374,0,2294007,3374,2290633,10096,3374,6722,2280562,3374,2277188,1162136,3374,1158762,3432601,3374,3429227,193155,3374,189781,3703827,3374,3700453,3374,3374,0,98264,3374,94890,193155,3374,189781,3374,3374,0
17,3413,3413,0,2253421,3413,2250007,9017,3413,5603,2242213,3413,2238799,1139625,3413,1136211,3372821,3413,3369407,185982,3413,182568,3635465,3413,3632052,3413,3413,0,94698,3413,91284,185982,3413,182568,3413,3413,0
18,3480,3480,0,2063796,3480,2060315,4511,3480,1030,2061735,3480,2058254,1035699,3480,1032218,3092923,3480,3089442,152296,3480,148815,3314086,3480,3310605,3480,3480,0,77888,3480,74407,152296,3480,148815,3480,3480,0
19,3506,3506,0,2046171,3506,2042665,4263,3506,756,2044658,3506,2041151,1026352,3506,1022845,3066747,3506,3063241,147580,3506,144073,3281345,3506,3277838,3506,3506,0,75543,3506,72036,147580,3506,144073,3506,3506,0
20,3548,3548,0,1835693,3548,1832144,3548,3548,0,1835693,3548,1832144,919621,3548,916072,2751765,3548,2748216,104427,3548,100878,2903082,3548,2899534,3548,3548,0,53988,3548,50439,104427,3548,100878,3548,3548,0
21,3576,3576,0,1794734,3576,1791157,3576,3576,0,1794734,3576,1791157,899155,3576,895578,2690312,3576,2686735,102048,3576,98472,2838020,3576,2834443,3576,3576,0,52812,3576,49236,102048,3576,98472,3576,3576,0
22,3617,3617,0,1704884,3617,1701267,3617,3617,0,1704884,3617,1701267,854250,3617,850633,2555517,3617,2551900,72297,3617,68680,2658538,3617,2654920,3617,3617,0,37957,3617,34340,72297,3617,68680,3617,3617,0
23,3645,3645,0,1673837,3645,1670191,3645,3645,0,1673837,3645,1670191,838741,3645,835095,2508933,3645,2505287,69477,3645,65831,2607680,3645,2604034,3645,3645,0,36561,3645,32915,69477,3645,65831,3645,3645,0
24,3722,3722,0,1542850,3722,1539128,3722,3722,0,1542850,3722,1539128,773286,3722,769564,2312415,3722,2308693,29510,3722,25788,2351098,3722,2347376,3722,3722,0,16616,3722,12894,29510,3722,25788,3722,3722,0
25,3739,3739,0,1519819,3739,1516080,3739,3739,0,1519819,3739,1516080,761779,3739,758040,2277859,3739,2274120,28679,3739,24940,2315270,3739,2311531,3739,3739,0,16209,3739,12470,28679,3739,24940,3739,3739,0
26,3745,3745,0,1462910,3745,1459165,3745,3745,0,1462910,3745,1459165,733327,3745,729582,2192492,3745,2188747,22419,3745,18674,2220503,3745,2216758,3745,3745,0,13082,3745,9337,22419,3745,18674,3745,3745,0
27,3784,3784,0,1432406,3784,1428622,3784,3784,0,1432406,3784,1428622,718095,3784,714311,2146718,3784,2142934,20397,3784,16612,2171637,3784,2167853,3784,3784,0,12090,3784,8306,20397,3784,16612,3784,3784,0
28,3815,3815,0,1239940,3815,1236125,3815,3815,0,1239940,3815,1236125,621878,3815,618062,1858003,3815,1854187,11008,3815,7192,1868792,3815,1864976,3815,3815,0,7411,3815,3596,11008,3815,7192,3815,3815,0
29,3867,3867,0,1184262,3867,1180395,3867,3867,0,1184262,3867,1180395,594065,3867,590197,1774460,3867,1770592,10013,3867,6146,1783679,3867,1779812,3867,3867,0,6940,3867,3073,10013,3867,6146,3867,3867,0
30,3917,3917,0,946398,3917,942481,3917,3917,0,946398,3917,942481,475157,3917,471240,1417638,3917,1413721,8107,3917,4190,1423924,3917,1420007,3917,3917,0,6012,3917,2095,8107,3917,4190,3917,3917,0
