Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,304278,2796,301482,5653328,2796,5650532,545366,2796,542570,12507166,2796,12504370,23437623,2796,23434827,6761640,2796,6758844,15623339,2796,15620543,43562550,2796,43559754,34241176,2796,34238380,9611065,2796,9608269,37161020,2796,37158224,13729780,2796,13726984
2,263007,2947,260060,4888140,2947,4885193,363214,2947,360267,11397684,2947,11394737,21708227,2947,21705280,6013914,2947,6010966,14662825,2947,14659877,40650365,2947,40647417,32206792,2947,32203844,8736370,2947,8733422,34817896,2947,34814948,12699349,2947,12696401
3,263007,2947,260060,4888140,2947,4885193,363214,2947,360267,11397684,2947,11394737,21708227,2947,21705280,6013914,2947,6010966,14662825,2947,14659877,40650365,2947,40647417,32206792,2947,32203844,8736370,2947,8733422,34817896,2947,34814948,12699349,2947,12696401
4,215788,3041,212747,4312417,3041,4309375,279724,3041,276682,10608884,3041,10605842,20700485,3041,20697443,5419289,3041,5416247,14172769,3041,14169727,38882552,3041,38879511,31166004,3041,31162963,8261082,3041,8258041,33578747,3041,33575706,12140470,3041,12137428
5,215788,3041,212747,4312417,3041,4309375,279724,3041,276682,10608884,3041,10605842,20700485,3041,20697443,5419289,3041,5416247,14172769,3041,14169727,38882552,3041,38879511,31166004,3041,31162963,8261082,3041,8258041,33578747,3041,33575706,12140470,3041,12137428
6,162867,3228,159638,3689929,3228,3686700,162546,3228,159317,9363558,3228,9360329,18697255,3228,18694026,4819808,3228,4816579,12909476,3228,12906247,35488862,3228,35485633,28668631,3228,28665402,7187756,3228,7184527,30609050,3228,30605821,10901219,3228,10897990
7,162867,3228,159638,3689929,3228,3686700,162546,3228,159317,9363558,3228,9360329,18697255,3228,18694026,4819808,3228,4816579,12909476,3228,12906247,35488862,3228,35485633,28668631,3228,28665402,7187756,3228,7184527,30609050,3228,30605821,10901219,3228,10897990
8,130544,3367,127177,3287484,3367,3284116,118517,3367,115149,8513702,3367,8510334,17156606,3367,17153239,4379751,3367,4376383,11910704,3367,11907336,32578573,3367,32575206,26511550,3367,26508182,6398848,3367,6395480,28166996,3367,28163629,9801234,3367,9797867
9,130544,3367,127177,3287484,3367,3284116,118517,3367,115149,8513702,3367,8510334,17156606,3367,17153239,4379751,3367,4376383,11910704,3367,11907336,32578573,3367,32575206,26511550,3367,26508182,6398848,3367,6395480,28166996,3367,28163629,9801234,3367,9797867
