Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5136579,2796,5133783,8243342,2796,8240546,362709,2796,359913,10328710,2796,10325914,25047798,2796,25045002,182752,2796,179956,24008887,2796,24006091,38376283,2796,38373487,34241176,2796,34238380,9953501,2796,9950705,37845893,2796,37843097,13729780,2796,13726984
2,4906491,2910,4903581,7811125,2910,7808215,304806,2910,301895,9463431,2910,9460521,23601104,2910,23598194,153858,2910,150947,22483996,2910,22481086,35923357,2910,35920447,32390382,2910,32387472,8951924,2910,8949014,35349372,2910,35346462,12792912,2910,12790002
3,4906491,2910,4903581,7811125,2910,7808215,304806,2910,301895,9463431,2910,9460521,23601104,2910,23598194,153858,2910,150947,22483996,2910,22481086,35923357,2910,35920447,32390382,2910,32387472,8951924,2910,8949014,35349372,2910,35346462,12792912,2910,12790002
4,4569145,3021,4566123,7180926,3021,7177904,222168,3021,219146,8899500,3021,8896478,22307753,3021,22304731,112594,3021,109573,21176648,3021,21173626,34068102,3021,34065080,30842566,3021,30839544,8300908,3021,8297887,33562160,3021,33559138,12001871,3021,11998849
5,4569145,3021,4566123,7180926,3021,7177904,222168,3021,219146,8899500,3021,8896478,22307753,3021,22304731,112594,3021,109573,21176648,3021,21173626,34068102,3021,34065080,30842566,3021,30839544,8300908,3021,8297887,33562160,3021,33559138,12001871,3021,11998849
6,4285295,3108,4282186,6719305,3108,6716196,198386,3108,195277,8195639,3108,8192530,21212091,3108,21208983,100747,3108,97638,19951467,3108,19948358,32364238,3108,32361129,29588816,3108,29585708,7591568,3108,7588459,31812439,3108,31809330,11349807,3108,11346698
7,4285295,3108,4282186,6719305,3108,6716196,198386,3108,195277,8195639,3108,8192530,21212091,3108,21208983,100747,3108,97638,19951467,3108,19948358,32364238,3108,32361129,29588816,3108,29585708,7591568,3108,7588459,31812439,3108,31809330,11349807,3108,11346698
8,4001303,3239,3998063,6184804,3239,6181564,126218,3239,122979,7500570,3239,7497330,19710204,3239,19706964,64729,3239,61489,18464930,3239,18461690,30230559,3239,30227319,27777054,3239,27773814,6788901,3239,6785661,29636552,3239,29633312,10504235,3239,10500995
9,4001303,3239,3998063,6184804,3239,6181564,126218,3239,122979,7500570,3239,7497330,19710204,3239,19706964,64729,3239,61489,18464930,3239,18461690,30230559,3239,30227319,27777054,3239,27773814,6788901,3239,6785661,29636552,3239,29633312,10504235,3239,10500995
10,3551847,3398,3548449,5426753,3398,5423355,70519,3398,67121,6885939,3398,6882541,18314021,3398,18310623,36958,3398,33560,16999347,3398,16995948,27991441,3398,27988043,25994573,3398,25991175,6126129,3398,6122731,27592800,3398,27589402,9546548,3398,9543150
11,3551847,3398,3548449,5426753,3398,5423355,70519,3398,67121,6885939,3398,6882541,18314021,3398,18310623,36958,3398,33560,16999347,3398,16995948,27991441,3398,27988043,25994573,3398,25991175,6126129,3398,6122731,27592800,3398,27589402,9546548,3398,9543150
12,3173190,3517,3169673,4810947,3517,4807430,38797,3517,35280,6074931,3517,6071414,17021170,3517,17017653,21157,3517,17640,15568610,3517,15565092,26355895,3517,26352378,24681339,3517,24677822,5426768,3517,5423251,25806805,3517,25803288,8977974,3517,8974457
13,3173190,3517,3169673,4810947,3517,4807430,38797,3517,35280,6074931,3517,6071414,17021170,3517,17017653,21157,3517,17640,15568610,3517,15565092,26355895,3517,26352378,24681339,3517,24677822,5426768,3517,5423251,25806805,3517,25803288,8977974,3517,8974457
14,3084400,3623,3080776,4643242,3623,4639618,15925,3623,12302,5751591,3623,5747968,16196966,3623,16193343,9774,3623,6151,14839533,3623,14835909,24753847,3623,24750223,23324991,3623,23321368,5004407,3623,5000784,24304260,3623,24300637,8339514,3623,8335891
15,3084400,3623,3080776,4643242,3623,4639618,15925,3623,12302,5751591,3623,5747968,16196966,3623,16193343,9774,3623,6151,14839533,3623,14835909,24753847,3623,24750223,23324991,3623,23321368,5004407,3623,5000784,24304260,3623,24300637,8339514,3623,8335891
16,2877391,3767,2873624,4318729,3767,4314961,6784,3767,3017,5133989,3767,5130222,15141028,3767,15137260,5276,3767,1508,13750737,3767,13746970,22612288,3767,22608520,21727282,3767,21723515,4306209,3767,4302441,22273116,3767,22269348,7469466,3767,7465698
17,2877391,3767,2873624,4318729,3767,4314961,6784,3767,3017,5133989,3767,5130222,15141028,3767,15137260,5276,3767,1508,13750737,3767,13746970,22612288,3767,22608520,21727282,3767,21723515,4306209,3767,4302441,22273116,3767,22269348,7469466,3767,7465698
