Step,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
0,233,233,233,233,233,233,233,233,233,233,233,233
1,233,233,233,233,233,233,233,233,233,233,233,233
2,219,212,219,239,233,230,242,244,214,237,228,216
3,219,212,219,239,233,230,242,244,214,237,228,216
4,210,205,205,244,219,223,239,259,203,235,230,210
5,210,205,205,239,219,223,242,244,203,237,228,210
6,210,191,205,239,219,212,252,244,185,254,239,197
7,210,191,205,239,219,212,252,244,185,254,239,197
8,203,179,205,235,214,212,259,251,185,267,232,195
9,203,179,205,235,214,212,259,251,185,267,232,195
10,189,176,199,232,201,212,290,264,172,267,227,197
11,189,176,199,232,201,212,290,264,172,267,227,197
12,180,169,183,232,189,199,325,269,155,264,230,187
13,180,169,183,232,189,199,325,269,155,264,230,187
14,171,165,176,230,187,193,332,283,152,261,225,176
15,171,165,176,230,187,193,332,283,152,261,225,176
16,171,154,171,235,189,187,362,283,142,264,234,178
17,171,165,176,235,187,193,362,283,152,264,234,176
18,164,150,158,242,174,174,369,289,150,274,229,164
19,164,150,158,242,174,174,369,289,150,274,229,164
20,161,152,158,239,172,162,413,309,138,294,234,159
21,164,150,158,239,174,174,413,309,150,294,234,164
22,149,135,147,232,176,162,421,330,141,314,234,150
23,149,135,147,232,176,162,421,330,141,314,234,150
24,140,128,147,239,158,158,426,330,128,311,232,137
25,140,128,147,232,158,158,421,330,128,314,234,137
26,129,128,149,230,158,157,438,340,129,321,234,133
27,140,128,147,230,158,158,438,340,128,321,234,137
28,141,128,138,230,158,143,478,354,128,343,243,129
29,140,128,147,230,158,158,478,354,128,343,243,137
30,136,128,140,234,158,151,497,361,128,343,236,133
31,136,128,140,234,158,151,497,361,128,343,236,133
32,128,128,128,230,149,146,532,372,128,364,238,129
33,136,128,140,230,158,151,532,372,128,364,238,133
34,133,128,128,230,155,152,542,372,128,385,231,128
35,136,128,140,230,158,151,542,372,128,385,231,133
36,129,128,138,241,144,140,559,376,128,412,231,130
37,136,128,140,241,158,151,559,376,128,412,231,133
38,130,128,128,248,146,138,581,387,128,433,238,128
39,136,128,140,248,158,151,581,387,128,433,238,133
40,130,129,128,246,147,152,633,399,129,459,248,129
41,136,128,140,246,158,151,633,399,128,459,248,133
42,132,128,141,256,142,143,690,403,128,450,245,128
43,136,128,140,256,158,151,690,403,128,450,245,133
44,128,128,130,261,147,149,711,431,128,463,255,128
45,136,128,140,261,158,151,711,431,128,463,255,133
46,136,129,128,253,142,138,704,426,128,496,263,128
47,136,129,128,253,142,138,704,426,128,496,263,128
48,128,128,128,245,142,138,704,422,128,491,273,128
49,128,128,128,253,142,138,704,426,128,496,263,128
50,128,128,128,245,132,140,704,439,128,506,258,128
51,128,128,128,245,142,138,704,439,128,506,258,128
52,128,128,128,241,132,140,697,466,128,516,255,128
53,128,128,128,241,142,138,697,466,128,516,255,128
54,128,129,128,241,135,131,781,498,128,531,260,128
55,128,128,128,241,142,138,781,498,128,531,260,128
56,128,128,128,233,144,131,796,518,128,521,273,128
57,128,128,128,233,142,138,796,518,128,521,273,128
58,128,128,128,231,137,131,852,523,128,521,273,129
59,128,128,128,231,142,138,852,523,128,521,273,128
60,128,128,128,240,139,128,860,539,128,557,268,128
61,128,128,128,240,142,138,860,539,128,557,268,128
62,128,128,128,235,128,136,843,566,128,546,268,128
63,128,128,128,240,128,136,860,539,128,557,268,128
64,128,128,128,243,128,128,886,561,128,557,270,128
65,128,128,128,243,128,136,886,561,128,557,270,128
66,128,128,128,247,128,128,931,549,128,580,276,128
67,128,128,128,247,128,136,931,549,128,580,276,128
68,128,129,128,252,128,128,912,566,128,591,278,128
69,128,128,128,247,128,136,931,549,128,580,276,128
70,129,129,128,250,129,133,921,533,128,591,278,128
71,129,129,128,247,129,133,931,549,128,580,276,128
72,128,128,128,252,128,128,931,555,128,585,273,128
73,129,129,128,252,129,133,931,555,128,585,273,128
74,128,128,128,250,128,128,940,561,128,591,267,128
75,129,129,128,250,129,133,940,561,128,591,267,128
76,128,128,128,250,128,129,912,549,128,585,262,128
77,128,128,128,250,128,129,940,561,128,591,267,128
78,128,128,128,242,128,128,987,572,128,597,267,128
79,128,128,128,242,128,129,987,572,128,597,267,128
80,128,128,128,240,128,128,977,583,128,585,257,128
81,128,128,128,240,128,128,977,583,128,585,257,128
82,128,129,128,238,128,128,987,566,129,579,259,128
83,128,129,128,238,128,128,987,566,129,579,259,128
84,128,128,128,230,129,128,977,583,128,556,249,128
85,128,128,128,238,129,128,987,566,128,579,259,128
86,128,128,128,238,128,128,977,543,128,574,244,128
87,128,128,128,238,128,128,987,566,128,579,259,128
88,128,128,128,228,128,128,987,554,128,562,259,128
89,128,128,128,238,128,128,987,554,128,562,259,128
90,128,128,128,235,128,128,987,565,129,568,252,128
91,128,128,128,238,128,128,987,554,128,562,259,128
92,128,128,128,240,128,128,1036,565,128,573,267,128
93,128,128,128,238,128,128,987,554,128,562,259,128
94,129,128,128,228,128,128,987,543,128,556,254,128
95,129,128,128,238,128,128,987,554,128,562,259,128
96,128,128,128,233,128,128,1007,549,128,556,252,128
97,128,128,128,233,128,128,1007,549,128,556,252,128
98,128,128,128,240,128,129,1027,543,128,540,249,128
99,128,128,128,233,128,128,1007,549,128,556,252,128
100,128,128,128,216,128,129,1017,554,128,562,252,128
101,128,128,128,233,128,128,1007,549,128,556,252,128
102,128,128,128,216,128,128,1007,565,128,540,257,128
103,128,128,128,216,128,128,1007,565,128,540,257,128
104,128,128,128,216,128,128,986,565,128,545,239,128
105,128,128,128,216,128,128,1007,565,128,540,257,128
106,128,128,128,210,128,128,1007,571,128,518,264,128
107,128,128,128,210,128,128,1007,571,128,518,264,128
108,128,128,128,212,128,128,1037,577,128,523,254,128
109,128,128,128,210,128,128,1007,571,128,518,264,128
110,128,128,128,208,128,128,1017,577,128,508,256,128
111,128,128,128,208,128,128,1017,577,128,508,256,128
112,128,129,128,204,128,128,1006,582,128,487,244,128
113,128,129,128,208,128,128,1017,577,128,508,256,128
114,128,128,128,202,129,128,1027,594,128,503,238,128
115,128,128,128,202,129,128,1027,594,128,503,238,128
116,128,128,128,202,129,128,1047,570,128,482,224,128
117,128,128,128,202,129,128,1047,570,128,482,224,128
118,128,128,128,192,128,129,1058,553,128,482,208,128
119,128,128,128,192,128,129,1058,553,128,482,208,128
120,128,128,128,188,128,128,1037,536,128,478,215,128
121,128,128,128,192,128,128,1058,553,128,482,208,128
122,128,128,128,197,128,128,1079,570,128,482,215,128
123,128,128,128,192,128,128,1058,553,128,482,208,128
124,128,128,128,193,129,128,1068,536,128,492,208,128
125,128,128,128,192,128,128,1058,553,128,482,208,128
126,128,128,128,182,128,128,1058,525,128,487,204,129
127,128,128,128,192,128,128,1058,553,128,482,208,129
128,128,128,129,193,128,128,1047,531,128,482,196,128
129,128,128,129,192,128,128,1058,553,128,482,208,128
130,128,129,128,188,128,128,1047,570,128,458,210,128
131,128,129,128,192,128,128,1058,553,128,482,208,128
132,128,128,128,180,128,128,1079,542,128,458,212,128
133,128,128,128,180,128,128,1079,542,128,458,212,128
134,129,128,128,178,129,129,1079,520,128,445,219,128
135,129,128,128,180,129,129,1079,542,128,458,212,128
136,128,128,128,180,130,128,1057,547,128,463,208,128
137,128,128,128,180,130,128,1079,542,128,458,212,128
138,128,128,128,178,128,128,1101,547,129,472,210,128
139,128,128,128,180,130,128,1079,542,128,458,212,128
140,128,129,128,178,128,128,1090,515,128,454,202,128
141,128,129,128,178,128,128,1090,515,128,454,202,128
142,128,128,128,166,129,128,1112,515,128,467,200,128
143,128,129,128,178,128,128,1090,515,128,454,202,128
144,128,128,128,175,128,128,1101,505,128,467,200,128
145,128,129,128,178,128,128,1090,515,128,454,202,128
146,128,128,128,175,128,128,1079,515,129,454,192,128
147,128,128,128,178,128,128,1090,515,129,454,202,128
148,128,128,128,175,128,128,1101,499,128,445,208,128
149,128,128,128,175,128,128,1101,499,128,445,208,128
150,128,128,128,178,128,128,1090,499,128,449,195,128
151,128,128,128,175,128,128,1101,499,128,445,208,128
152,128,128,128,176,128,128,1079,514,128,431,193,129
153,128,128,128,175,128,128,1101,499,128,445,208,129
154,129,128,128,173,128,128,1101,509,129,427,193,129
155,129,128,128,175,128,128,1101,499,129,445,208,129
156,129,128,128,162,128,128,1101,504,128,458,212,128
157,129,128,128,175,128,128,1101,499,129,445,208,129
158,130,128,128,175,128,128,1112,474,128,427,214,130
159,130,128,128,175,128,128,1112,474,128,427,214,130
160,128,128,128,180,129,128,1145,474,129,431,208,128
161,130,128,128,175,128,128,1112,474,128,427,214,130
162,128,128,128,176,128,128,1145,470,128,435,214,128
163,130,128,128,175,128,128,1112,474,128,427,214,130
164,129,128,128,175,128,128,1089,479,128,418,212,128
165,129,128,128,175,128,128,1112,474,128,427,214,128
166,128,128,129,175,128,128,1123,470,128,431,214,128
167,129,128,128,175,128,128,1112,474,128,427,214,128
168,128,128,128,169,128,128,1089,479,128,435,214,128
169,128,128,128,175,128,128,1112,474,128,427,214,128
170,129,128,129,166,128,128,1167,474,128,418,203,128
171,128,128,128,175,128,128,1112,474,128,427,214,128
172,128,128,128,180,128,128,1078,479,128,431,203,128
173,128,128,128,175,128,128,1112,474,128,427,214,128
174,129,128,128,171,128,129,1134,474,128,435,216,128
175,128,128,128,175,128,128,1112,474,128,427,214,128
176,128,128,128,175,128,128,1134,470,128,435,214,128
177,128,128,128,175,128,128,1112,474,128,427,214,128
178,128,128,128,176,128,128,1112,484,128,435,208,128
179,128,128,128,175,128,128,1112,474,128,427,214,128
180,128,128,128,169,128,129,1134,474,129,427,218,128
181,128,128,128,175,128,128,1112,474,128,427,214,128
182,128,128,128,166,128,128,1123,479,128,435,218,128
183,128,128,128,175,128,128,1112,474,128,427,214,128
184,128,128,128,173,128,128,1112,484,128,431,218,128
185,128,128,128,175,128,128,1112,474,128,427,214,128
186,128,128,129,180,128,128,1078,479,128,431,203,128
187,128,128,129,175,128,128,1112,474,128,427,214,128
188,128,128,128,168,128,128,1167,474,128,431,210,128
189,128,128,129,175,128,128,1112,474,128,427,214,128
190,129,128,128,178,128,128,1145,470,128,435,206,128
191,128,128,129,175,128,128,1112,474,128,427,214,128
192,128,128,129,168,128,128,1089,484,129,418,203,128
193,128,128,129,175,128,128,1112,474,129,427,214,128
194,128,129,128,173,128,129,1134,470,128,435,210,129
195,128,128,129,175,128,128,1112,474,129,427,214,128
196,128,128,128,173,128,128,1078,474,128,435,203,128
197,128,128,128,175,128,128,1112,474,128,427,214,128
198,128,128,128,166,128,128,1145,479,128,418,218,128
199,128,128,128,175,128,128,1112,474,128,427,214,128
200,128,128,128,171,128,128,1123,479,128,435,203,128
201,128,128,128,175,128,128,1112,474,128,427,214,128
202,128,128,128,180,129,128,1145,479,128,435,203,128
203,128,128,128,175,128,128,1112,474,128,427,214,128
204,128,128,128,180,128,128,1145,474,128,427,210,128
205,128,128,128,175,128,128,1112,474,128,427,214,128
206,128,128,129,168,128,128,1156,479,128,427,208,128
207,128,128,128,175,128,128,1112,474,128,427,214,128
208,128,128,128,176,128,128,1145,470,128,435,218,128
209,128,128,128,175,128,128,1112,474,128,427,214,128
210,128,128,129,176,128,128,1078,470,128,423,210,128
211,128,128,129,175,128,128,1112,474,128,427,214,128
212,128,129,128,173,128,128,1145,484,128,423,206,128
213,128,128,129,175,128,128,1112,474,128,427,214,128
214,128,128,128,168,128,128,1101,484,128,431,208,128
215,128,128,128,175,128,128,1112,474,128,427,214,128
216,128,129,128,175,129,128,1134,484,128,431,208,128
217,128,128,128,175,128,128,1112,474,128,427,214,128
218,128,128,128,180,128,128,1167,470,128,431,206,128
219,128,128,128,175,128,128,1112,474,128,427,214,128
220,128,128,128,175,128,128,1123,470,128,423,210,128
221,128,128,128,175,128,128,1123,470,128,423,210,128
222,128,128,128,166,128,128,1100,484,128,427,210,128
223,128,128,128,175,128,128,1123,470,128,423,210,128
224,128,128,129,173,128,128,1145,484,128,406,206,128
225,128,128,128,175,128,128,1123,470,128,423,210,128
226,128,128,128,171,128,128,1145,465,128,435,206,128
227,128,128,128,175,128,128,1123,470,128,423,210,128
228,128,128,128,171,128,128,1123,474,128,431,201,128
229,128,128,128,175,128,128,1123,470,128,423,210,128
230,128,128,128,176,129,128,1134,470,128,414,197,128
231,128,128,128,176,129,128,1134,470,128,414,197,128
232,128,128,128,171,128,128,1157,451,128,398,193,128
233,128,128,128,171,128,128,1157,451,128,398,193,128
234,128,128,128,162,128,129,1134,451,128,394,184,128
235,128,128,128,171,128,129,1157,451,128,398,193,128
236,128,128,128,168,129,128,1168,455,128,382,193,128
237,128,128,128,168,129,128,1168,455,128,382,193,128
238,128,128,128,163,129,128,1157,469,128,363,187,128
239,128,128,128,163,129,128,1157,469,128,363,187,128
240,128,128,128,164,128,129,1145,455,128,355,178,128
241,128,128,128,163,128,129,1157,469,128,363,187,128
242,128,128,128,158,128,128,1134,460,128,348,187,128
243,128,128,128,163,128,128,1157,469,128,363,187,128
244,129,128,128,164,128,128,1157,450,128,363,186,128
245,129,128,128,163,128,128,1157,469,128,363,187,128
246,128,128,128,156,128,128,1134,446,128,359,176,128
247,128,128,128,163,128,128,1157,469,128,363,187,128
248,128,128,128,153,128,128,1134,474,128,363,193,128
249,128,128,128,163,128,128,1157,469,128,363,187,128
250,128,128,128,159,128,128,1134,460,128,344,187,128
251,128,128,128,163,128,128,1157,469,128,363,187,128
252,128,128,128,156,128,128,1168,464,128,373,178,128
253,128,128,128,163,128,128,1157,469,128,363,187,128
254,128,128,128,167,128,128,1134,460,128,344,182,129
255,128,128,128,163,128,128,1157,469,128,363,187,129
256,128,128,128,163,128,129,1180,478,128,370,184,128
257,128,128,128,163,128,128,1157,469,128,363,187,129
258,128,128,128,166,128,128,1180,450,128,344,184,128
259,128,128,128,166,128,128,1180,450,128,344,184,128
260,128,128,128,158,128,129,1180,455,129,355,184,128
261,128,128,128,166,128,128,1180,450,128,344,184,128
262,128,128,128,166,128,128,1203,446,128,348,189,128
263,128,128,128,166,128,128,1180,450,128,344,184,128
264,128,128,128,158,128,128,1168,455,128,344,178,128
265,128,128,128,166,128,128,1180,450,128,344,184,128
266,128,128,128,156,128,128,1156,432,128,351,171,128
267,128,128,128,166,128,128,1180,450,128,344,184,128
268,128,128,128,158,128,128,1156,446,128,351,180,128
269,128,128,128,166,128,128,1180,450,128,344,184,128
270,128,128,128,154,128,128,1156,464,128,351,182,128
271,128,128,128,166,128,128,1180,450,128,344,184,128
272,128,128,128,158,128,128,1180,432,128,337,176,128
273,128,128,128,166,128,128,1180,450,128,344,184,128
274,128,128,128,164,128,128,1156,441,128,337,182,128
275,128,128,128,166,128,128,1180,450,128,344,184,128
276,128,129,128,156,128,128,1192,432,128,331,187,128
277,128,129,128,156,128,128,1192,432,128,331,187,128
278,129,128,129,157,128,128,1192,445,128,327,174,128
279,129,128,129,157,128,128,1192,445,128,327,174,128
280,128,128,130,162,128,128,1204,441,128,334,162,128
281,129,128,129,157,128,128,1192,445,128,327,174,128
282,128,128,128,146,129,128,1215,459,128,324,173,128
283,129,128,129,157,128,128,1192,445,128,327,174,128
284,128,128,128,150,129,128,1192,423,128,324,176,128
285,128,128,128,157,129,128,1192,445,128,327,174,128
286,128,128,128,148,130,128,1180,450,128,337,173,129
287,128,128,128,157,130,128,1192,445,128,327,174,129
288,128,128,128,162,128,128,1192,436,128,314,176,128
289,128,128,128,157,128,128,1192,445,128,327,174,128
290,128,128,128,153,129,128,1192,441,128,311,174,128
291,128,128,128,157,129,128,1192,445,128,327,174,128
292,128,128,128,162,128,128,1204,441,128,324,162,128
293,128,128,128,162,128,128,1204,441,128,324,162,128
294,128,128,128,165,129,128,1216,432,128,317,162,128
295,128,128,128,162,128,128,1204,441,128,324,162,128
296,128,128,128,161,128,128,1191,436,128,311,151,128
297,128,128,128,162,128,128,1204,441,128,324,162,128
298,128,128,128,152,128,128,1179,432,128,321,160,128
299,128,128,128,162,128,128,1204,441,128,324,162,128
300,128,128,128,157,128,128,1204,445,128,314,157,128
301,128,128,128,157,128,128,1204,445,128,314,157,128
302,128,128,128,156,128,128,1204,459,128,299,148,128
303,128,128,128,156,128,128,1204,459,128,299,148,128
304,128,128,128,156,128,128,1179,463,129,293,152,128
305,128,128,128,156,128,128,1204,459,129,299,148,128
306,128,128,128,160,128,128,1179,459,128,296,146,128
307,128,128,128,156,128,128,1204,459,128,299,148,128
308,128,128,128,151,129,128,1216,459,128,296,143,128
309,128,128,128,156,128,128,1204,459,128,299,148,128
310,128,128,128,153,128,128,1252,463,128,296,145,128
311,128,128,128,156,128,128,1204,459,128,299,148,128
312,129,128,128,148,128,128,1167,449,128,304,143,128
313,129,128,128,156,128,128,1204,459,128,299,148,128
314,128,128,128,156,128,128,1216,454,128,304,149,128
315,129,128,128,156,128,128,1204,459,128,299,148,128
316,129,128,128,160,128,128,1252,454,129,301,142,128
317,129,128,128,156,128,128,1204,459,128,299,148,128
318,130,128,128,154,128,128,1216,449,128,304,145,128
319,129,128,128,156,128,128,1204,459,128,299,148,128
320,130,128,128,149,129,128,1216,463,128,301,142,128
321,129,128,128,156,128,128,1204,459,128,299,148,128
322,129,128,128,157,128,129,1216,449,128,293,140,128
323,129,128,128,157,128,129,1216,449,128,293,140,128
324,128,129,128,160,128,128,1216,449,128,287,132,128
325,128,129,128,160,128,128,1216,449,128,287,132,128
326,128,128,128,165,128,128,1264,458,128,292,128,128
327,128,129,128,160,128,128,1216,449,128,287,132,128
328,129,128,128,159,128,128,1203,454,128,292,134,128
329,129,128,128,160,128,128,1216,449,128,287,132,128
330,128,128,129,165,128,128,1228,458,128,287,133,128
331,129,128,128,160,128,128,1216,449,128,287,132,128
332,129,128,128,164,128,128,1179,454,128,290,131,128
333,129,128,128,160,128,128,1216,449,128,287,132,128
334,128,128,128,157,128,128,1240,445,129,281,136,129
335,129,128,128,160,128,128,1216,449,128,287,132,128
336,128,128,128,154,128,128,1216,445,128,281,128,128
337,128,128,128,160,128,128,1216,449,128,287,132,128
338,128,128,128,156,128,128,1252,445,128,281,134,128
339,128,128,128,160,128,128,1216,449,128,287,132,128
340,128,128,128,160,128,128,1252,445,128,281,128,128
341,128,128,128,160,128,128,1216,449,128,287,132,128
342,128,128,128,162,128,128,1179,454,128,281,131,129
343,128,128,128,160,128,128,1216,449,128,287,132,129
344,128,128,128,156,128,128,1252,458,128,292,136,128
345,128,128,128,160,128,128,1216,449,128,287,132,129
346,128,128,128,157,128,128,1216,449,128,281,134,128
347,128,128,128,160,128,128,1216,449,128,287,132,128
348,128,128,128,157,128,128,1203,449,128,281,133,128
349,128,128,128,160,128,128,1216,449,128,287,132,128
350,128,128,128,152,128,128,1264,458,128,287,132,128
351,128,128,128,160,128,128,1216,449,128,287,132,128
352,128,128,128,160,128,128,1264,458,128,292,132,128
353,128,128,128,160,128,128,1216,449,128,287,132,128
354,128,128,128,156,128,128,1252,449,128,292,131,128
355,128,128,128,160,128,128,1216,449,128,287,132,128
356,128,128,128,156,128,128,1228,454,128,287,128,128
357,128,128,128,156,128,128,1216,449,128,287,128,128
358,128,128,128,156,128,128,1252,449,128,281,128,128
359,128,128,128,156,128,128,1216,449,128,281,128,128
360,128,128,128,149,128,128,1276,445,128,287,128,128
361,128,128,128,149,128,128,1276,445,128,287,128,128
362,129,128,128,142,128,128,1251,449,128,272,131,128
363,129,128,128,142,128,128,1251,449,128,272,131,128
364,128,128,128,139,128,128,1238,458,128,269,130,128
