Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,9429407,2796,9426611,1198727,2796,1195931,10931675,2796,10928879,26935790,2796,26932994,6977055,2796,6974259,24008887,2796,24006091,21441468,2796,21438672,22236967,2796,22234171,9953501,2796,9950705,30127676,2796,30124880,10942170,2796,10939374
2,5102369,2959,5099410,8051219,2959,8048260,789132,2959,786173,10021023,2959,10018064,24796731,2959,24793772,6305519,2959,6302560,22369006,2959,22366047,20025738,2959,20022779,21019565,2959,21016606,9244153,2959,9241194,28333209,2959,28330250,10099193,2959,10096234
3,5102369,2959,5099410,8051219,2959,8048260,789132,2959,786173,10021023,2959,10018064,24796731,2959,24793772,6305519,2959,6302560,22369006,2959,22366047,20025738,2959,20022779,21019565,2959,21016606,9244153,2959,9241194,28333209,2959,28330250,10099193,2959,10096234
4,4554866,3129,4551737,7051069,3129,7047940,533703,3129,530573,8853521,3129,8850392,22615650,3129,22612520,5608158,3129,5605029,20401520,3129,20398391,17919387,3129,17916258,19381649,3129,19378519,8114049,3129,8110919,25634217,3129,25631088,9021728,3129,9018599
5,4554866,3129,4551737,7051069,3129,7047940,533703,3129,530573,8853521,3129,8850392,22615650,3129,22612520,5608158,3129,5605029,20401520,3129,20398391,17919387,3129,17916258,19381649,3129,19378519,8114049,3129,8110919,25634217,3129,25631088,9021728,3129,9018599
6,3948189,3247,3944942,6071319,3247,6068071,316866,3247,313618,8157464,3247,8154217,21248076,3247,21244828,5304821,3247,5301574,19205792,3247,19202544,17118623,3247,17115376,18729227,3247,18725980,7689142,3247,7685895,24586221,3247,24582974,8632091,3247,8628843
7,3948189,3247,3944942,6071319,3247,6068071,316866,3247,313618,8157464,3247,8154217,21248076,3247,21244828,5304821,3247,5301574,19205792,3247,19202544,17118623,3247,17115376,18729227,3247,18725980,7689142,3247,7685895,24586221,3247,24582974,8632091,3247,8628843
8,3434342,3411,3430930,5233009,3411,5229597,156708,3411,153296,7127268,3411,7123856,19198459,3411,19195047,4551829,3411,4548417,17338255,3411,17334843,15108787,3411,15105376,17089470,3411,17086058,6692353,3411,6688941,21928041,3411,21924629,7503137,3411,7499725
9,3434342,3411,3430930,5233009,3411,5229597,156708,3411,153296,7127268,3411,7123856,19198459,3411,19195047,4551829,3411,4548417,17338255,3411,17334843,15108787,3411,15105376,17089470,3411,17086058,6692353,3411,6688941,21928041,3411,21924629,7503137,3411,7499725
10,3244301,3476,3240825,4903211,3476,4899734,91150,3476,87673,6934932,3476,6931456,18774621,3476,18771144,4367507,3476,4364031,16980096,3476,16976619,14864512,3476,14861036,16857231,3476,16853755,6604888,3476,6601412,21576074,3476,21572597,7356994,3476,7353517
11,3244301,3476,3240825,4903211,3476,4899734,91150,3476,87673,6934932,3476,6931456,18774621,3476,18771144,4367507,3476,4364031,16980096,3476,16976619,14864512,3476,14861036,16857231,3476,16853755,6604888,3476,6601412,21576074,3476,21572597,7356994,3476,7353517
12,3124632,3517,3121114,4699633,3517,4696115,50018,3517,46500,6794390,3517,6790873,18508737,3517,18505219,4276787,3517,4273269,16728123,3517,16724605,14707218,3517,14703701,16711400,3517,16707882,6536174,3517,6532656,21345545,3517,21342028,7291640,3517,7288122
13,3124632,3517,3121114,4699633,3517,4696115,50018,3517,46500,6794390,3517,6790873,18508737,3517,18505219,4276787,3517,4273269,16728123,3517,16724605,14707218,3517,14703701,16711400,3517,16707882,6536174,3517,6532656,21345545,3517,21342028,7291640,3517,7288122
14,2710612,3700,2706912,4072539,3700,4068839,7465,3700,3765,5855419,3700,5851719,17011500,3700,17007800,3693110,3700,3689409,15157348,3700,15153648,12971555,3700,12967855,15490466,3700,15486766,5623140,3700,5619439,19087555,3700,19083854,6323525,3700,6319825
15,2710612,3700,2706912,4072539,3700,4068839,7465,3700,3765,5855419,3700,5851719,17011500,3700,17007800,3693110,3700,3689409,15157348,3700,15153648,12971555,3700,12967855,15490466,3700,15486766,5623140,3700,5619439,19087555,3700,19083854,6323525,3700,6319825
16,2479184,3850,2475333,3722091,3850,3718240,3933,3850,82,5059890,3850,5056039,15828062,3850,15824211,3354628,3850,3350777,13909345,3850,13905494,11464538,3850,11460687,14448476,3850,14444625,4732299,3850,4728448,17180862,3850,17177011,5485993,3850,5482142
17,2479184,3850,2475333,3722091,3850,3718240,3933,3850,82,5059890,3850,5056039,15828062,3850,15824211,3354628,3850,3350777,13909345,3850,13905494,11464538,3850,11460687,14448476,3850,14444625,4732299,3850,4728448,17180862,3850,17177011,5485993,3850,5482142
18,2023200,3999,2019200,3032805,3999,3028806,3999,3999,0,4323475,3999,4319475,14546628,3999,14542628,3078936,3999,3074936,12499998,3999,12495998,10319033,3999,10315033,13552387,3999,13548387,4079619,3999,4075619,15683498,3999,15679498,4846286,3999,4842286
