Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,739853,2796,737057,4965931,2796,4963135,656157,2796,653361,4748144,2796,4745348,22965314,2796,22962518,6216370,2796,6213574,13036999,2796,13034203,12733472,2796,12730676,19554100,2796,19551304,2796,2796,0,13036999,2796,13034203,2796,2796,0
2,697165,2802,694362,4813080,2802,4810277,626293,2802,623490,4605250,2802,4602447,22783270,2802,22780467,6070367,2802,6067564,13006922,2802,13004119,12572427,2802,12569624,19508982,2802,19506179,2802,2802,0,13006922,2802,13004119,2802,2802,0
3,692267,2823,689443,4793449,2823,4790625,621415,2823,618591,4587251,2823,4584428,22650749,2823,22647925,6048316,2823,6045492,12928968,2823,12926144,12511389,2823,12508565,19392041,2823,19389217,2823,2823,0,12928968,2823,12926144,2823,2823,0
4,605443,2837,602605,4551060,2837,4548223,535852,2837,533015,4373389,2837,4370551,22076702,2837,22073864,5816878,2837,5814040,12695318,2837,12692480,12163118,2837,12160280,19041558,2837,19038720,2837,2837,0,12695318,2837,12692480,2837,2837,0
5,595371,2882,592489,4509346,2882,4506464,526358,2882,523476,4334854,2882,4331972,21778904,2882,21776022,5770323,2882,5767441,12518909,2882,12516027,12028337,2882,12025455,18776923,2882,18774041,2882,2882,0,12518909,2882,12516027,2882,2882,0
6,518868,2922,515945,4283861,2922,4280939,441909,2922,438986,4137532,2922,4134610,20894767,2922,20891844,5534976,2922,5532053,12059794,2922,12056871,11563411,2922,11560488,18088229,2922,18085306,2922,2922,0,12059794,2922,12056871,2922,2922,0
7,513053,2950,510102,4258624,2950,4255673,436463,2950,433512,4114120,2950,4111169,20714871,2950,20711920,5506420,2950,5503469,11953043,2950,11950092,11481466,2950,11478515,17928089,2950,17925138,2950,2950,0,11953043,2950,11950092,2950,2950,0
8,332925,3035,329889,3602114,3035,3599079,269526,3035,266490,3513284,3035,3510248,19536985,3035,19533949,4811721,3035,4808686,11534173,3035,11531137,10577290,3035,10574254,17299741,3035,17296706,3035,3035,0,11534173,3035,11531137,3035,3035,0
9,328381,3063,325317,3579627,3063,3576563,265292,3063,262228,3492217,3063,3489153,19367762,3063,19364698,4785299,3063,4782236,11432601,3063,11429537,10500068,3063,10497005,17147369,3063,17144306,3063,3063,0,11432601,3063,11429537,3063,3063,0
