Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5572154,2796,5569358,12968825,2796,12966029,1198727,2796,1195931,14471093,2796,14468297,28102533,2796,28099737,13190629,2796,13187833,24008887,2796,24006091,44440263,2796,44437467,36384172,2796,36381376,5517913,2796,5515117,42057088,2796,42054292,11362391,2796,11359595
2,5250296,2914,5247381,11859559,2914,11856645,866811,2914,863896,13364503,2914,13361588,26405605,2914,26402691,11949479,2914,11946564,22799771,2914,22796856,42074851,2914,42071936,34779209,2914,34776294,5079633,2914,5076718,39953444,2914,39950529,10867765,2914,10864850
3,5250296,2914,5247381,11859559,2914,11856645,866811,2914,863896,13364503,2914,13361588,26405605,2914,26402691,11949479,2914,11946564,22799771,2914,22796856,42074851,2914,42071936,34779209,2914,34776294,5079633,2914,5076718,39953444,2914,39950529,10867765,2914,10864850
4,4657545,3083,4654462,10282034,3083,10278951,491250,3083,488166,12186823,3083,12183739,24264333,3083,24261249,10261251,3083,10258167,21257142,3083,21254058,39096407,3083,39093324,32723330,3083,32720246,4776473,3083,4773389,37455116,3083,37452032,10067553,3083,10064469
5,4657545,3083,4654462,10282034,3083,10278951,491250,3083,488166,12186823,3083,12183739,24264333,3083,24261249,10261251,3083,10258167,21257142,3083,21254058,39096407,3083,39093324,32723330,3083,32720246,4776473,3083,4773389,37455116,3083,37452032,10067553,3083,10064469
6,4357127,3186,4353941,9438624,3186,9435438,298283,3186,295096,11243500,3186,11240313,23097992,3186,23094806,9390041,3186,9386854,20290680,3186,20287493,37325422,3186,37322235,31700067,3186,31696881,4402709,3186,4399522,35924845,3186,35921658,9734298,3186,9731111
7,4357127,3186,4353941,9438624,3186,9435438,298283,3186,295096,11243500,3186,11240313,23097992,3186,23094806,9390041,3186,9386854,20290680,3186,20287493,37325422,3186,37322235,31700067,3186,31696881,4402709,3186,4399522,35924845,3186,35921658,9734298,3186,9731111
8,3945175,3385,3941789,8467435,3385,8464049,157994,3385,154608,9965390,3385,9962004,21186557,3385,21183171,8146867,3385,8143481,18497961,3385,18494575,33912866,3385,33909480,29257961,3385,29254576,3785913,3385,3782527,32503488,3385,32500102,8791846,3385,8788460
9,3945175,3385,3941789,8467435,3385,8464049,157994,3385,154608,9965390,3385,9962004,21186557,3385,21183171,8146867,3385,8143481,18497961,3385,18494575,33912866,3385,33909480,29257961,3385,29254576,3785913,3385,3782527,32503488,3385,32500102,8791846,3385,8788460
