,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
Sensor1,0.00452180982610953,0.0054114625776853975,0.0,0.057241990400017546,0.08498652702669504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor2,0.0,0.010965630558851207,0.0013319124224320429,0.0011150775225747583,0.2204053550073025,0.0061535787780255605,0.0,0.0,0.0,0.0,0.0,0.0
Sensor3,0.0,0.0012391702656411022,0.01141403451324968,0.0,0.005228703980868894,0.22721644151817,0.0,0.0,0.0,0.0,0.0,0.0
Sensor4,0.0,0.0,0.0,0.06708773720957216,0.09805681426057365,0.0,0.002494468274436003,0.0031683214210477635,0.0,0.0,0.0,0.0
Sensor5,0.0,0.0013019478722658918,0.0,0.001165005362944208,0.2341228020892069,0.006586547021332742,0.0,0.0054114625776853975,0.0,0.0,0.0,0.0
Sensor6,0.0,0.0,0.0012505510708610732,0.0,0.005573923470028116,0.2430250428298743,0.0,0.0,0.005573923470028116,0.0,0.0,0.0
Sensor7,0.0,0.0,0.0,0.0,0.0,0.0,0.017612597823533322,0.023664188105536117,0.0,0.017612597823533322,0.023664188105536117,0.0
Sensor8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07548134627277663,0.003375629659039006,0.0,0.07548134627277663,0.003375629659039006
Sensor9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002922228306745475,0.08023838370879512,0.0,0.002922228306745475,0.08023838370879512
Sensor10,0.0,0.0,0.0,0.0,0.0,0.0,0.002494468274436003,0.0031683214210477635,0.0,0.07405758986876813,0.10820473129949151,0.0
Sensor11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054114625776853975,0.0,0.0012017787001991614,0.24814935893589526,0.0069101552875017735
Sensor12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005573923470028116,0.0,0.005831506415434463,0.258195867565922
