,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
Sensor1,0.10820473129949151,0.0038402221494774932,0.0,0.0511633648609553,0.0028343366036214014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor2,0.0038402221494774932,0.10820473129949151,0.0,0.0028343366036214014,0.0511633648609553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor3,0.0,0.026839357637740927,0.026839357637740927,0.0,0.015148188614244778,0.015148188614244778,0.0,0.0,0.0,0.0,0.0,0.0
Sensor4,0.007591289099868968,0.001209247389011276,0.0,0.2341228020892069,0.006586547021332742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor5,0.001209247389011276,0.007591289099868968,0.0,0.006586547021332742,0.2341228020892069,0.001165005362944208,0.0,0.0,0.0,0.0,0.0,0.0
Sensor6,0.0,0.0037853971732038447,0.0037853971732038447,0.0,0.08023838370879512,0.08023838370879512,0.0,0.0,0.0,0.0,0.0,0.0
Sensor7,0.0,0.0,0.0,0.0,0.0,0.0,0.2341228020892069,0.006586547021332742,0.0,0.007591289099868968,0.001209247389011276,0.0
Sensor8,0.0,0.0,0.0,0.0,0.0,0.0,0.006586547021332742,0.2341228020892069,0.001165005362944208,0.001209247389011276,0.007591289099868968,0.0
Sensor9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08023838370879512,0.08023838370879512,0.0,0.0037853971732038447,0.0037853971732038447
Sensor10,0.0,0.0,0.0,0.0,0.0,0.0,0.0511633648609553,0.0028343366036214014,0.0,0.10820473129949151,0.0038402221494774932,0.0
Sensor11,0.0,0.0,0.0,0.0,0.0,0.0,0.0028343366036214014,0.0511633648609553,0.0,0.0038402221494774932,0.10820473129949151,0.0
Sensor12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015148188614244778,0.015148188614244778,0.0,0.026839357637740927,0.026839357637740927
