,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
Sensor1,0.0027117222272745856,0.034401942600760634,0.0,0.0021846392651908944,0.018101447528457455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor2,0.0,0.009926541395991846,0.009926541395991846,0.0,0.007115035735130047,0.007115035735130047,0.0,0.0,0.0,0.0,0.0,0.0
Sensor3,0.0,0.0,0.03267828716582518,0.0,0.0,0.01736897396977534,0.0,0.0,0.0,0.0,0.0,0.0
Sensor4,0.0011669154064773827,0.004754026764503253,0.0,0.004408454217828631,0.20725967599464298,0.0011265627717933814,0.0,0.0,0.0,0.0,0.0,0.0
Sensor5,0.0,0.002538093698829572,0.002538093698829572,0.0,0.01972631649467866,0.01972631649467866,0.0,0.0,0.0,0.0,0.0,0.0
Sensor6,0.0,0.0,0.00467782544524778,0.0,0.0,0.1880577139343445,0.0,0.0,0.0,0.0,0.0,0.0
Sensor7,0.0,0.0,0.0,0.0,0.0,0.0,0.004408454217828631,0.20725967599464298,0.0011265627717933814,0.0011669154064773827,0.004754026764503253,0.0
Sensor8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972631649467866,0.01972631649467866,0.0,0.002538093698829572,0.002538093698829572
Sensor9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1880577139343445,0.0,0.0,0.00467782544524778
Sensor10,0.0,0.0,0.0,0.0,0.0,0.0,0.0021846392651908944,0.018101447528457455,0.0,0.0027117222272745856,0.034401942600760634,0.0
Sensor11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007115035735130047,0.007115035735130047,0.0,0.009926541395991846,0.009926541395991846
Sensor12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01736897396977534,0.0,0.0,0.03267828716582518
