,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
Sensor1,0.0,0.02814830662964599,0.0,0.0,0.011012128665749353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor2,0.0,0.003972027888657602,0.003972027888657602,0.0,0.0013236765791758468,0.0013236765791758468,0.0,0.0,0.0,0.0,0.0,0.0
Sensor3,0.0,0.0,0.026635419251639814,0.0,0.0,0.010541411222940052,0.0,0.0,0.0,0.0,0.0,0.0
Sensor4,0.0,0.0,0.0,0.0,0.28882552436611697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor5,0.0,0.0,0.0,0.0,0.012282721750330001,0.012282721750330001,0.0,0.0,0.0,0.0,0.0,0.0
Sensor6,0.0,0.0,0.0,0.0,0.0,0.2597608469871918,0.0,0.0,0.0,0.0,0.0,0.0
Sensor7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28882552436611697,0.0,0.0,0.0,0.0
Sensor8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012282721750330001,0.012282721750330001,0.0,0.0,0.0
Sensor9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597608469871918,0.0,0.0,0.0
Sensor10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011012128665749353,0.0,0.0,0.02814830662964599,0.0
Sensor11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013236765791758468,0.0013236765791758468,0.0,0.003972027888657602,0.003972027888657602
Sensor12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010541411222940052,0.0,0.0,0.026635419251639814
