Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5572154,2796,5569358,12968825,2796,12966029,1198727,2796,1195931,14471093,2796,14468297,28102533,2796,28099737,13190629,2796,13187833,24008887,2796,24006091,44440263,2796,44437467,36384172,2796,36381376,5517913,2796,5515117,42057088,2796,42054292,11362391,2796,11359595
2,5037351,2938,5034413,11590983,2938,11588045,895747,2938,892809,13185143,2938,13182205,26174710,2938,26171772,11954284,2938,11951346,22379616,2938,22376678,41880133,2938,41877195,34688874,2938,34685936,5013164,2938,5010226,39729544,2938,39726606,10826566,2938,10823628
3,5037351,2938,5034413,11590983,2938,11588045,895747,2938,892809,13185143,2938,13182205,26174710,2938,26171772,11954284,2938,11951346,22379616,2938,22376678,41880133,2938,41877195,34688874,2938,34685936,5013164,2938,5010226,39729544,2938,39726606,10826566,2938,10823628
4,4701868,3077,4698791,10622494,3077,10619417,667908,3077,664831,12262274,3077,12259197,24440369,3077,24437292,10605888,3077,10602811,21054546,3077,21051469,38862401,3077,38859324,32458356,3077,32455278,4672009,3077,4668932,36957967,3077,36954889,9935877,3077,9932800
5,4701868,3077,4698791,10622494,3077,10619417,667908,3077,664831,12262274,3077,12259197,24440369,3077,24437292,10605888,3077,10602811,21054546,3077,21051469,38862401,3077,38859324,32458356,3077,32455278,4672009,3077,4668932,36957967,3077,36954889,9935877,3077,9932800
6,4258211,3184,4255026,9482048,3184,9478863,450937,3184,447752,11270690,3184,11267506,22718836,3184,22715651,9507463,3184,9504278,19688544,3184,19685359,36671493,3184,36668309,30878696,3184,30875511,4360074,3184,4356889,35022120,3184,35018935,9448553,3184,9445368
7,4258211,3184,4255026,9482048,3184,9478863,450937,3184,447752,11270690,3184,11267506,22718836,3184,22715651,9507463,3184,9504278,19688544,3184,19685359,36671493,3184,36668309,30878696,3184,30875511,4360074,3184,4356889,35022120,3184,35018935,9448553,3184,9445368
8,3917462,3327,3914135,8445660,3327,8442333,219186,3327,215858,10254630,3327,10251303,21073168,3327,21069841,8261843,3327,8258515,18456665,3327,18453337,34292744,3327,34289417,29248579,3327,29245251,4009058,3327,4005731,32920605,3327,32917277,8890671,3327,8887344
9,3917462,3327,3914135,8445660,3327,8442333,219186,3327,215858,10254630,3327,10251303,21073168,3327,21069841,8261843,3327,8258515,18456665,3327,18453337,34292744,3327,34289417,29248579,3327,29245251,4009058,3327,4005731,32920605,3327,32917277,8890671,3327,8887344
