Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2796,2796,0,2796,2796,0,2796,2796,0,7761818,2796,7759022,2796,2796,0,2796,2796,0,2589136,2796,2586340,26396285,2796,26393489,14150001,2796,14147205,5175477,2796,5172681,21909023,2796,21906227,7076398,2796,7073602
2,2798,2798,0,2798,2798,0,2798,2798,0,7517567,2798,7514769,2798,2798,0,2798,2798,0,2507721,2798,2504923,25757754,2798,25754955,13832871,2798,13830073,5012644,2798,5009846,21347640,2798,21344842,6917834,2798,6915036
3,2844,2844,0,2844,2844,0,2844,2844,0,7456517,2844,7453672,2844,2844,0,2844,2844,0,2487402,2844,2484557,25630932,2844,25628087,13775493,2844,13772648,4971959,2844,4969115,21229166,2844,21226321,6889169,2844,6886324
4,2817,2817,0,2817,2817,0,2817,2817,0,7208380,2817,7205563,2817,2817,0,2817,2817,0,2404672,2817,2401854,25118452,2817,25115634,13544101,2817,13541283,4806526,2817,4803708,20749664,2817,20746847,6773459,2817,6770641
5,2817,2817,0,2817,2817,0,2817,2817,0,7208380,2817,7205563,2817,2817,0,2817,2817,0,2404672,2817,2401854,25118452,2817,25115634,13544101,2817,13541283,4806526,2817,4803708,20749664,2817,20746847,6773459,2817,6770641
6,2837,2837,0,2837,2837,0,2837,2837,0,6795968,2837,6793131,2837,2837,0,2837,2837,0,2267214,2837,2264377,24458319,2837,24455482,13287322,2837,13284485,4531591,2837,4528754,20080453,2837,20077616,6645079,2837,6642242
7,2863,2863,0,2863,2863,0,2863,2863,0,6758766,2863,6755902,2863,2863,0,2863,2863,0,2254831,2863,2251967,24380238,2863,24377374,13251823,2863,13248959,4506798,2863,4503935,20007726,2863,20004862,6627343,2863,6624479
8,2813,2813,0,2813,2813,0,2813,2813,0,6635034,2813,6632221,2813,2813,0,2813,2813,0,2213553,2813,2210740,24306778,2813,24303964,13257802,2813,13254989,4424294,2813,4421480,19890023,2813,19887210,6630308,2813,6627494
9,2818,2818,0,2818,2818,0,2818,2818,0,6627596,2818,6624778,2818,2818,0,2818,2818,0,2211077,2818,2208259,24241009,2818,24238191,13217266,2818,13214448,4419337,2818,4416519,19842045,2818,19839227,6610042,2818,6607224
10,2813,2813,0,2813,2813,0,2813,2813,0,6374748,2813,6371935,2813,2813,0,2813,2813,0,2126791,2813,2123978,23571638,2813,23568825,12883392,2813,12880579,4250769,2813,4247956,19255327,2813,19252514,6443102,2813,6440289
11,2813,2813,0,2813,2813,0,2813,2813,0,6374748,2813,6371935,2813,2813,0,2813,2813,0,2126791,2813,2123978,23571638,2813,23568825,12883392,2813,12880579,4250769,2813,4247956,19255327,2813,19252514,6443102,2813,6440289
12,2820,2820,0,2820,2820,0,2820,2820,0,5944434,2820,5941613,2820,2820,0,2820,2820,0,1983358,2820,1980537,22841238,2820,22838417,12587715,2820,12584894,3963896,2820,3961075,18529328,2820,18526508,6295267,2820,6292447
13,2876,2876,0,2876,2876,0,2876,2876,0,5873451,2876,5870575,2876,2876,0,2876,2876,0,1959734,2876,1956858,22666756,2876,22663880,12502985,2876,12500108,3916592,2876,3913716,18373560,2876,18370684,6252930,2876,6250054
14,2913,2913,0,2913,2913,0,2913,2913,0,5384873,2913,5381959,2913,2913,0,2913,2913,0,1796899,2913,1793986,21738091,2913,21735178,12101050,2913,12098136,3590886,2913,3587973,17483010,2913,17480096,6051981,2913,6049068
15,2955,2955,0,2955,2955,0,2955,2955,0,5334074,2955,5331119,2955,2955,0,2955,2955,0,1779995,2955,1777039,21600076,2955,21597120,12031650,2955,12028694,3557035,2955,3554079,17362769,2955,17359813,6017303,2955,6014347
16,3005,3005,0,3005,3005,0,3005,3005,0,4972305,3005,4969300,3005,3005,0,3005,3005,0,1659438,3005,1656433,20830513,3005,20827508,11679432,3005,11676427,3315872,3005,3312867,16648733,3005,16645728,5841218,3005,5838213
17,3013,3013,0,3013,3013,0,3013,3013,0,4969771,3013,4966757,3013,3013,0,3013,3013,0,1658599,3013,1655585,20829632,3013,20826618,11679978,3013,11676964,3314185,3013,3311171,16646736,3013,16643722,5841495,3013,5838482
18,3127,3127,0,3127,3127,0,3127,3127,0,4559121,3127,4555993,3127,3127,0,3127,3127,0,1521792,3127,1518664,19340722,3127,19337594,10869971,3127,10866843,3040456,3127,3037329,15425965,3127,15422837,5436549,3127,5433421
19,3125,3125,0,3125,3125,0,3125,3125,0,4563400,3125,4560274,3125,3125,0,3125,3125,0,1523217,3125,1520091,19348971,3125,19345845,10873567,3125,10870441,3043308,3125,3040183,15433841,3125,15430716,5438346,3125,5435220
20,3107,3107,0,3107,3107,0,3107,3107,0,4364905,3107,4361797,3107,3107,0,3107,3107,0,1457040,3107,1453932,19067073,3107,19063965,10773841,3107,10770733,2910973,3107,2907865,15135639,3107,15132531,5388474,3107,5385366
21,3107,3107,0,3107,3107,0,3107,3107,0,4364905,3107,4361797,3107,3107,0,3107,3107,0,1457040,3107,1453932,19067073,3107,19063965,10773841,3107,10770733,2910973,3107,2907865,15135639,3107,15132531,5388474,3107,5385366
22,3136,3136,0,3136,3136,0,3136,3136,0,3815577,3136,3812441,3136,3136,0,3136,3136,0,1273950,3136,1270813,18063735,3136,18060598,10349117,3136,10345980,2544764,3136,2541627,14161558,3136,14158421,5176127,3136,5172990
