Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2796,2796,0,4145179,2796,4142383,2796,2796,0,4145179,2796,4142383,2073987,2796,2071191,6216370,2796,6213574,2796,2796,0,6216370,2796,6213574,2796,2796,0,2796,2796,0,2796,2796,0,2796,2796,0
2,2789,2789,0,3960086,2789,3957297,2789,2789,0,3960086,2789,3957297,1981437,2789,1978648,5938735,2789,5935946,2789,2789,0,5938735,2789,5935946,2789,2789,0,2789,2789,0,2789,2789,0,2789,2789,0
3,2789,2789,0,3960086,2789,3957297,2789,2789,0,3960086,2789,3957297,1981437,2789,1978648,5938735,2789,5935946,2789,2789,0,5938735,2789,5935946,2789,2789,0,2789,2789,0,2789,2789,0,2789,2789,0
4,2710,2710,0,4002149,2710,3999438,2710,2710,0,4002149,2710,3999438,2002429,2710,1999719,6001868,2710,5999157,2710,2710,0,6001868,2710,5999157,2710,2710,0,2710,2710,0,2710,2710,0,2710,2710,0
5,2680,2680,0,4106564,2680,4103884,2680,2680,0,4106564,2680,4103884,2054622,2680,2051942,6158507,2680,6155827,2680,2680,0,6158507,2680,6155827,2680,2680,0,2680,2680,0,2680,2680,0,2680,2680,0
6,2636,2636,0,3937286,2636,3934649,2636,2636,0,3937286,2636,3934649,1969961,2636,1967324,5904610,2636,5901974,2636,2636,0,5904610,2636,5901974,2636,2636,0,2636,2636,0,2636,2636,0,2636,2636,0
7,2636,2636,0,3937286,2636,3934649,2636,2636,0,3937286,2636,3934649,1969961,2636,1967324,5904610,2636,5901974,2636,2636,0,5904610,2636,5901974,2636,2636,0,2636,2636,0,2636,2636,0,2636,2636,0
8,2602,2602,0,3887931,2602,3885328,2602,2602,0,3887931,2602,3885328,1945267,2602,1942664,5830596,2602,5827993,2602,2602,0,5830596,2602,5827993,2602,2602,0,2602,2602,0,2602,2602,0,2602,2602,0
9,2602,2602,0,3887931,2602,3885328,2602,2602,0,3887931,2602,3885328,1945267,2602,1942664,5830596,2602,5827993,2602,2602,0,5830596,2602,5827993,2602,2602,0,2602,2602,0,2602,2602,0,2602,2602,0
