Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,438370,2796,435574,1125766,2796,1122970,1198727,2796,1195931,2796,2796,0,1346253,2796,1343457,6977055,2796,6974259,687668,2796,684872,30972493,2796,30969697,16832868,2796,16830072,4780820,2796,4778024,23481656,2796,23478860,18015773,2796,18012977
2,379432,2938,376494,893248,2938,890310,989650,2938,986712,2938,2938,0,1077831,2938,1074893,6085324,2938,6082386,525840,2938,522902,28315996,2938,28313058,15533160,2938,15530222,4192199,2938,4189261,21370386,2938,21367447,16278986,2938,16276048
3,364163,2954,361209,871448,2954,868494,958210,2954,955256,2954,2954,0,1048511,2954,1045556,6056622,2954,6053668,518723,2954,515769,28247931,2954,28244977,15498407,2954,15495452,4173831,2954,4170877,21316200,2954,21313246,16233562,2954,16230607
4,328769,3043,325726,717453,3043,714410,821723,3043,818679,3043,3043,0,884505,3043,881462,5356136,3043,5353093,459562,3043,456519,26407719,3043,26404676,14503710,3043,14500667,3852583,3043,3849540,19790843,3043,19787800,15031754,3043,15028711
5,316587,3057,313530,700602,3057,697545,796978,3057,793921,3057,3057,0,861579,3057,858522,5333319,3057,5330262,453861,3057,450804,26351843,3057,26348786,14475641,3057,14472584,3837544,3057,3834487,19746525,3057,19743468,14994482,3057,14991425
6,282247,3116,279130,617056,3116,613940,706391,3116,703275,3116,3116,0,756852,3116,753736,5103463,3116,5100347,366588,3116,363472,25407350,3116,25404234,14076821,3116,14073705,3557253,3116,3554137,19052504,3116,19049388,14364165,3116,14361048
7,265433,3137,262296,593725,3137,590587,672182,3137,669044,3137,3137,0,725189,3137,722052,5070521,3137,5067384,358977,3137,355840,25326406,3137,25323269,14035872,3137,14032734,3535812,3137,3532675,18988117,3137,18984980,14309729,3137,14306591
8,191887,3264,188623,372518,3264,369253,452305,3264,449040,3264,3264,0,461122,3264,457857,4566052,3264,4562787,268886,3264,265621,23811503,3264,23808238,13267687,3264,13264422,3173237,3264,3169972,17815001,3264,17811736,13306506,3264,13303241
9,182648,3278,179370,360317,3278,357038,433862,3278,430583,3278,3278,0,444419,3278,441141,4546264,3278,4542985,264545,3278,261266,23760252,3278,23756973,13242327,3278,13239048,3159905,3278,3156626,17774173,3278,17770894,13271757,3278,13268478
