Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,304278,2796,301482,5288014,2796,5285218,362709,2796,359913,4748144,2796,4745348,22889653,2796,22886857,6396327,2796,6393531,13036999,2796,13034203,38389868,2796,38387072,34241176,2796,34238380,4438384,2796,4435588,29401998,2796,29399202,13729780,2796,13726984
2,271731,2935,268795,4701488,2935,4698552,252707,2935,249771,4326831,2935,4323895,21487022,2935,21484086,5807278,2935,5804342,12359453,2935,12356517,35802020,2935,35799084,32191863,2935,32188927,4025062,2935,4022126,27650011,2935,27647075,12675873,2935,12672937
3,271731,2935,268795,4701488,2935,4698552,252707,2935,249771,4326831,2935,4323895,21487022,2935,21484086,5807278,2935,5804342,12359453,2935,12356517,35802020,2935,35799084,32191863,2935,32188927,4025062,2935,4022126,27650011,2935,27647075,12675873,2935,12672937
4,214093,3083,211010,4091119,3083,4088036,173825,3083,170742,3835005,3083,3831922,19898188,3083,19895105,5203307,3083,5200224,11594003,3083,11590920,33323454,3083,33320371,30216823,3083,30213740,3556273,3083,3553190,25941844,3083,25938761,11618491,3083,11615408
5,214093,3083,211010,4091119,3083,4088036,173825,3083,170742,3835005,3083,3831922,19898188,3083,19895105,5203307,3083,5200224,11594003,3083,11590920,33323454,3083,33320371,30216823,3083,30213740,3556273,3083,3553190,25941844,3083,25938761,11618491,3083,11615408
6,178332,3195,175136,3736685,3195,3733490,124638,3195,121442,3554522,3195,3551326,18868758,3195,18865563,4865496,3195,4862301,11081985,3195,11078789,31548357,3195,31545161,28756265,3195,28753069,3278299,3195,3275103,24672258,3195,24669063,10892212,3195,10889016
7,178332,3195,175136,3736685,3195,3733490,124638,3195,121442,3554522,3195,3551326,18868758,3195,18865563,4865496,3195,4862301,11081985,3195,11078789,31548357,3195,31545161,28756265,3195,28753069,3278299,3195,3275103,24672258,3195,24669063,10892212,3195,10889016
8,138408,3277,135130,3505187,3277,3501910,112732,3277,109455,3341004,3277,3337726,18189362,3277,18186084,4659203,3277,4655925,10761613,3277,10758336,30218086,3277,30214809,27801339,3277,27798062,2993158,3277,2989880,23752929,3277,23749651,10236286,3277,10233008
9,138408,3277,135130,3505187,3277,3501910,112732,3277,109455,3341004,3277,3337726,18189362,3277,18186084,4659203,3277,4655925,10761613,3277,10758336,30218086,3277,30214809,27801339,3277,27798062,2993158,3277,2989880,23752929,3277,23749651,10236286,3277,10233008
10,91419,3443,87976,3044301,3443,3040858,61270,3443,57827,2957559,3443,2954116,16793876,3443,16790433,4199602,3443,4196159,10056506,3443,10053063,28054530,3443,28051086,25960792,3443,25957349,2674234,3443,2670790,22182914,3443,22179471,9405135,3443,9401692
11,91419,3443,87976,3044301,3443,3040858,61270,3443,57827,2957559,3443,2954116,16793876,3443,16790433,4199602,3443,4196159,10056506,3443,10053063,28054530,3443,28051086,25960792,3443,25957349,2674234,3443,2670790,22182914,3443,22179471,9405135,3443,9401692
12,83517,3541,79976,2838735,3541,2835194,38309,3541,34767,2786583,3541,2783042,15563818,3541,15560277,3955559,3541,3952017,9319564,3541,9316023,26310422,3541,26306880,24287068,3541,24283527,2331765,3541,2328223,20741017,3541,20737476,8624547,3541,8621006
13,83517,3541,79976,2838735,3541,2835194,38309,3541,34767,2786583,3541,2783042,15563818,3541,15560277,3955559,3541,3952017,9319564,3541,9316023,26310422,3541,26306880,24287068,3541,24283527,2331765,3541,2328223,20741017,3541,20737476,8624547,3541,8621006
