300,300
300,900
300,1500
300,2100
300,2700
300,3300
300,3900
300,4500
300,5100
300,5700
300,6300
300,6900
300,7500
300,8100
300,8700
300,9300
300,9900
300,10500
300,11100
300,11700
300,12300
300,12900
300,13500
300,14100
300,14700
300,15300
300,15900
900,300
900,900
900,1500
900,2100
900,2700
900,3300
900,3900
900,4500
900,5100
900,5700
900,6300
900,6900
900,7500
900,8100
900,8700
900,9300
900,9900
900,10500
900,11100
900,11700
900,12300
900,12900
900,13500
900,14100
900,14700
900,15300
900,15900
1500,300
1500,900
1500,1500
1500,2100
1500,2700
1500,3300
1500,3900
1500,4500
1500,5100
1500,5700
1500,6300
1500,6900
1500,7500
1500,8100
1500,8700
1500,9300
1500,9900
1500,10500
1500,11100
1500,11700
1500,12300
1500,12900
1500,13500
1500,14100
1500,14700
1500,15300
1500,15900
2100,300
2100,900
2100,1500
2100,2100
2100,2700
2100,3300
2100,3900
2100,4500
2100,5100
2100,5700
2100,6300
2100,6900
2100,7500
2100,8100
2100,8700
2100,9300
2100,9900
2100,10500
2100,11100
2100,11700
2100,12300
2100,12900
2100,13500
2100,14100
2100,14700
2100,15300
2100,15900
2700,300
2700,900
2700,1500
2700,2100
2700,2700
2700,3300
2700,3900
2700,4500
2700,5100
2700,5700
2700,6300
2700,6900
2700,7500
2700,8100
2700,8700
2700,9300
2700,9900
2700,10500
2700,11100
2700,11700
2700,12300
2700,12900
2700,13500
2700,14100
2700,14700
2700,15300
2700,15900
3300,300
3300,900
3300,1500
3300,2100
3300,2700
3300,3300
3300,3900
3300,4500
3300,5100
3300,5700
3300,6300
3300,6900
3300,7500
3300,8100
3300,8700
3300,9300
3300,9900
3300,10500
3300,11100
3300,11700
3300,12300
3300,12900
3300,13500
3300,14100
3300,14700
3300,15300
3300,15900
3900,300
3900,900
3900,1500
3900,2100
3900,2700
3900,3300
3900,3900
3900,4500
3900,5100
3900,5700
3900,6300
3900,6900
3900,7500
3900,8100
3900,8700
3900,9300
3900,9900
3900,10500
3900,11100
3900,11700
3900,12300
3900,12900
3900,13500
3900,14100
3900,14700
3900,15300
3900,15900
4500,300
4500,900
4500,1500
4500,2100
4500,2700
4500,3300
4500,3900
4500,4500
4500,5100
4500,5700
4500,6300
4500,6900
4500,7500
4500,8100
4500,8700
4500,9300
4500,9900
4500,10500
4500,11100
4500,11700
4500,12300
4500,12900
4500,13500
4500,14100
4500,14700
4500,15300
4500,15900
5100,300
5100,900
5100,1500
5100,2100
5100,2700
5100,3300
5100,3900
5100,4500
5100,5100
5100,5700
5100,6300
5100,6900
5100,7500
5100,8100
5100,8700
5100,9300
5100,9900
5100,10500
5100,11100
5100,11700
5100,12300
5100,12900
5100,13500
5100,14100
5100,14700
5100,15300
5100,15900
5700,300
5700,900
5700,1500
5700,2100
5700,2700
5700,3300
5700,3900
5700,4500
5700,5100
5700,5700
5700,6300
5700,6900
5700,7500
5700,8100
5700,8700
5700,9300
5700,9900
5700,10500
5700,11100
5700,11700
5700,12300
5700,12900
5700,13500
5700,14100
5700,14700
5700,15300
5700,15900
6300,300
6300,900
6300,1500
6300,2100
6300,2700
6300,3300
6300,3900
6300,4500
6300,5100
6300,5700
6300,6300
6300,6900
6300,7500
6300,8100
6300,8700
6300,9300
6300,9900
6300,10500
6300,11100
6300,11700
6300,12300
6300,12900
6300,13500
6300,14100
6300,14700
6300,15300
6300,15900
6900,300
6900,900
6900,1500
6900,2100
6900,2700
6900,3300
6900,3900
6900,4500
6900,5100
6900,5700
6900,6300
6900,6900
6900,7500
6900,8100
6900,8700
6900,9300
6900,9900
6900,10500
6900,11100
6900,11700
6900,12300
6900,12900
6900,13500
6900,14100
6900,14700
6900,15300
6900,15900
7500,300
7500,900
7500,1500
7500,2100
7500,2700
7500,3300
7500,3900
7500,4500
7500,5100
7500,5700
7500,6300
7500,6900
7500,7500
7500,8100
7500,8700
7500,9300
7500,9900
7500,10500
7500,11100
7500,11700
7500,12300
7500,12900
7500,13500
7500,14100
7500,14700
7500,15300
7500,15900
8100,300
8100,900
8100,1500
8100,2100
8100,2700
8100,3300
8100,3900
8100,4500
8100,5100
8100,5700
8100,6300
8100,6900
8100,7500
8100,8100
8100,8700
8100,9300
8100,9900
8100,10500
8100,11100
8100,11700
8100,12300
8100,12900
8100,13500
8100,14100
8100,14700
8100,15300
8100,15900
8700,300
8700,900
8700,1500
8700,2100
8700,2700
8700,3300
8700,3900
8700,4500
8700,5100
8700,5700
8700,6300
8700,6900
8700,7500
8700,8100
8700,8700
8700,9300
8700,9900
8700,10500
8700,11100
8700,11700
8700,12300
8700,12900
8700,13500
8700,14100
8700,14700
8700,15300
8700,15900
