Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2796,2796,0,4685049,2796,4682253,362709,2796,359913,11904201,2796,11901405,21985205,2796,21982409,6396327,2796,6393531,15623339,2796,15620543,39126961,2796,39124165,34241176,2796,34238380,5175477,2796,5172681,34943226,2796,34940430,7076398,2796,7073602
2,2947,2947,0,4110318,2947,4107371,241406,2947,238459,10740511,2947,10737564,20447755,2947,20444808,5746700,2947,5743753,14553246,2947,14550299,36646730,2947,36643783,32192256,2947,32189309,4661535,2947,4658588,32711947,2947,32708999,6753003,2947,6750056
3,2949,2949,0,4103984,2949,4101034,240824,2949,237875,10732603,2949,10729654,20440800,2949,20437850,5738220,2949,5735270,14550003,2949,14547053,36633412,2949,36630462,32186218,2949,32183268,4659904,2949,4656954,32705549,2949,32702599,6752245,2949,6749295
4,3035,3035,0,3888789,3035,3885753,199364,3035,196329,10234949,3035,10231914,19619386,3035,19616351,5488089,3035,5485053,13966181,3035,13963146,35140885,3035,35137850,30887962,3035,30884926,4430138,3035,4427103,31359325,3035,31356289,6486055,3035,6483020
5,3035,3035,0,3888789,3035,3885753,199364,3035,196329,10234949,3035,10231914,19619386,3035,19616351,5488089,3035,5485053,13966181,3035,13963146,35140885,3035,35137850,30887962,3035,30884926,4430138,3035,4427103,31359325,3035,31356289,6486055,3035,6483020
6,3133,3133,0,3560571,3133,3557437,137290,3133,134157,9422502,3133,9419369,18851407,3133,18848273,5104514,3133,5101381,13381532,3133,13378399,33574858,3133,33571725,29784810,3133,29781677,4045245,3133,4042112,29968070,3133,29964937,6275346,3133,6272212
7,3137,3137,0,3548934,3137,3545796,136419,3137,133281,9407616,3137,9404478,18838349,3137,18835211,5088590,3137,5085452,13375334,3137,13372196,33549587,3137,33546449,29773544,3137,29770406,4042207,3137,4039069,29955895,3137,29952757,6273883,3137,6270745
8,3224,3224,0,3195677,3224,3192453,76663,3224,73439,8995121,3224,8991896,18067156,3224,18063932,4663385,3224,4660160,12939322,3224,12936097,32328677,3224,32325452,28748836,3224,28745611,3942959,3224,3939734,29065164,3224,29061940,6096278,3224,6093053
9,3227,3227,0,3190243,3227,3187016,76342,3227,73115,8987920,3227,8984692,18060909,3227,18057682,4655800,3227,4652573,12936273,3227,12933046,32316432,3227,32313205,28743456,3227,28740229,3941459,3227,3938232,29059167,3227,29055940,6095557,3227,6092330
10,3313,3313,0,2999952,3313,2996638,49280,3313,45966,8479058,3313,8475744,17391151,3313,17387837,4417830,3313,4414516,12438017,3313,12434703,30765807,3313,30762493,27536677,3313,27533363,3702017,3313,3698704,27723108,3313,27719794,5796507,3313,5793193
11,3320,3320,0,2984347,3320,2981026,48520,3320,45199,8458055,3320,8454735,17372991,3320,17369670,4395761,3320,4392440,12429061,3320,12425740,30730022,3320,30726701,27521135,3320,27517814,3697659,3320,3694338,27705557,3320,27702236,5794399,3320,5791078
12,3461,3461,0,2536961,3461,2533500,11815,3461,8354,7521316,3461,7517855,16184880,3461,16181419,3789092,3461,3785631,11610810,3461,11607349,28591873,3461,28588411,25931799,3461,25928338,3334718,3461,3331257,25945294,3461,25941833,5505074,3461,5501613
13,3461,3461,0,2536961,3461,2533500,11815,3461,8354,7521316,3461,7517855,16184880,3461,16181419,3789092,3461,3785631,11610810,3461,11607349,28591873,3461,28588411,25931799,3461,25928338,3334718,3461,3331257,25945294,3461,25941833,5505074,3461,5501613
14,3507,3507,0,2417543,3507,2414035,6035,3507,2527,6971603,3507,6968095,15437112,3507,15433604,3620138,3507,3616630,11006761,3507,11003253,27651618,3507,27648110,25068048,3507,25064540,3042075,3507,3038567,24880123,3507,24876615,5420904,3507,5417397
15,3514,3514,0,2404164,3514,2400650,5865,3514,2350,6952555,3514,6949040,15420756,3514,15417241,3600377,3514,3596862,10998373,3514,10994858,27618645,3514,27615130,25054073,3514,25050558,3038125,3514,3034610,24863687,3514,24860173,5418866,3514,5415352
16,3605,3605,0,2293303,3605,2289698,3605,3605,0,6432449,3605,6428843,14734445,3605,14730839,3438152,3605,3434547,10440647,3605,10437042,26182248,3605,26178642,23893597,3605,23889992,2763035,3605,2759430,23504079,3605,23500473,5155606,3605,5152000
17,3626,3626,0,2255071,3626,2251444,3626,3626,0,6377260,3626,6373633,14687129,3626,14683502,3380793,3626,3377166,10416210,3626,10412583,26086236,3626,26082609,23853445,3626,23849818,2751752,3626,2748126,23456374,3626,23452747,5149645,3626,5146018
18,3732,3732,0,1882643,3732,1878910,3732,3732,0,5741603,3732,5737870,13553846,3732,13550113,2822098,3732,2818365,9697158,3732,9693425,24283799,3732,24280067,22404730,3732,22400997,2576372,3732,2572639,22060137,3732,22056404,4898902,3732,4895169
19,3743,3743,0,1868978,3743,1865235,3743,3743,0,5722597,3743,5718854,13535457,3743,13531714,2801596,3743,2797853,9687680,3743,9683937,24245929,3743,24242186,22386543,3743,22382799,2572822,3743,2569079,22040463,3743,22036719,4895595,3743,4891851
20,3912,3912,0,1611028,3912,1607115,3912,3912,0,5196907,3912,5192994,12290346,3912,12286433,2414586,3912,2410673,8854456,3912,8850543,21893566,3912,21889653,20327300,3912,20323387,2394498,3912,2390585,20085554,3912,20081641,4424169,3912,4420256
21,3914,3914,0,1606912,3914,1602998,3914,3914,0,5190412,3914,5186498,12285240,3914,12281325,2408411,3914,2404497,8851632,3914,8847717,21883632,3914,21879717,20323482,3914,20319567,2392914,3914,2389000,20080373,3914,20076458,4423785,3914,4419870
22,4057,4057,0,1522643,4057,1518585,175070,4057,171012,4162356,4057,4158298,11384988,4057,11380930,1982663,4057,1978605,8022058,4057,8018000,19990059,4057,19986001,19263319,4057,19259261,1934879,4057,1930821,18376737,4057,18372679,4215986,4057,4211928
23,4084,4084,0,1519044,4084,1514960,191448,4084,187364,4122390,4084,4118306,11360746,4084,11356662,1948636,4084,1944552,8000442,4084,7996358,19908376,4084,19904292,19246169,4084,19242085,1927012,4084,1922928,18332068,4084,18327984,4208433,4084,4204348
24,4211,4211,0,1369818,4211,1365606,278743,4211,274531,3378945,4211,3374733,10506839,4211,10502627,1572191,4211,1567979,7311981,4211,7307769,18167942,4211,18163730,18079647,4211,18075435,1618161,4211,1613949,16838377,4211,16834165,3960435,4211,3956223
25,4242,4242,0,1369327,4242,1365085,298624,4242,294382,3334467,4242,3330225,10480629,4242,10476387,1536701,4242,1532459,7286646,4242,7282403,18077861,4242,18073619,18061926,4242,18057684,1608717,4242,1604475,16786983,4242,16782740,3952173,4242,3947930
26,4438,4438,0,1386537,4438,1382099,451997,4438,447559,2498393,4438,2493955,9049002,4438,9044564,1294358,4438,1289920,6093253,4438,6088814,15346760,4438,15342322,15810853,4438,15806415,1193234,4438,1188796,14175500,4438,14171062,3451163,4438,3446725
27,4445,4445,0,1392395,4445,1387950,448336,4445,443890,2506544,4445,2502098,9049806,4445,9045360,1309562,4445,1305116,6091382,4445,6086936,15354850,4445,15350404,15799876,4445,15795430,1191102,4445,1186656,14167220,4445,14162775,3449036,4445,3444590
28,4619,4619,0,1546394,4619,1541774,731434,4619,726815,1944588,4619,1939968,8405007,4619,8400388,1045354,4619,1040735,5465956,4619,5461337,13604094,4619,13599474,14840819,4619,14836199,996897,4619,992277,12756414,4619,12751794,3153709,4619,3149089
29,4625,4625,0,1548519,4625,1543893,737290,4625,732665,1935491,4625,1930866,8401239,4625,8396613,1038302,4625,1033676,5460949,4625,5456323,13586600,4625,13581975,14840779,4625,14836154,995272,4625,990647,12747252,4625,12742626,3152453,4625,3147827
30,4873,4873,0,1813839,4873,1808966,1056050,4873,1051177,1303199,4873,1298326,7238874,4873,7234001,878762,4873,873888,4404730,4873,4399857,11068075,4873,11063202,12969636,4873,12964763,715623,4873,710750,10436755,4873,10431882,2665509,4873,2660636
31,4849,4849,0,1773590,4849,1768741,1016602,4849,1011753,1329364,4849,1324514,7231277,4849,7226428,887392,4849,882543,4422063,4849,4417214,11124269,4849,11119420,12943228,4849,12938379,720451,4849,715602,10469295,4849,10464446,2670664,4849,2665814
32,5046,5046,0,2330088,5046,2325042,1490803,5046,1485756,857224,5046,852177,6554206,5046,6549159,892536,5046,887489,3600436,5046,3595389,9360258,5046,9355212,11938894,5046,11933848,508893,5046,503846,8794297,5046,8789250,2350053,5046,2345007
33,5011,5011,0,2031246,5011,2026235,1281185,5011,1276173,886218,5011,881207,6428776,5011,6423765,811060,5011,806049,3655824,5011,3650813,9515904,5011,9510892,11766147,5011,11761135,517833,5011,512821,8923917,5011,8918906,2382647,5011,2377635
34,5170,5170,0,2424396,5170,2419225,1601618,5170,1596447,603404,5170,598234,5807955,5170,5802784,840225,5170,835055,2992437,5170,2987266,8039472,5170,8034302,10738567,5170,10733396,387624,5170,382453,7519555,5170,7514385,2077503,5170,2072332
35,5180,5180,0,2426974,5180,2421793,1604092,5180,1598912,601021,5180,595840,5809104,5180,5803924,839774,5180,834594,2991518,5180,2986338,8038473,5180,8033293,10742700,5180,10737520,386790,5180,381610,7518981,5180,7513800,2078106,5180,2072926
36,5370,5370,0,3002728,5370,2997357,2003608,5370,1998238,457395,5370,452025,5618524,5370,5613153,1004489,5370,999119,2565989,5370,2560618,6753350,5370,6747980,10112082,5370,10106711,306720,5370,301350,6361778,5370,6356407,1752589,5370,1747219
37,5362,5362,0,2925466,5362,2920104,1952098,5362,1946736,460800,5362,455438,5584885,5362,5579523,978730,5362,973368,2579033,5362,2573671,6779703,5362,6774341,10064778,5362,10059416,308987,5362,303625,6389183,5362,6383821,1758624,5362,1753262
38,5410,5410,0,2730274,5410,2724863,1821986,5410,1816575,401323,5410,395913,5059074,5410,5053663,913698,5410,908287,2295440,5410,2290029,5716838,5410,5711428,8879666,5410,8874256,269352,5410,263942,5471687,5410,5466276,1461562,5410,1456152
39,5431,5431,0,2752127,5431,2746696,1836561,5431,1831130,396112,5431,390681,5059887,5431,5054456,920996,5431,915565,2284541,5431,2279110,5699246,5431,5693815,8881398,5431,8875967,265885,5431,260454,5450942,5431,5445511,1458403,5431,1452972
40,5553,5553,0,2952014,5553,2946460,1969860,5553,1964307,239718,5553,234164,4501102,5553,4495549,987706,5553,982153,1771103,5553,1765549,4635430,5553,4629877,7903269,5553,7897715,161663,5553,156109,4347226,5553,4341672,1215560,5553,1210006
41,5587,5587,0,3086540,5587,3080952,2059555,5587,2053968,234281,5587,228693,4567084,5587,4561497,1032571,5587,1026984,1753504,5587,1747917,4596929,5587,4591342,7996093,5587,7990506,158049,5587,152462,4307991,5587,4302404,1206599,5587,1201012
42,5705,5705,0,3566803,5705,3561097,2379770,5705,2374065,157268,5705,151563,4234161,5705,4228455,1192738,5705,1187032,1292487,5705,1286781,3836589,5705,3830883,7495668,5705,7489962,106747,5705,101042,3468003,5705,3462297,1042942,5705,1037237
43,5691,5691,0,3443898,5691,3438207,2297829,5691,2292138,159902,5691,154211,4168843,5691,4163152,1151760,5691,1146069,1304437,5691,1298746,3865468,5691,3859777,7403778,5691,7398087,108498,5691,102807,3496111,5691,3490419,1050124,5691,1044432
44,5911,5911,0,4107531,5911,4101620,2634610,5911,2628699,201696,5911,195784,3791292,5911,3785381,1558117,5911,1552206,736579,5911,730668,2779163,5911,2773252,6460660,5911,6454749,30720,5911,24809,2195692,5911,2189781,723062,5911,717151
45,5954,5954,0,4421359,5954,4415405,2825705,5954,2819750,227848,5954,221893,3975812,5954,3969857,1694499,5954,1688544,722804,5954,716849,2783928,5954,2777974,6708012,5954,6702057,30030,5954,24075,2162095,5954,2156140,713562,5954,707607
46,6117,6117,0,5600302,6117,5594184,3433400,6117,3427282,459378,6117,453260,4380531,6117,4374413,2399649,6117,2393532,486451,6117,480333,2782676,6117,2776558,7105209,6117,7099092,6117,6117,0,1724118,6117,1718001,624951,6117,618833
47,6049,6049,0,4539510,6049,4533461,2885370,6049,2879321,220528,6049,214478,3819674,6049,3813624,1767428,6049,1761379,557425,6049,551375,2566992,6049,2560943,6461120,6049,6455071,6049,6049,0,1866449,6049,1860400,660561,6049,654512
48,6163,6163,0,4857605,6163,4851442,3046095,6163,3039931,297707,6163,291544,3837652,6163,3831489,1963445,6163,1957282,436687,6163,430523,2133361,6163,2127198,6194926,6163,6188763,6163,6163,0,1419767,6163,1413603,497703,6163,491540
49,6176,6176,0,4695967,6176,4689790,2970975,6176,2964798,248769,6176,242592,3731437,6176,3725260,1852464,6176,1846287,432287,6176,426110,2047921,6176,2041744,6069074,6176,6062898,6176,6176,0,1408821,6176,1402644,494443,6176,488266
50,6403,6403,0,5678957,6403,5672553,3443183,6403,3436779,523788,6403,517384,3935356,6403,3928952,2500870,6403,2494466,162057,6403,155654,1742829,6403,1736425,5983403,6403,5976999,6403,6403,0,750406,6403,744002,300578,6403,294174
51,6366,6366,0,5040909,6366,5034543,3154315,6366,3147949,318985,6366,312618,3578014,6366,3571648,2049269,6366,2042902,184625,6366,178259,1474526,6366,1468160,5602415,6366,5596048,6366,6366,0,791360,6366,784994,309733,6366,303367
52,6514,6514,0,5718449,6514,5711934,3514808,6514,3508293,456009,6514,449494,3922024,6514,3915509,2434903,6514,2428388,128160,6514,121645,1265415,6514,1258900,5800648,6514,5794133,6514,6514,0,477385,6514,470870,181127,6514,174612
53,6478,6478,0,5166888,6478,5160409,3222509,6478,3216030,342842,6478,336363,3596297,6478,3589819,2119039,6478,2112560,143549,6478,137071,1161176,6478,1154697,5423876,6478,5417397,6478,6478,0,531294,6478,524815,200350,6478,193872
54,6677,6677,0,5668245,6677,5661567,3459847,6677,3453169,776813,6677,770135,3756442,6677,3749765,2455982,6677,2449305,139910,6677,133233,1130209,6677,1123531,5368809,6677,5362131,198892,6677,192214,458814,6677,452136,70022,6677,63344
55,6661,6661,0,5449366,6661,5442705,3374445,6661,3367784,664573,6661,657912,3635872,6661,3629211,2277097,6661,2270435,139564,6661,132902,990698,6661,984036,5255983,6661,5249322,184583,6661,177922,449219,6661,442558,72528,6661,65866
56,6680,6680,0,5887371,6680,5880691,3613193,6680,3606513,726374,6680,719694,3884153,6680,3877472,2516319,6680,2509638,113270,6680,106590,1044515,6680,1037834,5554462,6680,5547782,172529,6680,165848,381633,6680,374953,57937,6680,51256
57,6632,6632,0,5414674,6632,5408041,3358458,6632,3351825,386935,6632,380303,3629333,6632,3622700,2253000,6632,2246367,60448,6632,53815,806878,6632,800245,5250350,6632,5243717,6632,6632,0,195703,6632,189071,74260,6632,67627
58,6638,6638,0,5757752,6638,5751113,3497418,6638,3490780,521582,6638,514943,3803438,6638,3796799,2524444,6638,2517805,39004,6638,32365,955249,6638,948610,5398031,6638,5391392,6638,6638,0,145679,6638,139040,59976,6638,53337
59,6632,6632,0,5406705,6632,5400073,3355814,6632,3349182,382932,6632,376300,3624185,6632,3617553,2245673,6632,2239041,60112,6632,53480,782678,6632,776045,5233863,6632,5227230,6632,6632,0,183349,6632,176717,68250,6632,61618
60,6728,6728,0,5619929,6728,5613201,3479265,6728,3472536,810577,6728,803849,3685328,6728,3678600,2349591,6728,2342863,142456,6728,135728,987200,6728,980471,5290256,6728,5283528,273030,6728,266302,479616,6728,472887,42157,6728,35428
61,6632,6632,0,5406705,6632,5400073,3355814,6632,3349182,382932,6632,376300,3624185,6632,3617553,2245673,6632,2239041,60112,6632,53480,782678,6632,776045,5233863,6632,5227230,6632,6632,0,183349,6632,176717,68250,6632,61618
62,6703,6703,0,5939018,6703,5932314,3611727,6703,3605023,833853,6703,827150,3893376,6703,3886673,2596384,6703,2589680,120333,6703,113630,1134308,6703,1127604,5521788,6703,5515085,208284,6703,201580,410204,6703,403500,50848,6703,44145
63,6632,6632,0,5406705,6632,5400073,3355814,6632,3349182,382932,6632,376300,3624185,6632,3617553,2245673,6632,2239041,60112,6632,53480,782678,6632,776045,5233863,6632,5227230,6632,6632,0,183349,6632,176717,68250,6632,61618
64,6669,6669,0,5437729,6669,5431060,3347998,6669,3341329,710881,6669,704211,3614802,6669,3608132,2305934,6669,2299264,139898,6669,133228,991366,6669,984696,5173873,6669,5167204,196766,6669,190096,427935,6669,421265,55639,6669,48969
65,6672,6672,0,5782908,6672,5776235,3552001,6672,3545328,464915,6672,458242,3848716,6672,3842043,2466701,6672,2460028,51734,6672,45062,883534,6672,876861,5503570,6672,5496897,6672,6672,0,163045,6672,156372,62328,6672,55655
66,6672,6672,0,5874913,6672,5868241,3592828,6672,3586156,495678,6672,489006,3904567,6672,3897895,2533260,6672,2526588,51495,6672,44823,905849,6672,899177,5548646,6672,5541973,6672,6672,0,146999,6672,140327,54424,6672,47751
67,6677,6677,0,5791518,6677,5784840,3557991,6677,3551313,696124,6677,689446,3839581,6677,3832904,2469140,6677,2462462,118973,6677,112295,1011097,6677,1004420,5483422,6677,5476744,161061,6677,154383,370476,6677,363798,55237,6677,48559
68,6763,6763,0,6577620,6763,6570856,3949101,6763,3942337,966321,6763,959557,4310032,6763,4303268,2963957,6763,2957193,129003,6763,122239,1321662,6763,1314898,6030292,6763,6023528,208235,6763,201471,408241,6763,401477,45646,6763,38883
69,6677,6677,0,5791518,6677,5784840,3557991,6677,3551313,696124,6677,689446,3839581,6677,3832904,2469140,6677,2462462,118973,6677,112295,1011097,6677,1004420,5483422,6677,5476744,161061,6677,154383,370476,6677,363798,55237,6677,48559
70,6709,6709,0,5784375,6709,5777666,3568163,6709,3561454,767947,6709,761238,3791914,6709,3785205,2440663,6709,2433954,119299,6709,112590,970788,6709,964079,5416019,6709,5409310,223878,6709,217169,397588,6709,390879,37269,6709,30559
71,6700,6700,0,5771964,6700,5765263,3561399,6700,3554698,722130,6700,715429,3788736,6700,3782035,2433873,6700,2427173,107924,6700,101223,953201,6700,946501,5419449,6700,5412748,194843,6700,188142,366039,6700,359338,41686,6700,34986
72,6609,6609,0,5173923,6609,5167313,3238568,6609,3231959,325983,6609,319374,3400224,6609,3393614,2101650,6609,2095041,7921,6609,1312,575373,6609,568763,4915881,6609,4909272,6609,6609,0,67285,6609,60676,36291,6609,29682
73,6609,6609,0,5173923,6609,5167313,3238568,6609,3231959,325983,6609,319374,3400224,6609,3393614,2101650,6609,2095041,7921,6609,1312,575373,6609,568763,4915881,6609,4909272,6609,6609,0,67285,6609,60676,36291,6609,29682
