,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12,Light13,Light14,Light15,Light16,Light17,Light18,Light19,Light20,Light21,Light22,Light23,Light24,Light25,Light26,Light27,Light28,Light29,Light30,Light31,Light32,Light33,Light34,Light35,Light36,Light37,Light38,Light39,Light40,Light41,Light42,Light43,Light44,Light45,Light46,Light47,Light48,Light49,Light50,Light51,Light52,Light53,Light54,Light55,Light56,Light57,Light58,Light59,Light60,Light61,Light62,Light63,Light64,Light65,Light66,Light67,Light68,Light69,Light70,Light71,Light72,Light73,Light74,Light75,Light76,Light77,Light78,Light79,Light80
Sensor1,0.004507368847524756,0.026469652986809117,0.029280782392512167,0.005489840360295876,0.0,0.0,0.0,0.0,0.01386342890165834,0.26211310512927344,0.2577921401027394,0.026469652986809117,0.0,0.0,0.0,0.0,0.011864198284325271,0.17431660166936933,0.21432201655894362,0.014970444928402788,0.0,0.0,0.0,0.0,0.002959815697060253,0.010959580754218753,0.011864198284325271,0.0036730405542829154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor2,0.0,0.0,0.004507368847524756,0.026469652986809117,0.026469652986809117,0.004507368847524756,0.0,0.0,0.0,0.0,0.01386342890165834,0.26211310512927344,0.26211310512927344,0.01386342890165834,0.0,0.0,0.0,0.0,0.011864198284325271,0.17431660166936933,0.17431660166936933,0.011864198284325271,0.0,0.0,0.0,0.0,0.002959815697060253,0.010959580754218753,0.010959580754218753,0.002959815697060253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor3,0.0,0.0,0.0,0.0,0.004991739201266928,0.027964097197596596,0.027964097197596596,0.004991739201266928,0.0,0.0,0.0,0.0,0.022748679695917103,0.29260858168216025,0.29260858168216025,0.022748679695917103,0.0,0.0,0.0,0.0,0.013381131772826689,0.19517959147379976,0.19517959147379976,0.013381131772826689,0.0,0.0,0.0,0.0,0.0033126247229679426,0.011442282909414458,0.011442282909414458,0.0033126247229679426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor4,0.0,0.0,0.0010298592423666668,0.0,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.015162640450756458,0.004557779457868838,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.2710827105739173,0.024292069581564064,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.2710827105739173,0.024292069581564064,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.015162640450756458,0.004557779457868838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.014042614297364147,0.0037159963911264273,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.22166766635458995,0.012997585169263585,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.22166766635458995,0.012997585169263585,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.014042614297364147,0.0037159963911264273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor6,0.0,0.0,0.0,0.0,0.0,0.001004341313143498,0.001004341313143498,0.0,0.0,0.0,0.0,0.0,0.0041317279857576335,0.014639515076132948,0.014639515076132948,0.0041317279857576335,0.0,0.0,0.0,0.0,0.014639515076132948,0.24718072275036257,0.24718072275036257,0.014639515076132948,0.0,0.0,0.0,0.0,0.014639515076132948,0.24718072275036257,0.24718072275036257,0.014639515076132948,0.0,0.0,0.0,0.0,0.0041317279857576335,0.014639515076132948,0.014639515076132948,0.0041317279857576335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.015162640450756458,0.004557779457868838,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.2710827105739173,0.024292069581564064,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.2710827105739173,0.024292069581564064,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.015162640450756458,0.004557779457868838,0.0,0.0,0.0,0.0,0.0,0.0,0.0010298592423666668,0.0,0.0,0.0,0.0,0.0
Sensor8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.014042614297364147,0.0037159963911264273,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.22166766635458995,0.012997585169263585,0.0,0.0,0.0,0.0,0.012997585169263585,0.22166766635458995,0.22166766635458995,0.012997585169263585,0.0,0.0,0.0,0.0,0.0037159963911264273,0.014042614297364147,0.014042614297364147,0.0037159963911264273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041317279857576335,0.014639515076132948,0.014639515076132948,0.0041317279857576335,0.0,0.0,0.0,0.0,0.014639515076132948,0.24718072275036257,0.24718072275036257,0.014639515076132948,0.0,0.0,0.0,0.0,0.014639515076132948,0.24718072275036257,0.24718072275036257,0.014639515076132948,0.0,0.0,0.0,0.0,0.0041317279857576335,0.014639515076132948,0.014639515076132948,0.0041317279857576335,0.0,0.0,0.0,0.0,0.0,0.001004341313143498,0.001004341313143498,0.0
Sensor10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002959815697060253,0.010959580754218753,0.011864198284325271,0.0036730405542829154,0.0,0.0,0.0,0.0,0.011864198284325271,0.17431660166936933,0.21432201655894362,0.014970444928402788,0.0,0.0,0.0,0.0,0.01386342890165834,0.26211310512927344,0.2577921401027394,0.026469652986809117,0.0,0.0,0.0,0.0,0.004507368847524756,0.026469652986809117,0.029280782392512167,0.005489840360295876,0.0,0.0,0.0,0.0
