,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12,Light13,Light14,Light15,Light16,Light17,Light18,Light19,Light20,Light21,Light22,Light23,Light24,Light25,Light26,Light27,Light28,Light29,Light30,Light31,Light32,Light33,Light34,Light35,Light36,Light37,Light38,Light39,Light40,Light41,Light42,Light43,Light44,Light45
Sensor23,0.0,0.0,0.0010603622814683415,0.003115104533486544,0.011938271096074655,0.06997162375496993,0.25131837559936554,0.06997162375496993,0.011938271096074655,0.0,0.0,0.0010144392830630793,0.0028880400932359356,0.010366607991206967,0.05043814111107074,0.14009610740746084,0.05043814111107074,0.010366607991206967,0.0,0.0,0.0,0.0019152278333376541,0.005309595300408983,0.013007051214660293,0.021288589244272547,0.013007051214660293,0.005309595300408983,0.0,0.0,0.0,0.0010403034126446175,0.0021109037214476238,0.00370185967868516,0.004810332735889982,0.00370185967868516,0.0021109037214476238,0.0,0.0,0.0,0.0,0.0,0.0012959649750911373,0.0014787614817418388,0.0012959649750911373,0.0
Sensor24,0.0,0.0,0.0,0.001501434562073372,0.004877272241558898,0.021288589244272547,0.13148280724025213,0.2113556811447304,0.038741612343123365,0.0,0.0,0.0,0.0014242794107296038,0.004435954737334975,0.01684220550164125,0.0822086102804284,0.12208029883527938,0.0302812445453965,0.0,0.0,0.0,0.0010337445927931167,0.0026308718710519137,0.007500454525571504,0.016425950349343927,0.020090248234636024,0.009788660979292915,0.0,0.0,0.0,0.0,0.0013431788623602232,0.0026044393572065803,0.004320750633032422,0.004680487190192115,0.003149720078882095,0.0,0.0,0.0,0.0,0.0,0.001020813313085632,0.0013930254776563958,0.0014565989804516748,0.0011467512065966904
Sensor25,0.0,0.0,0.0,0.0,0.0021301665059432844,0.007763693465536358,0.038741612343123365,0.2113556811447304,0.13148280724025213,0.0,0.0,0.0,0.0,0.00200063785936763,0.006897688791251042,0.0302812445453965,0.12208029883527938,0.0822086102804284,0.0,0.0,0.0,0.0,0.001413745372031885,0.003657768246420123,0.009788660979292915,0.020090248234636024,0.016425950349343927,0.0,0.0,0.0,0.0,0.0,0.0016894606202432286,0.003149720078882095,0.004680487190192115,0.004320750633032422,0.0,0.0,0.0,0.0,0.0,0.0,0.0011467512065966904,0.0014565989804516748,0.0013930254776563958
Sensor26,0.0,0.0014242794107296038,0.004435954737334975,0.01684220550164125,0.0822086102804284,0.12208029883527938,0.0302812445453965,0.006897688791251042,0.00200063785936763,0.0,0.001501434562073372,0.004877272241558898,0.021288589244272547,0.13148280724025213,0.2113556811447304,0.038741612343123365,0.007763693465536358,0.0021301665059432844,0.0,0.0011859211597555798,0.003294126314117025,0.010366607991206967,0.032146366989340085,0.04030523360286916,0.015267663092485322,0.004945605890028354,0.0016624084876669342,0.0,0.0,0.0017600571804461775,0.0038390331974377345,0.007250282931367964,0.008040923472782333,0.005015372542355531,0.0022942462745120917,0.001020813313085632,0.0,0.0,0.0,0.0014676173738928508,0.0020731550506102804,0.002189566450428356,0.0016894606202432286,0.0010272481567229447,0.0
Sensor27,0.0,0.0,0.00200063785936763,0.006897688791251042,0.0302812445453965,0.12208029883527938,0.0822086102804284,0.01684220550164125,0.004435954737334975,0.0,0.0,0.0021301665059432844,0.007763693465536358,0.038741612343123365,0.2113556811447304,0.13148280724025213,0.021288589244272547,0.004877272241558898,0.0,0.0,0.0016624084876669342,0.004945605890028354,0.015267663092485322,0.04030523360286916,0.032146366989340085,0.010366607991206967,0.003294126314117025,0.0,0.0,0.001020813313085632,0.0022942462745120917,0.005015372542355531,0.008040923472782333,0.007250282931367964,0.0038390331974377345,0.0017600571804461775,0.0,0.0,0.0,0.0010272481567229447,0.0016894606202432286,0.002189566450428356,0.0020731550506102804,0.0014676173738928508,0.0
Sensor28,0.0,0.0,0.0010144392830630793,0.0028880400932359356,0.010366607991206967,0.05043814111107074,0.14009610740746084,0.05043814111107074,0.010366607991206967,0.0,0.0,0.0010603622814683415,0.003115104533486544,0.011938271096074655,0.06997162375496993,0.25131837559936554,0.06997162375496993,0.011938271096074655,0.0,0.0,0.0,0.0023160831845515702,0.0073737900276342775,0.023296899481120403,0.04373347613332347,0.023296899481120403,0.0073737900276342775,0.0,0.0,0.0,0.0013529314409599852,0.0029822041156236452,0.006167969563535568,0.00833315127882791,0.006167969563535568,0.0029822041156236452,0.0,0.0,0.0,0.0,0.0012187337798405798,0.001898804174133465,0.0022305598291383353,0.001898804174133465,0.0012187337798405798
Sensor29,0.0,0.0,0.0,0.0014242794107296038,0.004435954737334975,0.01684220550164125,0.0822086102804284,0.12208029883527938,0.0302812445453965,0.0,0.0,0.0,0.001501434562073372,0.004877272241558898,0.021288589244272547,0.13148280724025213,0.2113556811447304,0.038741612343123365,0.0,0.0,0.0,0.0011859211597555798,0.003294126314117025,0.010366607991206967,0.032146366989340085,0.04030523360286916,0.015267663092485322,0.0,0.0,0.0,0.0,0.0017600571804461775,0.0038390331974377345,0.007250282931367964,0.008040923472782333,0.005015372542355531,0.0,0.0,0.0,0.0,0.0,0.0014676173738928508,0.0020731550506102804,0.002189566450428356,0.0016894606202432286
Sensor30,0.0,0.0,0.0,0.0,0.00200063785936763,0.006897688791251042,0.0302812445453965,0.12208029883527938,0.0822086102804284,0.0,0.0,0.0,0.0,0.0021301665059432844,0.007763693465536358,0.038741612343123365,0.2113556811447304,0.13148280724025213,0.0,0.0,0.0,0.0,0.0016624084876669342,0.004945605890028354,0.015267663092485322,0.04030523360286916,0.032146366989340085,0.0,0.0,0.0,0.0,0.001020813313085632,0.0022942462745120917,0.005015372542355531,0.008040923472782333,0.007250282931367964,0.0,0.0,0.0,0.0,0.0,0.0010272481567229447,0.0016894606202432286,0.002189566450428356,0.0020731550506102804
Sensor31,0.0,0.0,0.001210403009483617,0.0023382338649675033,0.003657768246420123,0.0039347690938810525,0.0027982731491114302,0.00154837634333647,0.0,0.0,0.0,0.0024539105983936104,0.006676618553343017,0.013908359047052909,0.016025284466270474,0.009136802307478301,0.003370088470654929,0.0013431788623602232,0.0,0.0013930254776563958,0.0042648090718633794,0.015639431495057688,0.06997162375496993,0.09817208276941033,0.027334638858765744,0.006570016711523895,0.0019487219991369286,0.0,0.0015129674882484346,0.004945605890028354,0.021928243279774357,0.14009610740746084,0.23323737779054313,0.04030523360286916,0.007900498711971786,0.0021496946044162837,0.0,0.0012271516105884198,0.0034890628607444365,0.011453713839461458,0.038741612343123365,0.049768245316754285,0.017274878163067664,0.005309595300408983,0.00173129609330284
Sensor32,0.0,0.0,0.0,0.00154837634333647,0.0027982731491114302,0.0039347690938810525,0.003657768246420123,0.0023382338649675033,0.001210403009483617,0.0,0.0,0.0013431788623602232,0.003370088470654929,0.009136802307478301,0.016025284466270474,0.013908359047052909,0.006676618553343017,0.0024539105983936104,0.0,0.0,0.0019487219991369286,0.006570016711523895,0.027334638858765744,0.09817208276941033,0.06997162375496993,0.015639431495057688,0.0042648090718633794,0.0,0.0,0.0021496946044162837,0.007900498711971786,0.04030523360286916,0.23323737779054313,0.14009610740746084,0.021928243279774357,0.004945605890028354,0.0,0.0,0.00173129609330284,0.005309595300408983,0.017274878163067664,0.049768245316754285,0.038741612343123365,0.011453713839461458,0.0034890628607444365
Sensor33,0.0,0.0,0.0,0.0,0.0019152278333376541,0.0032571062155399805,0.0041561074839746165,0.0032571062155399805,0.0019152278333376541,0.0,0.0,0.0,0.0018045637844794854,0.004810332735889982,0.0112226843830748,0.01684220550164125,0.0112226843830748,0.004810332735889982,0.0,0.0,0.0,0.0027982731491114302,0.009788660979292915,0.04561572608946428,0.11369039119081356,0.04561572608946428,0.009788660979292915,0.0,0.0,0.0010671788091579095,0.003149720078882095,0.012192461125379118,0.07371423843108249,0.2793538868747284,0.07371423843108249,0.012192461125379118,0.0,0.0,0.0,0.0024300974044824033,0.008040923472782333,0.027334638858765744,0.052666835319937835,0.027334638858765744,0.008040923472782333
Sensor34,0.0,0.0,0.0,0.0,0.001210403009483617,0.0023382338649675033,0.003657768246420123,0.0039347690938810525,0.0027982731491114302,0.0,0.0,0.0,0.0,0.0024539105983936104,0.006676618553343017,0.013908359047052909,0.016025284466270474,0.009136802307478301,0.0,0.0,0.0,0.0013930254776563958,0.0042648090718633794,0.015639431495057688,0.06997162375496993,0.09817208276941033,0.027334638858765744,0.0,0.0,0.0,0.0015129674882484346,0.004945605890028354,0.021928243279774357,0.14009610740746084,0.23323737779054313,0.04030523360286916,0.0,0.0,0.0,0.0012271516105884198,0.0034890628607444365,0.011453713839461458,0.038741612343123365,0.049768245316754285,0.017274878163067664
Sensor35,0.0,0.0,0.0,0.0,0.0,0.00154837634333647,0.0027982731491114302,0.0039347690938810525,0.003657768246420123,0.0,0.0,0.0,0.0,0.0013431788623602232,0.003370088470654929,0.009136802307478301,0.016025284466270474,0.013908359047052909,0.0,0.0,0.0,0.0,0.0019487219991369286,0.006570016711523895,0.027334638858765744,0.09817208276941033,0.06997162375496993,0.0,0.0,0.0,0.0,0.0021496946044162837,0.007900498711971786,0.04030523360286916,0.23323737779054313,0.14009610740746084,0.0,0.0,0.0,0.0,0.00173129609330284,0.005309595300408983,0.017274878163067664,0.049768245316754285,0.038741612343123365
Sensor36,0.0,0.0,0.0,0.0016230344627400448,0.0023382338649675033,0.0024780761133517673,0.0018825912115052411,0.0011168073873434829,0.0,0.0,0.0,0.001898804174133465,0.004435954737334975,0.008485228877217359,0.009490877180177163,0.0057148921122792025,0.0025026009391275698,0.0010810123479059865,0.0,0.0012271516105884198,0.0034890628607444365,0.011453713839461458,0.038741612343123365,0.049768245316754285,0.017274878163067664,0.005309595300408983,0.00173129609330284,0.0,0.0015129674882484346,0.004945605890028354,0.021928243279774357,0.14009610740746084,0.23323737779054313,0.04030523360286916,0.007900498711971786,0.0021496946044162837,0.0,0.0013930254776563958,0.0042648090718633794,0.015639431495057688,0.06997162375496993,0.09817208276941033,0.027334638858765744,0.006570016711523895,0.0019487219991369286
Sensor37,0.0,0.0,0.0,0.0011168073873434829,0.0018825912115052411,0.0024780761133517673,0.0023382338649675033,0.0016230344627400448,0.0,0.0,0.0,0.0010810123479059865,0.0025026009391275698,0.0057148921122792025,0.009490877180177163,0.008485228877217359,0.004435954737334975,0.001898804174133465,0.0,0.0,0.00173129609330284,0.005309595300408983,0.017274878163067664,0.049768245316754285,0.038741612343123365,0.011453713839461458,0.0034890628607444365,0.0,0.0,0.0021496946044162837,0.007900498711971786,0.04030523360286916,0.23323737779054313,0.14009610740746084,0.021928243279774357,0.004945605890028354,0.0,0.0,0.0019487219991369286,0.006570016711523895,0.027334638858765744,0.09817208276941033,0.06997162375496993,0.015639431495057688,0.0042648090718633794
Sensor38,0.0,0.0,0.0,0.0,0.0013727585393817098,0.0021301665059432844,0.002527492239776928,0.0021301665059432844,0.0013727585393817098,0.0,0.0,0.0,0.0014457044163040211,0.003294126314117025,0.0071298294168513025,0.009258824061567321,0.0071298294168513025,0.003294126314117025,0.0,0.0,0.0,0.0024300974044824033,0.008040923472782333,0.027334638858765744,0.052666835319937835,0.027334638858765744,0.008040923472782333,0.0,0.0,0.0010671788091579095,0.003149720078882095,0.012192461125379118,0.07371423843108249,0.2793538868747284,0.07371423843108249,0.012192461125379118,0.0,0.0,0.0,0.0027982731491114302,0.009788660979292915,0.04561572608946428,0.11369039119081356,0.04561572608946428,0.009788660979292915
Sensor39,0.0,0.0,0.0,0.0,0.0,0.0016230344627400448,0.0023382338649675033,0.0024780761133517673,0.0018825912115052411,0.0,0.0,0.0,0.0,0.001898804174133465,0.004435954737334975,0.008485228877217359,0.009490877180177163,0.0057148921122792025,0.0,0.0,0.0,0.0012271516105884198,0.0034890628607444365,0.011453713839461458,0.038741612343123365,0.049768245316754285,0.017274878163067664,0.0,0.0,0.0,0.0015129674882484346,0.004945605890028354,0.021928243279774357,0.14009610740746084,0.23323737779054313,0.04030523360286916,0.0,0.0,0.0,0.0013930254776563958,0.0042648090718633794,0.015639431495057688,0.06997162375496993,0.09817208276941033,0.027334638858765744
