Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5136579,2796,5133783,8243342,2796,8240546,362709,2796,359913,2569687,2796,2566891,25047798,2796,25045002,182752,2796,179956,20737674,2796,20734878,6519897,2796,6517101,20093970,2796,20091174,2796,2796,0,13036999,2796,13034203,2796,2796,0
2,4852303,2851,4849451,7720063,2851,7717211,298207,2851,295356,2427577,2851,2424725,24332617,2851,24329766,150529,2851,147678,20067001,2851,20064149,6397838,2851,6394986,19630844,2851,19627992,2851,2851,0,12792824,2851,12789972,2851,2851,0
3,4847399,2861,4844538,7709946,2861,7707085,296379,2861,293518,2425130,2861,2422269,24282721,2861,24279860,149620,2861,146759,20030871,2861,20028009,6383462,2861,6380601,19584942,2861,19582080,2861,2861,0,12764063,2861,12761202,2861,2861,0
4,4644868,2899,4641969,7309256,2899,7306357,231834,2899,228935,2323884,2899,2320984,23742292,2899,23739392,117366,2899,114467,19544845,2899,19541946,6292395,2899,6289496,19214790,2899,19211891,2899,2899,0,12581891,2899,12578992,2899,2899,0
5,4628323,2929,4625393,7277822,2929,7274893,227464,2929,224535,2315626,2929,2312696,23554812,2929,23551882,115197,2929,112267,19408988,2929,19406059,6236914,2929,6233984,19041686,2929,19038756,2929,2929,0,12470898,2929,12467969,2929,2929,0
6,4436850,3022,4433827,6895999,3022,6892977,164512,3022,161490,2219936,3022,2216913,22273434,3022,22270412,83767,3022,80745,18437160,3022,18434138,5894720,3022,5891698,17920352,3022,17917329,3022,3022,0,11786418,3022,11783396,3022,3022,0
7,4439421,3017,4436404,6900625,3017,6897607,165018,3017,162000,2221219,3017,2218202,22303692,3017,22300674,84018,3017,81000,18459136,3017,18456119,5903774,3017,5900756,17948288,3017,17945270,3017,3017,0,11804530,3017,11801512,3017,3017,0
8,4055498,3101,4052397,6230180,3101,6227078,102090,3101,98988,2029299,3101,2026198,21625474,3101,21622373,52595,3101,49494,17729021,3101,17725920,5826763,3101,5823662,17622572,3101,17619471,3101,3101,0,11650426,3101,11647325,3101,3101,0
9,4051451,3108,4048343,6223542,3108,6220434,101720,3108,98612,2027280,3108,2024171,21569904,3108,21566795,52414,3108,49306,17688850,3108,17685742,5809721,3108,5806613,17570866,3108,17567758,3108,3108,0,11616334,3108,11613226,3108,3108,0
10,3756447,3166,3753280,5750283,3166,5747117,81296,3166,78130,1879806,3166,1876640,20846046,3166,20842879,42231,3166,39065,16974066,3166,16970900,5673655,3166,5670489,17131830,3166,17128663,3166,3166,0,11344145,3166,11340978,3166,3166,0
11,3753805,3171,3750634,5746022,3171,5742851,81104,3171,77933,1878488,3171,1875317,20808148,3171,20804977,42137,3171,38966,16946728,3171,16943557,5661974,3171,5658803,17096481,3171,17093310,3171,3171,0,11320777,3171,11317606,3171,3171,0
12,3586969,3210,3583758,5463403,3210,5460193,59580,3210,56370,1795089,3210,1791879,20034949,3210,20031738,31395,3210,28185,16306588,3210,16303377,5467080,3210,5463869,16479375,3210,16476164,3210,3210,0,10930950,3210,10927739,3210,3210,0
13,3576644,3231,3573413,5445834,3231,5442603,58220,3231,54988,1789938,3231,1786706,19907796,3231,19904564,30726,3231,27494,16214126,3231,16210894,5428619,3231,5425387,16361877,3231,16358645,3231,3231,0,10854006,3231,10850774,3231,3231,0
14,3345203,3326,3341876,5056488,3326,5053161,30224,3326,26897,1674264,3326,1670938,18545432,3326,18542106,16775,3326,13448,15131696,3326,15128369,5061103,3326,5057777,15217004,3326,15213678,3326,3326,0,10118880,3326,10115554,3326,3326,0
15,3334708,3349,3331358,5038847,3349,5035498,28989,3349,25639,1669029,3349,1665679,18427916,3349,18424566,16169,3349,12819,15045432,3349,15042083,5025872,3349,5022522,15109377,3349,15106027,3349,3349,0,10048394,3349,10045045,3349,3349,0
16,3129646,3424,3126221,4705532,3424,4702107,11941,3424,8516,1566535,3424,1563110,17362280,3424,17358855,7683,3424,4258,14175502,3424,14172077,4744797,3424,4741372,14240316,3424,14236891,3424,3424,0,9486169,3424,9482744,3424,3424,0
17,3124316,3436,3120880,4697077,3436,4693640,11650,3436,8213,1563876,3436,1560440,17297712,3436,17294275,7543,3436,4106,14128211,3436,14124775,4725163,3436,4721727,14180938,3436,14177502,3436,3436,0,9446891,3436,9443454,3436,3436,0
18,2923870,3505,2920365,4386648,3505,4383143,5235,3505,1730,1463687,3505,1460182,16519316,3505,16515811,4370,3505,865,13446530,3505,13443025,4534743,3505,4531238,13599816,3505,13596311,3505,3505,0,9065982,3505,9062477,3505,3505,0
19,2924852,3502,2921349,4388171,3502,4384668,5265,3502,1762,1464177,3502,1460674,16530360,3502,16526858,4384,3502,881,13454691,3502,13451188,4538084,3502,4534581,13609892,3502,13606389,3502,3502,0,9072666,3502,9069163,3502,3502,0
20,2824357,3548,2820809,4235245,3548,4231697,3871,3548,322,1413953,3548,1410404,15816416,3548,15812867,3710,3548,161,12895920,3548,12892371,4334127,3548,4330578,12995768,3548,12992219,3548,3548,0,8664706,3548,8661157,3548,3548,0
21,2814841,3569,2811271,4220834,3569,4217264,3808,3569,238,1409205,3569,1405635,15693059,3569,15689489,3689,3569,119,12805796,3569,12802226,4296229,3569,4292659,12881907,3569,12878337,3569,3569,0,8588889,3569,8585319,3569,3569,0
22,2680590,3617,2676973,4019077,3617,4015459,3617,3617,0,1342104,3617,1338486,15029640,3617,15026022,3617,3617,0,12251777,3617,12248159,4119967,3617,4116349,12352667,3617,12349049,3617,3617,0,8236317,3617,8232699,3617,3617,0
23,2668273,3645,2664627,4000586,3645,3996940,3645,3645,0,1335959,3645,1332313,14870754,3645,14867109,3645,3645,0,12135574,3645,12131928,4071139,3645,4067493,12206127,3645,12202481,3645,3645,0,8138633,3645,8134987,3645,3645,0
24,2377062,3726,2373336,3563730,3726,3560004,3726,3726,0,1190394,3726,1186668,13804366,3726,13800640,3726,3726,0,11181933,3726,11178206,3812828,3726,3809101,11431030,3726,11427304,3726,3726,0,7621929,3726,7618202,3726,3726,0
25,2372705,3741,2368964,3557187,3741,3553446,3741,3741,0,1188223,3741,1184482,13688675,3741,13684933,3741,3741,0,11101167,3741,11097425,3775731,3741,3771989,11319711,3741,11315969,3741,3741,0,7547721,3741,7543979,3741,3741,0
26,2180484,3796,2176688,3268828,3796,3265032,3796,3796,0,1092140,3796,1088344,12633382,3796,12629586,3796,3796,0,10237427,3796,10233630,3488096,3796,3484299,10456694,3796,10452898,3796,3796,0,6972395,3796,6968598,3796,3796,0
27,2154636,3849,2150787,3230030,3849,3226180,3849,3849,0,1079243,3849,1075393,12408472,3849,12404623,3849,3849,0,10065921,3849,10062071,3421794,3849,3417945,10257685,3849,10253836,3849,3849,0,6839740,3849,6835890,3849,3849,0
28,2096684,3876,2092807,3143088,3876,3139211,3876,3876,0,1050280,3876,1046403,11930941,3876,11927064,3876,3876,0,9699259,3876,9695382,3281962,3876,3278085,9838133,3876,9834256,3876,3876,0,6560047,3876,6556171,3876,3876,0
29,2093333,3895,2089438,3138052,3895,3134157,3895,3895,0,1048614,3895,1044719,11814258,3895,11810363,3895,3895,0,9618669,3895,9614774,3244203,3895,3240308,9724819,3895,9720924,3895,3895,0,6484511,3895,6480616,3895,3895,0
30,1920228,3923,1916305,2878381,3923,2874458,3923,3923,0,962076,3923,958152,11075685,3923,11071762,3923,3923,0,8982019,3923,8978096,3055742,3923,3051819,9159380,3923,9155457,3923,3923,0,6107561,3923,6103638,3923,3923,0
31,1896452,3975,1892477,2842691,3975,2838716,3975,3975,0,950214,3975,946238,10877769,3975,10873793,3975,3975,0,8830235,3975,8826260,2997747,3975,2993772,8985291,3975,8981316,3975,3975,0,5991519,3975,5987544,3975,3975,0
32,1514165,4074,1510090,2269210,4074,2265135,4074,4074,0,759120,4074,755045,10039471,4074,10035396,4074,4074,0,7952748,4074,7948673,2845843,4074,2841768,8529381,4074,8525306,4074,4074,0,5687612,4074,5683537,4074,4074,0
33,1516711,4080,1512631,2273027,4080,2268946,4080,4080,0,760395,4080,756315,9976517,4080,9972437,4080,4080,0,7912897,4080,7908817,2824015,4080,2819935,8463886,4080,8459806,4080,4080,0,5643950,4080,5639870,4080,4080,0
