Step,Power[cd],Power[W]
0,0,0
1,2796.0,106.6272
2,2893.8599999999997,108.33000000000001
3,2896.1899999999996,108.33000000000001
4,3022.5924999999997,111.73560000000002
5,3029.5824999999995,111.73560000000002
6,3159.041261,115.99260000000001
7,3182.341261,115.99260000000001
8,3255.4290598199996,118.12110000000001
9,3264.7490598199997,118.12110000000001
10,3411.9670820782,123.22950000000002
11,3414.2970820781998,123.22950000000002
12,3521.510285205902,127.06080000000003
13,3537.820285205902,127.06080000000003
14,3589.2177826250017,128.76360000000003
15,3600.867782625002,128.76360000000003
16,3734.505083664378,134.29770000000005
17,3732.1750836643782,134.29770000000005
18,3776.0665037919644,135.57480000000004
19,3786.22849578123,135.57480000000004
20,3914.1382289987455,139.83180000000004
21,3925.7882289987456,139.83180000000004
22,4027.0112134363617,143.23740000000004
23,4059.5534733686786,143.23740000000004
24,4133.406653123079,147.49440000000004
25,4134.995218864273,147.49440000000004
26,4221.6608621564565,150.04860000000002
27,4233.996543601059,150.04860000000002
28,4251.846880153231,151.3257
29,4336.771111026298,151.3257
30,4392.462151289489,155.5827
31,4442.701708607469,155.5827
32,4579.021821940508,161.11680000000004
33,4600.253139418429,161.11680000000004
34,4744.750436449648,167.50230000000002
35,4735.934800105418,167.50230000000002
36,4790.0586443747125,168.77940000000004
37,4770.193529716857,168.77940000000004
38,4938.609340476845,173.4621
39,4856.177475205595,173.4621
40,4940.085010724633,173.88780000000006
41,4946.097275676328,173.88780000000006
42,5020.393482992882,176.44200000000004
43,4998.379173028428,176.44200000000004
44,5133.171118031567,179.84760000000003
45,5005.555649279171,179.84760000000003
46,5160.762233522683,181.55040000000002
47,5023.403834640703,181.55040000000002
48,5065.199157578633,178.99620000000004
49,5065.348531080233,178.99620000000004
50,5147.119186997732,180.2733
51,5143.219937466755,180.2733
52,5171.447561347324,181.55040000000002
53,5142.128419863707,181.55040000000002
54,5204.659895952689,183.67890000000003
55,5215.8543512458555,183.67890000000003
56,5268.7396507469275,184.95600000000002
57,5202.01678225269,184.95600000000002
58,5234.205152541632,184.10460000000003
59,5192.504123333116,184.10460000000003
60,5324.258170993242,186.23310000000004
61,5267.617671321592,186.23310000000004
62,5441.305455255582,191.34150000000002
63,5318.051020489369,191.34150000000002
64,5395.2319116539775,189.21300000000002
65,5306.862489198387,189.21300000000002
66,5435.752072470621,190.91580000000005
67,5294.62709761045,190.91580000000005
68,5281.548797898327,184.95600000000002
69,5239.452149471758,184.95600000000002
70,5197.223151181248,182.82750000000001
71,5197.223151181248,182.82750000000001
72,5236.626559999958,184.10460000000006
73,5228.728787491092,184.10460000000006
74,5291.16686271236,185.38170000000002
75,5225.307216048741,185.38170000000002
76,5303.153202604189,186.65879999999999
77,5187.4737586566625,186.65879999999999
78,5189.960978073194,182.82750000000001
79,5150.807649308463,182.82750000000001
80,5312.226445025062,187.08450000000002
81,5162.906204133477,187.08450000000002
82,5199.513781037317,182.8275
83,5179.035292934343,182.8275
84,5310.479438326851,186.65879999999999
85,5178.428864781167,186.65879999999999
86,5311.858315960447,187.0845
87,5213.658444569246,187.0845
88,5273.509767528104,185.80740000000003
89,5212.703080719351,185.80740000000003
90,5241.524786939415,184.95600000000002
91,5248.339243867275,184.95600000000002
92,5283.156551778647,186.6588
93,5182.969160975153,186.6588
94,5284.189706861968,186.23310000000004
95,5269.531761094106,186.23310000000004
96,5342.779965644579,188.3616
97,5265.323428963159,188.3616
98,5286.274263526176,185.80740000000003
99,5276.648727539412,185.80740000000003
100,5195.576265552922,183.6789
101,5195.576265552922,183.6789
102,5358.939059537582,187.9359
103,5242.097154670053,187.9359
104,5273.027470888318,185.80740000000003
105,5186.885207720981,185.80740000000003
106,5306.996824586343,186.65880000000004
107,5168.428736493765,186.65880000000004
108,5258.1352219177825,185.38170000000002
109,5204.782636071833,185.38170000000002
110,5379.50215317391,190.06440000000003
111,5250.118157469069,190.06440000000003
112,5199.698818368877,183.6789
113,5165.788123119413,183.6789
114,5262.546244963461,186.23310000000004
115,5165.788123119413,186.23310000000004
116,5236.596934789165,184.95600000000002
117,5283.1243804511405,184.95600000000002
118,5392.478770767386,190.4901
119,5289.109450433158,190.4901
120,5357.751927861271,188.36159999999998
121,5312.988813482627,188.36159999999998
122,5421.2990279142,190.9158
123,5362.532445410119,190.9158
124,5562.860859828671,196.44990000000004
125,5362.532445410119,196.44990000000004
126,5440.42687753868,192.61860000000004
127,5402.920109292225,192.61860000000004
128,5565.959870817877,196.4499
129,5391.766657656398,196.4499
130,5582.354534884205,196.87560000000002
131,5409.798071134318,196.87560000000002
132,5514.850931418376,194.7471
133,5475.02655661223,194.7471
134,5559.279476916929,196.4499
135,5453.95822637409,196.4499
136,5568.7707452517425,196.44990000000004
137,5465.266509651984,196.44990000000004
138,5550.023215232847,196.4499
139,5491.6836796938605,196.4499
140,5512.919576957118,195.17280000000002
141,5491.6836796938605,195.17280000000002
142,5660.332739154511,199.4298
143,5491.6836796938605,199.4298
144,5579.9346274494255,196.87560000000002
145,5503.723300027631,196.87560000000002
146,5615.302558444831,197.727
147,5544.5027588017165,197.727
148,5675.28378438942,200.28119999999998
149,5544.5027588017165,200.28119999999998
150,5583.558664232094,196.8756
151,5553.855743154406,196.8756
152,5717.276596832397,201.13260000000002
153,5541.082909942308,201.13260000000002
154,5600.916291302144,197.30130000000003
155,5535.326588945885,197.30130000000003
156,5678.718905396112,200.2812
157,5486.708546234092,200.2812
158,5599.752449252107,197.727
