Step,Power[cd],Power[W]
0,0,0
1,2796.0,106.6272
2,2914.83,107.9043
3,2914.83,107.9043
4,3117.6332,114.71550000000002
5,3117.6332,114.71550000000002
6,3296.0892979999994,119.82390000000001
7,3296.0892979999994,119.82390000000001
8,3472.03296399,125.358
9,3472.03296399,125.358
10,3647.6391172941,131.74350000000004
11,3647.6391172941,131.74350000000004
12,3793.709036636342,136.42620000000005
13,3793.709036636342,136.42620000000005
14,3963.379715453289,141.5346
15,3963.379715453289,141.5346
16,4094.4465179122985,145.3659
17,4094.4465179122985,145.3659
18,4219.60119134685,149.1972
19,4231.9584216831645,149.1972
20,4434.323787190141,156.0084
21,4425.055864437905,156.0084
22,4615.182950662837,162.8196
23,4609.00433549468,162.8196
24,4801.452612612945,168.77939999999998
25,4810.720535365181,168.77939999999998
26,4961.7686612110165,173.8878
27,4952.500738458781,173.8878
28,5235.2505367004405,183.25320000000005
29,5225.982613948205,183.25320000000005
30,5403.666330829479,189.213
31,5358.261387410764,189.213
32,5524.1359231389115,192.61860000000001
33,5488.771744260961,192.61860000000001
34,5762.318948319883,200.70690000000002
35,5737.676014382293,200.70690000000002
36,5917.06172392766,206.24099999999999
37,5882.15220648518,206.24099999999999
38,6135.149800702963,212.62650000000002
39,6125.706712935546,212.62650000000002
40,6337.821784959424,219.86340000000004
41,6300.1218816543205,219.86340000000004
42,6582.249186937335,227.9517
43,6445.379003640766,227.9517
44,6597.458957583789,228.37740000000005
45,6553.8874272726025,228.37740000000005
46,6817.665156817133,237.31709999999998
47,6711.467448289388,237.31709999999998
48,6933.381445029956,240.29700000000005
49,6711.467448289388,240.29700000000005
50,6773.341881879236,234.7629
51,6709.02195518289,234.7629
52,6820.121430051596,236.46570000000003
53,6719.874588284882,236.46570000000003
54,6834.9994189494555,238.16850000000002
55,6773.88721871407,238.16850000000002
56,6901.031932035767,239.0199
57,6810.973822454258,239.0199
58,7011.346401826084,243.7026
59,6887.280704213872,243.7026
60,7076.779447353407,246.25680000000003
61,6887.280704213872,246.25680000000003
62,7189.285969153548,248.81100000000004
63,6887.280704213872,248.81100000000004
64,7156.248389678869,249.66240000000002
65,6887.280704213872,249.66240000000002
66,7082.4215998253585,246.2568
67,6947.428249938217,246.2568
68,7173.210481704316,249.66240000000002
69,6947.428249938217,249.66240000000002
70,7025.149197863657,244.554
71,6958.3040859820485,244.554
72,7139.2771439956105,249.2367
73,6958.3040859820485,249.2367
74,7072.519480447796,246.68249999999998
75,6947.217147726335,246.68249999999998
76,7102.389490050059,247.9596
77,6959.940598719641,247.9596
78,7114.979068091856,247.53390000000005
79,6991.333799437913,247.53390000000005
80,7060.928396630476,245.8311
81,6991.333799437913,245.8311
82,7207.637636071446,250.5138
83,6991.333799437913,250.5138
84,7059.37550133134,245.83110000000005
85,7022.833672786475,245.83110000000005
86,7203.56271972616,249.66240000000005
87,7002.725271449359,249.66240000000005
88,7252.436510399417,253.06800000000004
89,7002.725271449359,253.06800000000004
90,7214.872793541434,250.51380000000003
91,7002.725271449359,250.51380000000003
92,7138.296179414561,247.9596
93,7002.725271449359,247.9596
94,7169.00656193938,249.66240000000002
95,7002.725271449359,249.66240000000002
96,7197.568152071204,251.36520000000002
97,7075.252812383083,251.36520000000002
98,7048.887417058435,246.25680000000003
99,7068.949958307157,246.25680000000003
100,7084.653666945849,246.68249999999998
101,7049.7940694245335,246.68249999999998
102,7154.176710659061,249.2367
103,7049.7940694245335,249.2367
104,7182.461698987858,250.51380000000003
105,7049.7940694245335,250.51380000000003
106,7209.2240471388195,250.93950000000004
107,7049.7940694245335,250.93950000000004
108,7216.322315483947,250.93950000000004
109,7049.7940694245335,250.93950000000004
110,7290.136195897097,253.49370000000002
111,7049.7940694245335,253.49370000000002
112,7183.27950123665,250.08810000000003
113,7049.7940694245335,250.08810000000003
114,7258.68213638881,253.06800000000004
115,7049.7940694245335,253.06800000000004
116,7090.684173351972,246.2568
117,7066.1636157807625,246.2568
118,7157.747399964788,248.81099999999998
119,7066.1636157807625,248.81099999999998
120,7091.265949156814,247.1082
121,7031.600217025898,247.1082
122,7204.9748459382545,250.5138
123,7031.600217025898,250.5138
124,7167.883282494258,249.6624
125,7031.600217025898,249.6624
126,7262.427333367257,253.49370000000002
127,7031.600217025898,253.49370000000002
128,7328.720659700807,255.19650000000001
129,7031.600217025898,255.19650000000001
130,7209.06907972525,251.79090000000002
131,7031.600217025898,251.79090000000002
132,7132.883500577118,248.81099999999998
133,7044.112338347371,248.81099999999998
134,7191.677631895856,250.0881
135,7044.112338347371,250.0881
136,7175.159391629344,250.08810000000003
137,7044.112338347371,250.08810000000003
138,7135.720467817742,248.81100000000004
139,7031.627410941748,248.81100000000004
140,7216.674259751446,251.36520000000004
141,7031.627410941748,251.36520000000004
142,7200.09510257564,250.51380000000003
143,7031.627410941748,250.51380000000003
144,7133.579587449882,247.95960000000005
145,7031.627410941748,247.95960000000005
146,7211.648841817347,251.3652
147,7031.627410941748,251.3652
148,7166.157005918034,250.0881
149,7048.467057957607,250.0881
150,7108.591656918648,247.95960000000002
151,7048.467057957607,247.95960000000002
152,7115.431043226539,248.38530000000003
153,7061.601982629976,248.38530000000003
154,7171.224022166396,249.2367
155,7061.601982629976,249.2367
156,7136.252102182176,248.81100000000004
157,7049.645209495417,248.81100000000004
158,7157.815738449879,249.2367
159,7049.645209495417,249.2367
160,7074.780861323714,246.6825
161,7049.645209495417,246.6825
162,7156.469771467081,248.38530000000003
