Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5873636,2796,5870840,13571791,2796,13568995,1198727,2796,1195931,15074058,2796,15071262,29006981,2796,29004185,13190629,2796,13187833,24008887,2796,24006091,48875851,2796,48873055,36384172,2796,36381376,9953501,2796,9950705,44274882,2796,44272086,18015773,2796,18012977
2,5184010,2961,5181048,11905767,2961,11902806,806720,2961,803759,13837869,2961,13834907,26851706,2961,26848744,11869457,2961,11866496,22534084,2961,22531123,46084437,2961,46081476,34697412,2961,34694451,9350177,2961,9347215,42038062,2961,42035101,16997549,2961,16994588
3,5184010,2961,5181048,11905767,2961,11902806,806720,2961,803759,13837869,2961,13834907,26851706,2961,26848744,11869457,2961,11866496,22534084,2961,22531123,46084437,2961,46081476,34697412,2961,34694451,9350177,2961,9347215,42038062,2961,42035101,16997549,2961,16994588
4,4974368,3063,4971304,11317942,3063,11314879,650949,3063,647885,13067255,3063,13064191,25664788,3063,25661724,11051128,3063,11048065,21594478,3063,21591414,43540254,3063,43537190,33124973,3063,33121909,8665743,3063,8662679,39747805,3063,39744741,15899436,3063,15896372
5,4974368,3063,4971304,11317942,3063,11314879,650949,3063,647885,13067255,3063,13064191,25664788,3063,25661724,11051128,3063,11048065,21594478,3063,21591414,43540254,3063,43537190,33124973,3063,33121909,8665743,3063,8662679,39747805,3063,39744741,15899436,3063,15896372
6,4590004,3187,4586816,10335621,3187,10332433,457350,3187,454163,12066850,3187,12063663,24112066,3187,24108878,10097750,3187,10094562,20371969,3187,20368781,40769866,3187,40766678,31489536,3187,31486348,7915263,3187,7912075,37424443,3187,37421255,14763484,3187,14760296
7,4590004,3187,4586816,10335621,3187,10332433,457350,3187,454163,12066850,3187,12063663,24112066,3187,24108878,10097750,3187,10094562,20371969,3187,20368781,40769866,3187,40766678,31489536,3187,31486348,7915263,3187,7912075,37424443,3187,37421255,14763484,3187,14760296
8,4198228,3322,4194906,9488061,3322,9484738,344884,3322,341562,10851042,3322,10847719,22411837,3322,22408514,9301616,3322,9298293,18796110,3322,18792787,37864442,3322,37861120,29702188,3322,29698865,6927796,3322,6924474,34624482,3322,34621160,13609030,3322,13605707
9,4198228,3322,4194906,9488061,3322,9484738,344884,3322,341562,10851042,3322,10847719,22411837,3322,22408514,9301616,3322,9298293,18796110,3322,18792787,37864442,3322,37861120,29702188,3322,29698865,6927796,3322,6924474,34624482,3322,34621160,13609030,3322,13605707
10,3624678,3554,3621124,8042682,3554,8039127,133512,3554,129957,9123267,3554,9119712,19643227,3554,19639672,7624596,3554,7621041,16558894,3554,16555339,33111133,3554,33107579,26598006,3554,26594451,5696859,3554,5693304,30282515,3554,30278960,11696697,3554,11693142
11,3624678,3554,3621124,8042682,3554,8039127,133512,3554,129957,9123267,3554,9119712,19643227,3554,19639672,7624596,3554,7621041,16558894,3554,16555339,33111133,3554,33107579,26598006,3554,26594451,5696859,3554,5693304,30282515,3554,30278960,11696697,3554,11693142
12,3119452,3745,3115707,6861584,3745,6857838,26178,3745,22433,7938112,3745,7934367,17536244,3745,17532498,6413560,3745,6409815,14870562,3745,14866817,29881203,3745,29877458,24375076,3745,24371331,4955231,3745,4951486,27358289,3745,27354544,10371787,3745,10368042
13,3119452,3745,3115707,6861584,3745,6857838,26178,3745,22433,7938112,3745,7934367,17536244,3745,17532498,6413560,3745,6409815,14870562,3745,14866817,29881203,3745,29877458,24375076,3745,24371331,4955231,3745,4951486,27358289,3745,27354544,10371787,3745,10368042
14,2900664,3921,2896742,6229372,3921,6225450,3921,3921,0,7017702,3921,7013780,16095914,3921,16091992,5521918,3921,5517996,13673375,3921,13669453,27001475,3921,26997553,22482906,3921,22478984,4247797,3921,4243875,24801889,3921,24797967,9200913,3921,9196991
15,2900664,3921,2896742,6229372,3921,6225450,3921,3921,0,7017702,3921,7013780,16095914,3921,16091992,5521918,3921,5517996,13673375,3921,13669453,27001475,3921,26997553,22482906,3921,22478984,4247797,3921,4243875,24801889,3921,24797967,9200913,3921,9196991
