Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5572154,2796,5569358,7921259,2796,7918463,656157,2796,653361,2569687,2796,2566891,5572154,2796,5569358,2796,2796,0,7703471,2796,7700675,2796,2796,0,2796,2796,0,2796,2796,0,2796,2796,0,2796,2796,0
2,5277624,2809,5274814,7552889,2809,7550079,546023,2809,543213,2459146,2809,2456336,5277624,2809,5274814,2809,2809,0,7371818,2809,7369008,2809,2809,0,2809,2809,0,2809,2809,0,2809,2809,0,2809,2809,0
3,5208514,2861,5205653,7465431,2861,7462570,521725,2861,518864,2432733,2861,2429871,5208514,2861,5205653,2861,2861,0,7292477,2861,7289615,2861,2861,0,2861,2861,0,2861,2861,0,2861,2861,0,2861,2861,0
4,5038851,2859,5035992,7272575,2859,7269715,429268,2859,426408,2378719,2859,2375859,5038851,2859,5035992,2859,2859,0,7130438,2859,7127579,2859,2859,0,2859,2859,0,2859,2859,0,2859,2859,0,2859,2859,0
5,5038851,2859,5035992,7272575,2859,7269715,429268,2859,426408,2378719,2859,2375859,5038851,2859,5035992,2859,2859,0,7130438,2859,7127579,2859,2859,0,2859,2859,0,2859,2859,0,2859,2859,0,2859,2859,0
6,4839453,2821,4836632,7001789,2821,6998968,386791,2821,383969,2293147,2821,2290326,4839453,2821,4836632,2821,2821,0,6873799,2821,6870978,2821,2821,0,2821,2821,0,2821,2821,0,2821,2821,0,2821,2821,0
7,4839453,2821,4836632,7001789,2821,6998968,386791,2821,383969,2293147,2821,2290326,4839453,2821,4836632,2821,2821,0,6873799,2821,6870978,2821,2821,0,2821,2821,0,2821,2821,0,2821,2821,0,2821,2821,0
8,4337006,2871,4334134,6333138,2871,6330267,259274,2871,256402,2084471,2871,2081599,4337006,2871,4334134,2871,2871,0,6247671,2871,6244799,2871,2871,0,2871,2871,0,2871,2871,0,2871,2871,0,2871,2871,0
9,4315233,2910,4312322,6303494,2910,6300583,254761,2910,251850,2075121,2910,2072211,4315233,2910,4312322,2910,2910,0,6219544,2910,6216633,2910,2910,0,2910,2910,0,2910,2910,0,2910,2910,0,2910,2910,0
10,4001343,2930,3998412,5884426,2930,5881495,177115,2930,174184,1944075,2930,1941144,4001343,2930,3998412,2930,2930,0,5826364,2930,5823433,2930,2930,0,2930,2930,0,2930,2930,0,2930,2930,0,2930,2930,0
11,3941176,2984,3938192,5802606,2984,5799622,164483,2984,161499,1918247,2984,1915263,3941176,2984,3938192,2984,2984,0,5748773,2984,5745789,2984,2984,0,2984,2984,0,2984,2984,0,2984,2984,0,2984,2984,0
12,3552839,2998,3549840,5262233,2998,5259234,101288,2998,98289,1745155,2998,1742157,3552839,2998,3549840,2998,2998,0,5229469,2998,5226471,2998,2998,0,2998,2998,0,2998,2998,0,2998,2998,0,2998,2998,0
13,3516471,3048,3513423,5213368,3048,5210319,92771,3048,89722,1729852,3048,1726804,3516471,3048,3513423,3048,3048,0,5183461,3048,5180412,3048,3048,0,3048,3048,0,3048,3048,0,3048,3048,0,3048,3048,0
14,3441079,3015,3438064,5110820,3015,5107804,76952,3015,73937,1697401,3015,1694386,3441079,3015,3438064,3015,3015,0,5086174,3015,5083158,3015,3015,0,3015,3015,0,3015,3015,0,3015,3015,0,3015,3015,0
15,3441079,3015,3438064,5110820,3015,5107804,76952,3015,73937,1697401,3015,1694386,3441079,3015,3438064,3015,3015,0,5086174,3015,5083158,3015,3015,0,3015,3015,0,3015,3015,0,3015,3015,0,3015,3015,0
16,3235249,3053,3232195,4830189,3053,4827136,34788,3053,31735,1608572,3053,1605519,3235249,3053,3232195,3053,3053,0,4819611,3053,4816558,3053,3053,0,3053,3053,0,3053,3053,0,3053,3053,0,3053,3053,0
