Step,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
0,20,20,20,20,20,20,20,20,20,20,20,20
1,20,20,20,20,20,20,20,20,20,20,20,20
2,20,20,20,21,20,20,20,20,20,19,19,19
3,20,20,20,21,20,20,20,20,20,19,19,19
4,21,21,20,20,21,22,18,19,21,18,19,18
5,21,21,20,20,21,22,18,19,21,18,19,18
6,21,23,21,22,23,23,18,20,21,18,20,18
7,21,23,21,22,23,23,18,20,21,18,20,18
8,21,26,21,23,25,23,18,19,21,19,19,19
9,21,26,21,23,25,23,18,19,21,19,19,19
10,22,27,22,23,27,24,20,19,21,20,18,19
11,22,27,22,23,27,24,20,19,21,20,18,19
12,23,28,23,23,26,24,18,19,22,18,19,19
13,23,28,23,23,26,24,18,19,22,18,19,19
14,22,29,23,24,28,25,18,19,22,19,19,19
15,22,29,23,24,28,25,18,19,22,19,19,19
16,23,30,23,25,30,25,19,19,22,18,18,18
17,23,30,23,25,30,25,19,19,22,18,18,18
18,23,29,24,25,31,25,19,19,22,17,18,18
19,23,29,24,25,31,25,19,19,22,17,18,18
20,24,32,23,25,33,26,17,19,21,17,18,17
21,24,32,23,25,33,26,17,19,21,17,18,17
22,24,34,24,25,33,26,17,20,21,17,18,18
23,24,34,24,25,33,26,17,20,21,17,18,18
24,23,37,23,27,35,28,17,20,21,17,18,18
25,23,37,23,27,35,28,17,20,21,17,18,18
26,24,40,25,28,39,29,16,20,21,16,18,17
27,24,40,25,28,39,29,16,20,21,16,18,17
28,23,42,23,30,36,30,16,20,19,16,18,17
29,23,42,23,30,36,30,16,20,19,16,18,17
30,23,47,25,30,37,31,16,20,18,16,17,16
31,23,47,25,30,37,31,16,20,18,16,17,16
32,24,45,24,31,38,29,15,19,18,16,18,17
33,24,45,24,31,38,29,15,19,18,16,18,17
34,23,43,24,31,38,30,16,19,18,16,17,16
35,23,43,24,31,38,30,16,19,18,16,17,16
36,24,42,23,32,36,34,15,19,16,16,17,15
37,24,42,23,32,36,34,15,19,16,16,17,15
38,24,46,24,31,36,34,15,18,18,15,17,16
39,24,46,24,31,36,34,15,18,18,15,17,16
40,22,47,23,32,35,31,16,18,18,16,17,15
41,22,47,23,32,35,31,16,18,18,16,17,15
42,24,44,24,32,37,30,15,19,17,16,16,16
43,24,44,24,32,37,30,15,19,17,16,16,16
44,23,46,23,32,37,30,15,20,18,15,17,16
45,23,46,23,32,37,30,15,20,18,15,17,16
46,22,44,24,32,38,32,15,20,17,15,16,15
47,22,44,24,32,38,32,15,20,17,15,16,15
48,23,44,24,33,37,33,15,21,16,16,17,15
49,23,44,24,33,37,33,15,21,16,16,17,15
50,24,45,24,34,38,34,15,22,18,16,17,16
51,24,45,24,34,38,34,15,22,18,16,17,16
52,23,44,24,35,36,36,15,22,17,15,16,16
53,23,44,24,35,36,36,15,22,17,15,16,16
54,24,44,24,34,36,38,15,22,16,15,16,16
55,24,44,24,34,36,38,15,22,16,15,16,16
56,22,44,25,35,39,38,15,23,17,15,16,15
57,22,44,25,35,39,38,15,23,17,15,16,15
58,22,43,23,37,38,38,15,24,17,15,16,16
59,22,43,23,37,38,38,15,24,17,15,16,16
60,23,42,23,38,37,41,16,23,16,16,17,15
61,23,42,23,38,37,41,16,23,16,16,17,15
62,23,43,24,38,36,46,16,24,17,15,17,16
63,23,43,24,38,36,46,16,24,17,15,17,16
64,23,45,25,39,36,45,14,24,17,16,17,15
65,23,45,25,39,36,45,14,24,17,16,17,15
66,23,46,23,40,36,44,16,24,18,16,16,16
67,23,46,23,40,36,44,16,24,18,16,16,16
68,23,47,23,41,37,41,15,23,16,15,16,16
69,23,47,23,41,37,41,15,23,16,15,16,16
70,23,42,24,40,39,44,15,24,17,15,16,16
71,23,42,24,40,39,44,15,24,17,15,16,16
72,22,46,24,41,38,46,16,24,17,16,16,15
73,22,46,24,41,38,46,16,24,17,16,16,15
74,24,44,24,43,37,49,15,24,17,16,16,15
75,24,44,24,43,37,49,15,24,17,16,16,15
76,23,43,23,46,36,48,15,25,17,16,17,16
77,23,43,23,46,36,48,15,25,17,16,17,16
78,24,44,23,45,35,49,15,26,16,15,17,15
79,24,44,23,45,35,49,15,26,16,15,17,15
80,23,47,23,44,38,48,15,25,17,16,17,15
81,23,47,23,44,38,48,15,25,17,16,17,15
82,23,44,23,47,37,46,15,26,16,16,17,16
83,23,44,23,47,37,46,15,26,16,16,17,16
