Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,438370,2796,435574,5268149,2796,5265353,1198727,2796,1195931,4145179,2796,4142383,3417445,2796,3414649,6761640,2796,6758844,2796,2796,0,6216370,2796,6213574,542666,2796,539870,2796,2796,0,2796,2796,0,2796,2796,0
2,388058,2819,385239,5004601,2819,5001782,1066775,2819,1063956,4001651,2819,3998831,3198312,2819,3195492,6487670,2819,6484851,2819,2819,0,6001066,2819,5998247,488409,2819,485590,2819,2819,0,2819,2819,0,2819,2819,0
3,385330,2842,382487,4979201,2842,4976359,1056972,2842,1054129,3987044,2842,3984201,3179094,2842,3176252,6460293,2842,6457450,2842,2842,0,5979145,2842,5976302,482490,2842,479647,2842,2842,0,2842,2842,0,2842,2842,0
4,317082,2865,314217,4527099,2865,4524234,828787,2865,825921,3778183,2865,3775318,2798986,2865,2796121,6022878,2865,6020013,2865,2865,0,5665843,2865,5662978,355022,2865,352157,2865,2865,0,2865,2865,0,2865,2865,0
5,308574,2913,305660,4458374,2913,4455460,805019,2913,802105,3731957,2913,3729043,2749372,2913,2746459,5942783,2913,5939869,2913,2913,0,5596479,2913,5593565,343837,2913,340923,2913,2913,0,2913,2913,0,2913,2913,0
6,198128,2961,195167,3772208,2961,3769246,516609,2961,513648,3306592,2961,3303630,2217587,2961,2214625,5178915,2961,5175953,2961,2961,0,4958407,2961,4955445,224248,2961,221286,2961,2961,0,2961,2961,0,2961,2961,0
7,191324,3010,188314,3711413,3010,3708402,497607,3010,494596,3263752,3010,3260741,2175084,3010,2172073,5106133,3010,5103122,3010,3010,0,4894122,3010,4891112,215251,3010,212240,3010,3010,0,3010,3010,0,3010,3010,0
8,103527,3067,100459,3138718,3067,3135650,282303,3067,279235,2875402,3067,2872334,1749309,3067,1746242,4436644,3067,4433576,3067,3067,0,4311570,3067,4308502,135084,3067,132016,3067,3067,0,3067,3067,0,3067,3067,0
9,99036,3105,95931,3088548,3105,3085443,269806,3105,266701,2836963,3105,2833858,1716419,3105,1713314,4373532,3105,4370427,3105,3105,0,4253892,3105,4250787,129074,3105,125969,3105,3105,0,3105,3105,0,3105,3105,0
10,53091,3171,49920,2629374,3171,2626203,131157,3171,127986,2515983,3171,2512812,1397691,3171,1394520,3825259,3171,3822088,3171,3171,0,3772390,3171,3769219,56512,3171,53341,3171,3171,0,3171,3171,0,3171,3171,0
11,52558,3187,49370,2619043,3187,2615855,128969,3187,125781,2508198,3187,2505010,1391074,3187,1387886,3812279,3187,3809092,3187,3187,0,3760703,3187,3757516,55062,3187,51874,3187,3187,0,3187,3187,0,3187,3187,0
12,34492,3196,31295,2524473,3196,2521276,81188,3196,77991,2458345,3196,2455149,1308746,3196,1305549,3713168,3196,3709971,3196,3196,0,3685920,3196,3682723,38044,3196,34847,3196,3196,0,3196,3196,0,3196,3196,0
13,32325,3234,29090,2488445,3234,2485211,75487,3234,72253,2427406,3234,2424172,1287298,3234,1284064,3664504,3234,3661270,3234,3234,0,3639493,3234,3636259,35457,3234,32223,3234,3234,0,3234,3234,0,3234,3234,0
14,15927,3247,12680,2213654,3247,2210406,31220,3247,27972,2192837,3247,2189589,1123870,3247,1120622,3295254,3247,3292006,3247,3247,0,3287631,3247,3284384,13529,3247,10281,3247,3247,0,3247,3247,0,3247,3247,0
15,14563,3287,11276,2180254,3287,2176967,27724,3287,24437,2162468,3287,2159181,1105131,3287,1101844,3248411,3287,3245124,3287,3287,0,3242059,3287,3238772,11980,3287,8693,3287,3287,0,3287,3287,0,3287,3287,0
16,6529,3267,3262,2001854,3267,1998587,10271,3267,7004,1996828,3267,1993561,1006339,3267,1003071,2995352,3267,2992085,3267,3267,0,2993608,3267,2990341,5743,3267,2476,3267,3267,0,3267,3267,0,3267,3267,0
17,6529,3267,3262,2001854,3267,1998587,10271,3267,7004,1996828,3267,1993561,1006339,3267,1003071,2995352,3267,2992085,3267,3267,0,2993608,3267,2990341,5743,3267,2476,3267,3267,0,3267,3267,0,3267,3267,0
18,4442,3275,1167,1918185,3275,1914910,5426,3275,2151,1916979,3275,1913704,961783,3275,958508,2874098,3275,2870823,3275,3275,0,2873831,3275,2870556,3807,3275,532,3275,3275,0,3275,3275,0,3275,3275,0
19,4289,3303,985,1904706,3303,1901403,5038,3303,1734,1903821,3303,1900518,954839,3303,951535,2854234,3303,2850931,3303,3303,0,2854080,3303,2850777,3660,3303,357,3303,3303,0,3303,3303,0,3303,3303,0
20,3340,3340,0,1591040,3340,1587700,3340,3340,0,1591040,3340,1587700,797190,3340,793850,2384890,3340,2381550,3340,3340,0,2384890,3340,2381550,3340,3340,0,3340,3340,0,3340,3340,0,3340,3340,0
21,3382,3382,0,1560690,3382,1557308,3382,3382,0,1560690,3382,1557308,782036,3382,778654,2339344,3382,2335962,3382,3382,0,2339344,3382,2335962,3382,3382,0,3382,3382,0,3382,3382,0,3382,3382,0
22,3377,3377,0,1514237,3377,1510860,3377,3377,0,1514237,3377,1510860,758807,3377,755430,2269667,3377,2266290,3377,3377,0,2269667,3377,2266290,3377,3377,0,3377,3377,0,3377,3377,0,3377,3377,0
23,3377,3377,0,1514237,3377,1510860,3377,3377,0,1514237,3377,1510860,758807,3377,755430,2269667,3377,2266290,3377,3377,0,2269667,3377,2266290,3377,3377,0,3377,3377,0,3377,3377,0,3377,3377,0
24,3442,3442,0,1247322,3442,1243880,3442,3442,0,1247322,3442,1243880,625382,3442,621940,1869263,3442,1865820,3442,3442,0,1869263,3442,1865820,3442,3442,0,3442,3442,0,3442,3442,0,3442,3442,0
25,3485,3485,0,1212169,3485,1208684,3485,3485,0,1212169,3485,1208684,607827,3485,604342,1816511,3485,1813026,3485,3485,0,1816511,3485,1813026,3485,3485,0,3485,3485,0,3485,3485,0,3485,3485,0
26,182915,3568,179346,1124307,3568,1120738,355886,3568,352317,868039,3568,864470,865042,3568,861473,1466869,3568,1463300,3568,3568,0,1300274,3568,1296705,3568,3568,0,3568,3568,0,3568,3568,0,3568,3568,0
27,3551,3551,0,1075527,3551,1071976,3551,3551,0,1075527,3551,1071976,539539,3551,535988,1611516,3551,1607964,3551,3551,0,1611516,3551,1607964,3551,3551,0,3551,3551,0,3551,3551,0,3551,3551,0
28,177504,3525,173978,1040997,3525,1037471,264494,3525,260968,954008,3525,950482,652745,3525,649219,1429249,3525,1425723,3525,3525,0,1429249,3525,1425723,3525,3525,0,3525,3525,0,3525,3525,0,3525,3525,0
29,169618,3528,166089,1094561,3528,1091032,252662,3528,249134,1011516,3528,1007988,673612,3528,670083,1515510,3528,1511982,3528,3528,0,1515510,3528,1511982,3528,3528,0,3528,3528,0,3528,3528,0,3528,3528,0
30,293621,3567,290053,1477826,3567,1474258,744793,3567,741225,808285,3567,804717,1263314,3567,1259747,1559608,3567,1556040,3567,3567,0,1210643,3567,1207075,266892,3567,263324,3567,3567,0,3567,3567,0,3567,3567,0
31,169061,3526,165535,1097017,3526,1093490,251828,3526,248302,1014249,3526,1010723,674423,3526,670896,1519611,3526,1516085,3526,3526,0,1519611,3526,1516085,3526,3526,0,3526,3526,0,3526,3526,0,3526,3526,0
32,296246,3584,292662,1389687,3584,1386102,717415,3584,713831,772749,3584,769164,1189068,3584,1185483,1469801,3584,1466217,3584,3584,0,1157332,3584,1153747,240790,3584,237205,3584,3584,0,3584,3584,0,3584,3584,0
33,176242,3534,172707,1079471,3534,1075936,262595,3534,259060,993117,3534,989582,671033,3534,667498,1487909,3534,1484374,3534,3534,0,1487909,3534,1484374,3534,3534,0,3534,3534,0,3534,3534,0,3534,3534,0
34,223170,3519,219650,1147252,3519,1143732,426324,3519,422804,850767,3519,847247,926782,3519,923263,1461050,3519,1457531,3519,3519,0,1274391,3519,1270871,3519,3519,0,3519,3519,0,3519,3519,0,3519,3519,0
35,173713,3491,170222,1093428,3491,1089936,258825,3491,255333,1008317,3491,1004825,676126,3491,672635,1510729,3491,1507238,3491,3491,0,1510729,3491,1507238,3491,3491,0,3491,3491,0,3491,3491,0,3491,3491,0
36,211724,3503,208220,1203180,3503,1199677,411299,3503,407796,908140,3503,904636,950438,3503,946934,1551388,3503,1547885,3503,3503,0,1360458,3503,1356954,3503,3503,0,3503,3503,0,3503,3503,0,3503,3503,0
37,182495,3502,178993,1073204,3502,1069702,271992,3502,268490,983707,3502,980205,672598,3502,669096,1473810,3502,1470308,3502,3502,0,1473810,3502,1470308,3502,3502,0,3502,3502,0,3502,3502,0,3502,3502,0
38,300687,3586,297100,1528784,3586,1525198,792796,3586,789210,795582,3586,791996,1317494,3586,1313908,1571298,3586,1567711,3586,3586,0,1191580,3586,1187994,310987,3586,307401,3586,3586,0,3586,3586,0,3586,3586,0
39,176807,3492,173314,1088336,3492,1084844,263464,3492,259972,1001678,3492,998186,675900,3492,672408,1500771,3492,1497279,3492,3492,0,1500771,3492,1497279,3492,3492,0,3492,3492,0,3492,3492,0,3492,3492,0
40,271335,3525,267809,1238234,3525,1234708,513549,3525,510023,887711,3525,884185,1038355,3525,1034829,1546423,3525,1542897,3525,3525,0,1329804,3525,1326278,3525,3525,0,3525,3525,0,3525,3525,0,3525,3525,0
41,185894,3503,182390,1067628,3503,1064125,277089,3503,273586,976433,3503,972930,672359,3503,668855,1462898,3503,1459395,3503,3503,0,1462898,3503,1459395,3503,3503,0,3503,3503,0,3503,3503,0,3503,3503,0
42,267032,3539,263492,1153138,3539,1149598,504137,3539,500597,810675,3539,807135,986675,3539,983135,1424960,3539,1421420,3539,3539,0,1214243,3539,1210703,3539,3539,0,3539,3539,0,3539,3539,0,3539,3539,0
43,188010,3511,184499,1210822,3511,1207310,356168,3511,352656,966756,3511,963244,897357,3511,893845,1600195,3511,1596683,3511,3511,0,1448379,3511,1444867,3511,3511,0,3511,3511,0,3511,3511,0,3511,3511,0
44,295497,3550,291946,1396294,3550,1392743,709231,3550,705680,792049,3550,788498,1184030,3550,1180480,1490071,3550,1486520,3550,3550,0,1186298,3550,1182747,235299,3550,231748,3550,3550,0,3550,3550,0,3550,3550,0
45,185403,3514,181888,1213144,3514,1209629,352573,3514,349058,969749,3514,966235,897196,3514,893681,1605317,3514,1601802,3514,3514,0,1452867,3514,1449352,3514,3514,0,3514,3514,0,3514,3514,0,3514,3514,0
46,281495,3544,277951,1432222,3544,1428678,734491,3544,730947,760519,3544,756975,1220797,3544,1217253,1481112,3544,1477568,3544,3544,0,1139006,3544,1135462,289476,3544,285932,3544,3544,0,3544,3544,0,3544,3544,0
47,198180,3546,194633,1206111,3546,1202564,384970,3546,381424,929848,3546,926301,929750,3546,926203,1571945,3546,1568398,3546,3546,0,1392998,3546,1389451,3546,3546,0,3546,3546,0,3546,3546,0,3546,3546,0
48,296033,3579,292453,1432782,3579,1429202,770496,3579,766917,730485,3579,726906,1242581,3579,1239001,1449200,3579,1445621,3579,3579,0,1093939,3579,1090359,304790,3579,301211,3579,3579,0,3579,3579,0,3579,3579,0
49,217784,3582,214202,1407392,3582,1403809,575829,3582,572247,874993,3582,871411,1099959,3582,1096377,1582814,3582,1579232,3582,3582,0,1310698,3582,1307116,233354,3582,229772,3582,3582,0,3582,3582,0,3582,3582,0
50,374835,3679,371155,1558965,3679,1555285,1018380,3679,1014700,601680,3679,598001,1470825,3679,1467145,1383932,3679,1380252,3679,3679,0,900681,3679,897001,436364,3679,432684,3679,3679,0,3679,3679,0,3679,3679,0
51,233754,3616,230137,1452236,3616,1448619,648433,3616,644816,831733,3616,828116,1171501,3616,1167884,1563655,3616,1560038,3616,3616,0,1245791,3616,1242175,284972,3616,281355,3616,3616,0,3616,3616,0,3616,3616,0
52,291449,3620,287828,1525397,3620,1521776,814319,3620,810698,742607,3620,738986,1321668,3620,1318047,1512906,3620,1509285,3620,3620,0,1112101,3620,1108480,360726,3620,357105,3620,3620,0,3620,3620,0,3620,3620,0
53,252200,3646,248553,1490261,3646,1486614,719488,3646,715842,788985,3646,785339,1237805,3646,1234159,1540604,3646,1536957,3646,3646,0,1181655,3646,1178008,330720,3646,327074,3646,3646,0,3646,3646,0,3646,3646,0
54,339026,3652,335374,1638731,3652,1635079,978753,3652,975100,677223,3652,673571,1490895,3652,1487243,1507312,3652,1503660,3652,3652,0,1014009,3652,1010357,454428,3652,450776,3652,3652,0,3652,3652,0,3652,3652,0
55,264665,3674,260991,1573581,3674,1569907,802956,3674,799281,759789,3674,756115,1336935,3674,1333260,1556557,3674,1552883,3674,3674,0,1137847,3674,1134173,400552,3674,396878,3674,3674,0,3674,3674,0,3674,3674,0
56,390319,3702,386616,1717754,3702,1714051,1171862,3702,1168159,540392,3702,536689,1653703,3702,1650000,1407957,3702,1404254,3702,3702,0,808736,3702,805033,580953,3702,577250,3702,3702,0,3702,3702,0,3702,3702,0
57,278931,3700,275230,1571954,3700,1568254,840183,3700,836483,725051,3700,721351,1358574,3700,1354874,1519043,3700,1515343,3700,3700,0,1085727,3700,1082026,417657,3700,413957,3700,3700,0,3700,3700,0,3700,3700,0
58,365818,3711,362107,1627457,3711,1623745,1090697,3711,1086986,540660,3711,536948,1538140,3711,1534429,1351064,3711,1347352,3711,3711,0,809134,3711,805422,549432,3711,545721,3711,3711,0,3711,3711,0,3711,3711,0
59,306235,3739,302495,1582452,3739,1578712,913440,3739,909700,668644,3739,664904,1409142,3739,1405402,1464948,3739,1461208,3739,3739,0,1001096,3739,997356,451802,3739,448063,3739,3739,0,3739,3739,0,3739,3739,0
60,355073,3754,351318,1738072,3754,1734317,1136674,3754,1132919,556083,3754,552328,1626848,3754,1623093,1427470,3754,1423715,3754,3754,0,832247,3754,828493,620415,3754,616660,3754,3754,0,3754,3754,0,3754,3754,0
61,335030,3784,331246,1743627,3784,1739842,1077021,3784,1073237,618058,3784,614273,1600113,3784,1596329,1499562,3784,1495778,3784,3784,0,925194,3784,921410,582152,3784,578367,3784,3784,0,3784,3784,0,3784,3784,0
62,447581,3864,443717,2124755,3864,2120891,1534004,3864,1530140,467498,3864,463634,2098175,3864,2094311,1547257,3864,1543392,3864,3864,0,699315,3864,695451,885050,3864,881186,3864,3864,0,3864,3864,0,3864,3864,0
63,345413,3799,341613,1746570,3799,1742771,1103073,3799,1099273,598596,3799,594796,1617218,3799,1613418,1480086,3799,1476286,3799,3799,0,895994,3799,892194,593413,3799,589613,3799,3799,0,3799,3799,0,3799,3799,0
64,493336,3879,489457,2131202,3879,2127322,1593145,3879,1589266,459945,3879,456065,2152079,3879,2148199,1547240,3879,1543360,3879,3879,0,687977,3879,684098,854779,3879,850899,3879,3879,0,3879,3879,0,3879,3879,0
65,355176,3812,351364,1748292,3812,1744480,1126104,3812,1122292,581597,3812,577785,1631889,3812,1628077,1462544,3812,1458731,3812,3812,0,870490,3812,866677,602250,3812,598438,3812,3812,0,3812,3812,0,3812,3812,0
66,502773,3863,498910,2044251,3863,2040388,1557830,3863,1553967,451033,3863,447170,2073402,3863,2069538,1483501,3863,1479637,3863,3863,0,674618,3863,670755,806184,3863,802321,3863,3863,0,3863,3863,0,3863,3863,0
67,366793,3821,362972,1744900,3821,1741079,1147911,3821,1144089,564889,3821,561068,1643268,3821,1639447,1442471,3821,1438650,3821,3821,0,845423,3821,841602,606036,3821,602215,3821,3821,0,3821,3821,0,3821,3821,0
68,537124,3830,533294,1924270,3830,1920440,1538381,3830,1534551,427557,3830,423727,1996201,3830,1992371,1391179,3830,1387349,3830,3830,0,639421,3830,635591,721292,3830,717461,3830,3830,0,3830,3830,0,3830,3830,0
69,370923,3820,367103,1719588,3820,1715767,1140092,3820,1136272,560196,3820,556376,1624385,3820,1620565,1423436,3820,1419615,3820,3820,0,838385,3820,834564,590003,3820,586182,3820,3820,0,3820,3820,0,3820,3820,0
70,476860,3846,473014,2040767,3846,2036921,1568018,3846,1564171,389039,3846,385192,2057091,3846,2053245,1408698,3846,1404852,3846,3846,0,581635,3846,577789,886083,3846,882236,3846,3846,0,3846,3846,0,3846,3846,0
71,388557,3857,384700,1886969,3857,1883112,1282066,3857,1278209,530122,3857,526264,1803884,3857,1800027,1482111,3857,1478253,3857,3857,0,793254,3857,789397,717319,3857,713461,3857,3857,0,3857,3857,0,3857,3857,0
72,607995,3938,604057,2415753,3938,2411814,1993086,3938,1989147,314237,3938,310298,2545784,3938,2541845,1535601,3938,1531662,3938,3938,0,469387,3938,465448,1103848,3938,1099909,3938,3938,0,3938,3938,0,3938,3938,0
73,400454,3873,396581,1893820,3873,1889947,1312084,3873,1308210,511047,3873,507174,1825275,3873,1821401,1464725,3873,1460851,3873,3873,0,764635,3873,760761,730461,3873,726587,3873,3873,0,3873,3873,0,3873,3873,0
74,576314,3969,572345,2432048,3969,2428079,1960372,3969,1956403,328186,3969,324217,2519754,3969,2515785,1551822,3969,1547852,3969,3969,0,490294,3969,486325,1138213,3969,1134243,3969,3969,0,3969,3969,0,3969,3969,0
