Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5136579,2796,5133783,7703471,2796,7700675,2796,2796,0,2569687,2796,2566891,24687884,2796,24685088,2796,2796,0,20737674,2796,20734878,6519897,2796,6517101,19554100,2796,19551304,2796,2796,0,13036999,2796,13034203,2796,2796,0
2,4884160,2821,4881338,7324829,2821,7322007,2821,2821,0,2443490,2821,2440669,24079155,2821,24076334,2821,2821,0,20121493,2821,20118671,6401153,2821,6398331,19197817,2821,19194995,2821,2821,0,12799485,2821,12796663,2821,2821,0
3,4846453,2861,4843592,7268250,2861,7265388,2861,2861,0,2424657,2861,2421796,23880866,2861,23878004,2861,2861,0,19957858,2861,19954997,6347665,2861,6344804,19037273,2861,19034412,2861,2861,0,12692469,2861,12689608,2861,2861,0
4,4616567,2888,4613679,6923407,2888,6920519,2888,2888,0,2309728,2888,2306839,23054619,2888,23051730,2888,2888,0,19215441,2888,19212553,6148905,2888,6146017,18440939,2888,18438051,2888,2888,0,12294922,2888,12292034,2888,2888,0
5,4581759,2934,4578825,6871172,2934,6868237,2934,2934,0,2292347,2934,2289412,22794161,2934,22791226,2934,2934,0,19012773,2934,19009838,6073735,2934,6070800,18215336,2934,18212401,2934,2934,0,12144535,2934,12141600,2934,2934,0
6,4256366,2986,4253379,6383056,2986,6380069,2986,2986,0,2129676,2986,2126689,21419524,2986,21416538,2986,2986,0,17825161,2986,17822174,5724039,2986,5721052,17166145,2986,17163158,2986,2986,0,11445092,2986,11442105,2986,2986,0
7,4213801,3035,4210765,6319183,3035,6316148,3035,3035,0,2108418,3035,2105382,21196403,3035,21193367,3035,3035,0,17640918,3035,17637883,5663903,3035,5660867,16985638,3035,16982602,3035,3035,0,11324770,3035,11321734,3035,3035,0
8,4204215,3014,4201200,6304815,3014,6301801,3014,3014,0,2103614,3014,2100600,21235593,3014,21232579,3014,3014,0,17659067,3014,17656053,5680140,3014,5677126,17034393,3014,17031378,3014,3014,0,11357266,3014,11354252,3014,3014,0
9,4264334,3005,4261329,6394998,3005,6391993,3005,3005,0,2133669,3005,2130664,21313894,3005,21310889,3005,3005,0,17761372,3005,17758367,5686191,3005,5683186,17052564,3005,17049559,3005,3005,0,11369378,3005,11366373,3005,3005,0
10,4301063,2965,4298097,6450112,2965,6447146,2965,2965,0,2152014,2965,2149048,21400025,2965,21397059,2965,2965,0,17849420,2965,17846454,5702619,2965,5699653,17101927,2965,17098961,2965,2965,0,11402273,2965,11399307,2965,2965,0
11,4291522,2959,4288563,6435803,2959,6432844,2959,2959,0,2147240,2959,2144281,21551874,2959,21548915,2959,2959,0,17942705,2959,17939746,5756409,2959,5753450,17263311,2959,17260352,2959,2959,0,11509860,2959,11506901,2959,2959,0
12,4058059,2953,4055105,6085612,2953,6082658,2953,2953,0,2030506,2953,2027552,21058882,2953,21055928,2953,2953,0,17419494,2953,17416540,5669894,2953,5666940,17003776,2953,17000822,2953,2953,0,11336835,2953,11333881,2953,2953,0
13,4058059,2953,4055105,6085612,2953,6082658,2953,2953,0,2030506,2953,2027552,21058882,2953,21055928,2953,2953,0,17419494,2953,17416540,5669894,2953,5666940,17003776,2953,17000822,2953,2953,0,11336835,2953,11333881,2953,2953,0
14,3698323,3012,3695310,5545978,3012,5542965,3012,3012,0,1850667,3012,1847655,19992729,3012,19989717,3012,3012,0,16408916,3012,16405903,5434481,3012,5431468,16297419,3012,16294406,3012,3012,0,10865950,3012,10862937,3012,3012,0
15,3672497,3041,3669455,5507225,3041,5504183,3041,3041,0,1837769,3041,1834727,19873278,3041,19870237,3041,3041,0,16307746,3041,16304704,5403301,3041,5400260,16203822,3041,16200781,3041,3041,0,10803562,3041,10800521,3041,3041,0
16,3289885,3118,3286766,4933269,3118,4930150,3118,3118,0,1646502,3118,1643383,18552195,3118,18549076,3118,3118,0,15108142,3118,15105023,5090555,3118,5087436,15265428,3118,15262309,3118,3118,0,10177991,3118,10174873,3118,3118,0
17,3272756,3143,3269612,4907562,3143,4904418,3143,3143,0,1637949,3143,1634806,18450921,3143,18447777,3143,3143,0,15026339,3143,15023195,5062532,3143,5059388,15181309,3143,15178165,3143,3143,0,10121920,3143,10118777,3143,3143,0
18,2901475,3214,2898261,4350606,3214,4347392,3214,3214,0,1452344,3214,1449130,17096129,3214,17092915,3214,3214,0,13813708,3214,13810494,4734765,3214,4731551,14197867,3214,14194653,3214,3214,0,9466316,3214,9463102,3214,3214,0
19,2896461,3222,2893239,4343081,3222,4339859,3222,3222,0,1449841,3222,1446619,17066612,3222,17063390,3222,3222,0,13789848,3222,13786626,4726605,3222,4723383,14173372,3222,14170150,3222,3222,0,9449989,3222,9446766,3222,3222,0
20,2768962,3237,2765725,4151825,3237,4148587,3237,3237,0,1386100,3237,1382862,16742954,3237,16739717,3237,3237,0,13467820,3237,13464582,4661234,3237,4657997,13977229,3237,13973992,3237,3237,0,9319232,3237,9315994,3237,3237,0
21,2745695,3276,2742418,4116904,3276,4113627,3276,3276,0,1374486,3276,1371209,16605362,3276,16602086,3276,3276,0,13356682,3276,13353406,4623165,3276,4619889,13862944,3276,13859667,3276,3276,0,9243055,3276,9239778,3276,3276,0
22,2623764,3301,2620463,3933996,3301,3930694,3301,3301,0,1313532,3301,1310231,16205457,3301,16202156,3301,3301,0,12988458,3301,12985157,4530532,3301,4527231,13584994,3301,13581693,3301,3301,0,9057763,3301,9054462,3301,3301,0
23,2611430,3322,2608107,3915483,3322,3912161,3322,3322,0,1307376,3322,1304053,16122658,3322,16119335,3322,3322,0,12922969,3322,12919646,4507065,3322,4503742,13514551,3322,13511228,3322,3322,0,9010808,3322,9007485,3322,3322,0
24,2550020,3362,2546658,3823349,3362,3819987,3362,3362,0,1276691,3362,1273329,15545790,3362,15542428,3362,3362,0,12487196,3362,12483834,4335285,3362,4331923,12999132,3362,12995770,3362,3362,0,8667209,3362,8663846,3362,3362,0
25,2545108,3368,2541739,3815978,3368,3812609,3368,3368,0,1274238,3368,1270869,15531244,3368,15527876,3368,3368,0,12473402,3368,12470034,4332080,3368,4328712,12989504,3368,12986136,3368,3368,0,8660792,3368,8657424,3368,3368,0
26,2376785,3392,2373392,3563481,3392,3560089,3392,3392,0,1190088,3392,1186696,15198814,3392,15195422,3392,3392,0,12111501,3392,12108108,4277402,3392,4274009,12825421,3392,12822029,3392,3392,0,8551411,3392,8548019,3392,3392,0
27,2368408,3409,2364999,3550908,3409,3547498,3409,3409,0,1185909,3409,1182499,15120637,3409,15117228,3409,3409,0,12052394,3409,12048984,4254152,3409,4250743,12755638,3409,12752229,3409,3409,0,8504895,3409,8501486,3409,3409,0
28,2143454,3466,2139987,3213447,3466,3209981,3466,3466,0,1073460,3466,1069993,14030027,3466,14026561,3466,3466,0,11137830,3466,11134363,3965657,3466,3962191,11890040,3466,11886573,3466,3466,0,7927849,3466,7924382,3466,3466,0
29,2130507,3492,2127015,3194015,3492,3190522,3492,3492,0,1067000,3492,1063507,13924897,3492,13921404,3492,3492,0,11056941,3492,11053449,3934955,3492,3931463,11797881,3492,11794389,3492,3492,0,7866418,3492,7862926,3492,3492,0
30,2185931,3473,2182458,3277161,3473,3273688,3473,3473,0,1094702,3473,1091229,13811289,3473,13807816,3473,3473,0,11027399,3473,11023926,3878592,3473,3875119,11628830,3473,11625357,3473,3473,0,7753711,3473,7750238,3473,3473,0
31,2137280,3483,2133796,3204178,3483,3200695,3483,3483,0,1070381,3483,1066898,13740873,3483,13737389,3483,3483,0,10939907,3483,10936423,3871347,3483,3867864,11607076,3483,11603593,3483,3483,0,7739212,3483,7735728,3483,3483,0
32,1919673,3511,1916161,2877754,3511,2874242,3511,3511,0,961592,3511,958080,13283629,3511,13280118,3511,3511,0,10453725,3511,10450213,3791496,3511,3787985,11367467,3511,11363956,3511,3511,0,7579482,3511,7575970,3511,3511,0
