Step,Light1_Obj,Light1_Pow,Light1_Pen,Light2_Obj,Light2_Pow,Light2_Pen,Light3_Obj,Light3_Pow,Light3_Pen,Light4_Obj,Light4_Pow,Light4_Pen,Light5_Obj,Light5_Pow,Light5_Pen,Light6_Obj,Light6_Pow,Light6_Pen,Light7_Obj,Light7_Pow,Light7_Pen,Light8_Obj,Light8_Pow,Light8_Pen,Light9_Obj,Light9_Pow,Light9_Pen,Light10_Obj,Light10_Pow,Light10_Pen,Light11_Obj,Light11_Pow,Light11_Pen,Light12_Obj,Light12_Pow,Light12_Pen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,438370,2796,435574,220583,2796,217787,656157,2796,653361,7761818,2796,7759022,438370,2796,435574,6431785,2796,6428989,2589136,2796,2586340,13897058,2796,13894262,2145792,2796,2142996,9611065,2796,9608269,16408601,2796,16405805,10942170,2796,10939374
2,393457,2861,390596,198159,2861,195298,588755,2861,585894,7402205,2861,7399343,393457,2861,390596,6183838,2861,6180977,2469309,2861,2466447,13307190,2861,13304329,2063187,2861,2060325,9186538,2861,9183677,15708573,2861,15705712,10499685,2861,10496824
3,393457,2861,390596,198159,2861,195298,588755,2861,585894,7402205,2861,7399343,393457,2861,390596,6183838,2861,6180977,2469309,2861,2466447,13307190,2861,13304329,2063187,2861,2060325,9186538,2861,9183677,15708573,2861,15705712,10499685,2861,10496824
4,366626,2925,363700,184776,2925,181850,548477,2925,545551,7080822,2925,7077897,366626,2925,363700,5815345,2925,5812419,2362224,2925,2359299,12537258,2925,12534332,1940398,2925,1937473,8662312,2925,8659386,14863636,2925,14860711,9789054,2925,9786129
5,366626,2925,363700,184776,2925,181850,548477,2925,545551,7080822,2925,7077897,366626,2925,363700,5815345,2925,5812419,2362224,2925,2359299,12537258,2925,12534332,1940398,2925,1937473,8662312,2925,8659386,14863636,2925,14860711,9789054,2925,9786129
6,314980,3030,311949,159005,3030,155974,470954,3030,467923,6609691,3030,6606660,314980,3030,311949,5147361,3030,5144330,2205251,3030,2202220,11337552,3030,11334521,1717807,3030,1714776,7907998,3030,7904967,13504285,3030,13501254,8683375,3030,8680344
7,314980,3030,311949,159005,3030,155974,470954,3030,467923,6609691,3030,6606660,314980,3030,311949,5147361,3030,5144330,2205251,3030,2202220,11337552,3030,11334521,1717807,3030,1714776,7907998,3030,7904967,13504285,3030,13501254,8683375,3030,8680344
8,273263,3078,270184,138171,3078,135092,408356,3078,405277,6343410,3078,6340331,273263,3078,270184,4939619,3078,4936540,2116522,3078,2113443,10906177,3078,10903098,1648592,3078,1645513,7615150,3078,7612071,12972542,3078,12969463,8371881,3078,8368802
9,273263,3078,270184,138171,3078,135092,408356,3078,405277,6343410,3078,6340331,273263,3078,270184,4939619,3078,4936540,2116522,3078,2113443,10906177,3078,10903098,1648592,3078,1645513,7615150,3078,7612071,12972542,3078,12969463,8371881,3078,8368802
10,168793,3221,165571,86007,3221,82785,251579,3221,248357,5754289,3221,5751067,168793,3221,165571,4401701,3221,4398479,1920244,3221,1917022,9920426,3221,9917204,1469381,3221,1466159,6988106,3221,6984885,11728188,3221,11724967,7661801,3221,7658579
11,168793,3221,165571,86007,3221,82785,251579,3221,248357,5754289,3221,5751067,168793,3221,165571,4401701,3221,4398479,1920244,3221,1917022,9920426,3221,9917204,1469381,3221,1466159,6988106,3221,6984885,11728188,3221,11724967,7661801,3221,7658579
12,146496,3293,143203,74895,3293,71601,218098,3293,214805,5437439,3293,5434145,146496,3293,143203,4114061,3293,4110767,1814675,3293,1811381,9276557,3293,9273263,1373549,3293,1370255,6536045,3293,6532751,11003201,3293,10999907,7108787,3293,7105493
13,146496,3293,143203,74895,3293,71601,218098,3293,214805,5437439,3293,5434145,146496,3293,143203,4114061,3293,4110767,1814675,3293,1811381,9276557,3293,9273263,1373549,3293,1370255,6536045,3293,6532751,11003201,3293,10999907,7108787,3293,7105493
14,87934,3413,84521,45673,3413,42260,130195,3413,126781,5032857,3413,5029443,87934,3413,84521,3715753,3413,3712340,1679894,3413,1676481,8589723,3413,8586309,1240859,3413,1237446,6114829,3413,6111416,10124424,3413,10121011,6615987,3413,6612574
15,87934,3413,84521,45673,3413,42260,130195,3413,126781,5032857,3413,5029443,87934,3413,84521,3715753,3413,3712340,1679894,3413,1676481,8589723,3413,8586309,1240859,3413,1237446,6114829,3413,6111416,10124424,3413,10121011,6615987,3413,6612574
