Step,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
0,20,20,20,20,20,20,20,20,20,20,20,20
1,20,20,20,20,20,20,20,20,20,20,20,20
2,20,19,20,20,19,19,18,20,21,19,20,19
3,20,19,20,20,19,19,18,20,21,19,20,19
4,21,20,21,22,21,20,19,20,21,19,20,21
5,21,20,21,22,21,20,19,20,21,19,20,21
6,22,21,20,22,22,21,19,20,21,20,21,23
7,22,21,20,22,22,21,19,20,21,20,21,23
8,22,21,20,22,22,21,18,21,23,18,20,24
9,22,21,20,22,22,21,18,21,23,18,20,24
10,23,21,21,23,22,21,19,21,26,19,21,25
11,23,21,21,23,22,21,19,21,26,19,21,25
12,24,22,21,23,22,21,19,22,26,20,22,25
13,24,22,21,23,22,21,19,22,26,20,22,25
14,24,23,21,24,24,22,19,22,27,19,23,26
15,24,23,21,24,24,22,19,22,27,19,23,26
16,24,24,21,26,26,22,20,23,29,18,25,28
17,24,24,21,26,26,22,20,23,29,18,25,28
18,25,25,21,27,28,22,19,23,30,19,26,31
19,25,25,21,27,28,22,19,23,30,19,26,31
20,25,25,22,27,31,22,19,23,31,18,26,34
21,25,25,22,27,31,22,19,23,31,18,26,34
22,25,26,21,28,34,23,18,23,30,19,27,38
23,25,26,21,28,34,23,18,23,30,19,27,38
24,25,27,21,29,35,24,19,24,33,20,28,42
25,25,27,21,29,35,24,19,24,33,20,28,42
26,25,29,20,30,35,24,19,25,35,18,29,47
27,25,29,20,30,35,24,19,25,35,18,29,47
28,24,32,21,31,35,25,19,26,37,18,28,52
29,24,32,21,31,35,25,19,26,37,18,28,52
30,23,33,20,30,38,25,20,27,37,20,28,57
31,23,33,20,30,38,25,20,27,37,20,28,57
32,24,33,21,32,42,26,18,28,40,20,28,58
33,24,33,21,32,42,26,18,28,40,20,28,58
34,25,34,20,32,42,27,18,30,44,18,30,60
35,25,34,20,32,42,27,18,30,44,18,30,60
36,25,34,20,32,47,27,18,29,44,18,29,60
37,25,34,20,32,47,27,18,29,44,18,29,60
38,25,35,20,33,46,26,20,29,49,19,30,66
39,25,35,20,33,46,26,20,29,49,19,30,66
40,24,35,21,34,46,26,19,29,51,18,29,71
41,24,35,21,34,46,26,19,29,51,18,29,71
42,25,35,21,34,43,27,19,31,51,19,31,71
43,25,35,21,34,43,27,19,31,51,19,31,71
44,24,35,20,34,46,28,18,31,55,19,31,70
45,24,35,20,34,46,28,18,31,55,19,31,70
46,25,35,20,33,43,27,18,33,57,18,33,78
47,25,35,20,33,43,27,18,33,57,18,33,78
48,25,39,20,33,46,28,18,34,63,18,33,78
49,25,39,20,33,46,28,18,34,63,18,33,78
50,25,39,20,33,44,28,18,34,70,19,33,78
51,25,39,20,33,44,28,18,34,70,19,33,78
52,25,37,21,35,43,28,19,35,76,18,34,78
53,25,37,21,35,43,28,19,35,76,18,34,78
54,25,37,19,34,46,28,18,37,84,18,33,80
55,25,37,19,34,46,28,18,37,84,18,33,80
56,24,37,21,34,43,27,19,36,85,19,33,83
57,24,37,21,34,43,27,19,36,85,19,33,83
58,25,38,19,34,44,27,19,37,84,19,34,79
59,25,38,19,34,44,27,19,37,84,19,34,79
60,25,36,21,35,42,27,19,37,93,20,33,88
61,25,36,21,35,42,27,19,37,93,20,33,88
62,23,38,20,36,43,28,20,40,95,19,35,78
63,23,38,20,36,43,28,20,40,95,19,35,78
64,25,37,21,35,43,28,19,39,95,19,33,86
65,25,37,21,35,43,28,19,39,95,19,33,86
66,24,36,21,36,45,27,18,41,105,19,33,83
67,24,36,21,36,45,27,18,41,105,19,33,83
68,25,35,19,37,43,27,20,39,105,20,34,88
69,25,35,19,37,43,27,20,39,105,20,34,88
70,25,38,21,38,43,27,18,40,105,18,35,87
71,25,38,21,38,43,27,18,40,105,18,35,87
72,25,36,20,38,43,28,19,39,94,18,33,83
73,25,36,20,38,43,28,19,39,94,18,33,83
74,23,35,21,39,43,27,18,41,104,18,33,83
75,23,35,21,39,43,27,18,41,104,18,33,83
76,24,35,20,39,42,27,19,39,104,18,34,83
77,24,35,20,39,42,27,19,39,104,18,34,83
78,25,35,21,38,45,27,20,42,102,20,34,83
79,25,35,21,38,45,27,20,42,102,20,34,83
80,23,35,20,40,43,27,18,41,95,18,34,86
81,23,35,20,40,43,27,18,41,95,18,34,86
82,25,36,21,42,43,27,20,41,95,18,33,88
83,25,36,21,42,43,27,20,41,95,18,33,88
